,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncells,significant_adj_new
0,0.0027962028188198707,control,0.0,0.0,True,0.0,control,686.4774860693836,686.4774860693836,2,control
1,0.0027962028188198707,p-INTERGENIC216151,3817.9032209854,0.18,False,0.9952905085328633,False,3503.9243033627326,2503.4678996706816,2,False (lost)
2,0.0027962028188198707,p-INTERGENIC393453,1816.2416563447364,0.68,False,0.9999980264741297,False,1874.1043984698126,1245.489654525505,2,False (lost)
3,0.0027962028188198707,p-INTERGENIC1144056,2236.5787612336226,0.58,False,0.9999980264741297,False,2367.197067333658,1811.33788736431,2,False (lost)
4,0.0027962028188198707,p-INTERGENIC1216445,1720.498831000224,0.69,False,0.9999980264741297,False,1824.2932954827436,1241.6102738958793,2,False (lost)
5,0.0027962028188198707,p-sgCREB1-2,1371.9785951833674,0.59,False,0.9999980264741297,False,1442.6052903145387,826.7544993763264,2,False (lost)
6,0.0027962028188198707,p-sgCREB1-4,1547.0262508109558,0.4,False,0.9999651550856273,False,1655.4245313162203,1077.345325752101,2,False (lost)
7,0.0027962028188198707,p-sgCREB1-5,1719.6661494060331,0.77,False,0.9999980264741297,False,1829.3745319579161,1252.6054284404152,2,False (lost)
8,0.0027962028188198707,p-sgE2F4-6,1678.0423136045788,0.61,False,0.9999980264741297,False,1744.9599757781605,1125.4001518823584,2,False (lost)
9,0.0027962028188198707,p-sgE2F4-7,1477.1308431690109,0.37,False,0.9999651550856273,False,1421.2656453047243,678.9229613710539,2,False (lost)
10,0.0027962028188198707,p-sgEGR1-2,2096.8796677814266,0.37,False,0.9999651550856273,False,2110.7666792159703,1438.1762045811304,2,False (lost)
11,0.0027962028188198707,p-sgEGR1-3,1846.0313670775918,0.66,False,0.9999980264741297,False,1928.2572798665642,1324.0057065861529,2,False (lost)
12,0.0027962028188198707,p-sgEGR1-4,2190.2183171204993,0.34,False,0.9999533282105015,False,2269.21220912949,1661.728615069097,2,False (lost)
13,0.0027962028188198707,p-sgELF1-1,2728.8396426679788,0.27,False,0.9997204919224627,False,2657.325541648934,1899.3339545605058,2,False (lost)
14,0.0027962028188198707,p-sgELF1-2,2422.269813731096,0.48,False,0.9999851386986118,False,2515.37264091897,1921.99798203746,2,False (lost)
15,0.0027962028188198707,p-sgELF1-4,1570.1792130730091,0.31,False,0.9999064104695375,False,1617.9824442397446,979.3081893370965,2,False (lost)
16,0.0027962028188198707,p-sgELF1-5,1964.792077124947,0.88,False,0.9999980264741297,False,2132.705236565046,1614.1409099357613,2,False (lost)
