,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,significant_adj_new
0,11,ACE,0.0808169667746419,0.64,False,0.9999999999775477,False,2.7891681924752025,3.8089890680009018,False
1,11,ACHE,0.1449370714298739,0.15,False,0.9999902558552747,False,2.3124493000250004,2.7914311784452654,False
2,11,ADAMTS20,0.05225826947683099,0.77,False,0.9999999999775477,False,2.5327944265033904,3.3248002333550883,False
3,11,ARHGAP20,0.08517106771331906,0.27,False,0.9999999913692458,False,1.6782524274298274,1.5828034369714743,False
4,11,ARID1B,0.0475357666408327,0.76,False,0.9999999999775477,False,1.946130953602917,2.15619579039014,False
5,11,ATM,0.14013187936632288,0.28,False,0.9999999946876731,False,2.793146645827667,3.7576310621141498,False
6,11,ATP5C1,5.110748626726984,0.0,True,0.0,True,9.311907753673717,11.824536530445588,True
7,11,ATXN7,0.9315602111256134,0.01,True,0.5870503288661115,False,4.85837690792951,7.096663254558545,False
8,11,BCL2,0.12242232462732461,0.13,False,0.9999665477992953,False,2.0726632266091407,2.3343737784160954,False
9,11,BCL2L1,0.09191926471453504,0.18,False,0.9999986217056938,False,1.7240447717612772,1.667639928633158,False
10,11,BDH1,0.02789332813309109,0.88,False,0.9999999999775477,False,1.461311383321097,1.2061990883342413,False
11,11,BDNF,0.05949038871930479,0.43,False,0.999999999968186,False,1.4721370559058635,1.1962533729175608,False
12,11,BMPER,0.10582940557686027,0.43,False,0.999999999968186,False,2.955764496072114,4.117169236392506,False
13,11,C6orf203,0.06055408530751283,0.55,False,0.999999999968186,False,1.7299335641733233,1.7107826928642724,False
14,11,CASP3,0.04546683028415477,0.75,False,0.9999999999775477,False,1.7425061215460156,1.751015062633015,False
15,11,CCDC85C,0.06569911831724196,0.69,False,0.9999999999775477,False,2.0193190896200295,2.2844087107479556,False
16,11,CCR5,0.0634658418272751,0.26,False,0.9999999857471018,False,1.232872340480847,0.7137484889595577,False
17,11,CDC5L,0.07850282229175165,0.29,False,0.9999999953176106,False,1.5946860195245731,1.4223388665825332,False
18,11,CDC42EP3,0.06752419377894481,0.82,False,0.9999999999775477,False,3.1755561196927067,4.595057695431607,False
19,11,CH25H,0.02769987059987744,0.99,False,0.9999999999775477,False,2.5844909525819197,3.4527516843891006,False
20,11,CIC,0.2079596041673628,0.03,True,0.9225849001347544,False,2.6431998573903193,3.3899097604384143,False
21,11,CLRN2,0.06504226718526329,0.2,False,0.9999994978318612,False,1.1678710420948806,0.5821694668296364,False
22,11,CPS1,1.0328239263953203,0.01,True,0.5870503288661115,False,5.363836640523655,8.006319004477128,False (lost)
23,11,CSMD1,0.11459185901166591,0.24,False,0.9999999592204225,False,2.2445361165144315,2.6859500238423357,False
24,11,CYCS,0.0703403917158727,0.16,False,0.9999949933178118,False,1.2504839992380825,0.7420972565854308,False
25,11,DAPL1,0.0514061051989787,0.46,False,0.999999999968186,False,1.2178880082443833,0.6958395611149264,False
26,11,DDIT4,0.040937387472437026,0.68,False,0.9999999999775477,False,1.2861726443423016,0.8428775510373049,False
27,11,EFNA5,0.08482740327340221,0.47,False,0.999999999968186,False,2.2858690572845863,2.798380361120909,False
28,11,EGR2,0.1899008085217362,0.05,False,0.9850948746175252,False,2.180596242648235,2.482761326599872,False
29,11,EPC2,0.11761931375836254,0.14,False,0.9999834656570729,False,1.848956608799739,1.8917635536662543,False
30,11,FAM171A2,0.0629286505637483,0.64,False,0.9999999999775477,False,1.945433056525048,2.139407112311486,False
31,11,FEZF2,0.2895564450146655,0.04,True,0.9662314554757782,False,3.44794824650387,4.917809697818213,False (lost)
32,11,FGD4,0.06752891089547663,0.25,False,0.9999999760813278,False,1.3924306508097164,1.0288020405490947,False
33,11,FMNL1,0.051425870071169166,0.88,False,0.9999999999775477,False,2.7035402298639712,3.667124239481912,False
34,11,FRMD4A,0.04918676454924009,0.69,False,0.9999999999775477,False,1.7651272967966223,1.792537478869143,False
35,11,GABRG3,0.04943169444930162,0.57,False,0.999999999968186,False,1.5891387756657525,1.4403155067073419,False
36,11,GBX2,0.42039523147370583,0.0,True,0.0,True,2.9380062374617038,3.7670868932748403,True
37,11,GDI1,0.05308388860079716,0.33,False,0.9999999997282847,False,1.158314831239965,0.5750154237042714,False
38,11,GIGYF2,0.06812840471577641,0.34,False,0.9999999997282847,False,1.3811565740475635,1.0056543932044892,False
39,11,GLIS3,0.11763107969504483,0.28,False,0.9999999946876731,False,2.3461775231569133,2.8861936164439204,False
40,11,GPR156,1.6339986957703234,0.0,True,0.0,True,6.575865922188742,9.829202798432298,True
41,11,GRID2,0.04552708463916533,0.7,False,0.9999999999775477,False,1.7946678978920496,1.8552783609700725,False
42,11,GSTP1,0.03060442020449261,0.95,False,0.9999999999775477,False,2.1487023173906006,2.578269864401847,False
43,11,GSX2,1.2682315926919785,0.0,True,0.0,True,4.775222757041652,6.593683571216464,True
44,11,HDAC9,0.08856281321560666,0.35,False,0.9999999997282847,False,1.896545427050665,2.015997690710862,False
45,11,HECW1,0.6332391630870353,0.01,True,0.5870503288661115,False,4.196131139637022,6.070492766012148,False (lost)
46,11,HMGA2,0.06729540902958497,0.33,False,0.9999999997282847,False,1.5357757485137373,1.3157257378230283,False
47,11,HNRNPA2B1,0.06360932621407467,0.42,False,0.999999999961021,False,1.5727181865994557,1.3932966968099754,False
48,11,IGF1R,0.014638495181055644,1.0,False,1.0,False,1.8859799848386702,2.0687911243214234,False
49,11,INSR,2.347578401688505,0.0,True,0.0,True,6.499921061807287,8.96373337175121,True
