,edist,pvalue,significant,pvalue_adj,significant_adj,log10_edist
ACE,14.969996638904803,0.02,True,0.8053241269195999,False,1.1752217028343508
ACHE,4.630226903831357,0.62,False,0.9999999999999974,False,0.6656022740994422
ADAMTS20,10.285784270546117,0.082,False,0.9976994569464486,False,1.012237411381736
ARHGAP20,3.681081458469521,0.767,False,0.9999999999999997,False,0.5659754280341122
ARID1B,5.585952523530523,0.288,False,0.9999999945187495,False,0.7470972401984384
ATM,4.101144470195891,0.708,False,0.9999999999999997,False,0.6129050683617961
ATP5C1,59.024796002264196,0.0,True,0.0,True,1.7710344947724659
ATXN7,11.849610665496073,0.048,True,0.9784383508974558,False,1.073704081265582
BCL2,5.1070667511991985,0.534,False,0.9999999999999715,False,0.7081715342777094
BCL2L1,4.925937377107175,0.409,False,0.9999999999962036,False,0.6924888864008374
BDH1,2.9674415478104947,0.867,False,0.9999999999999997,False,0.4723821730475639
BDNF,3.097953605225854,0.903,False,0.9999999999999997,False,0.49107490950282723
BMPER,4.157832517131084,0.781,False,0.9999999999999997,False,0.6188669914046058
C6orf203,3.4782900755758988,0.805,False,0.9999999999999997,False,0.5413657976117081
CASP3,2.990716644047751,0.877,False,0.9999999999999997,False,0.47577526767660105
CCDC85C,3.6037001322897027,0.786,False,0.9999999999999997,False,0.5567486457060103
CCR5,2.808777484240494,0.947,False,0.9999999999999997,False,0.44851733507403424
CDC5L,3.7717970041827016,0.711,False,0.9999999999999997,False,0.5765483112297612
CDC42EP3,3.9472280110805116,0.796,False,0.9999999999999997,False,0.5962922140808387
CH25H,5.600725182565213,0.489,False,0.9999999999999715,False,0.74824426314837
CIC,11.136026143809175,0.072,False,0.9953926172948004,False,1.0467302418515025
CLRN2,4.310778785349356,0.587,False,0.9999999999999938,False,0.6345557368953861
CPS1,17.33843098366839,0.009,True,0.5278137652782069,False,1.239009794064889
CSMD1,4.763456751993317,0.56,False,0.9999999999999876,False,0.6779222265587705
CYCS,4.408226900778573,0.57,False,0.9999999999999882,False,0.6442639404762045
DAPL1,4.676121363195733,0.487,False,0.9999999999999715,False,0.6698857742353603
DDIT4,8.067164758815437,0.051,False,0.9812831765211135,False,0.9067209267971476
EFNA5,7.087707644589159,0.303,False,0.9999999976132727,False,0.8505057953688001
EGR2,7.093491540404727,0.187,False,0.9999985681897615,False,0.8508600551381074
EPC2,6.255528024905516,0.338,False,0.9999999997880021,False,0.7962639740812691
FAM171A2,2.0819108966728095,0.995,False,0.9999999999999997,False,0.3184621382814333
FEZF2,28.296544070082007,0.0,True,0.0,True,1.4517333972577404
FGD4,3.9571815765227427,0.613,False,0.9999999999999974,False,0.5973859784622971
