,singlePCA,multiPCA,edist,pvalue,significant,pvalue_adj,significant_adj,log10_edist
TRIP4,9.31380690646489,21.25689648953454,9.31380690646489,0.167,False,0.9999999997988944,False,0.9691272299112852
ZNF592,11.323125498762266,23.96853308166385,11.323125498762266,0.08,False,0.999996300235322,False,1.0539663208019057
DCTN1,8.720398713215474,19.406109205856126,8.720398713215474,0.143,False,0.999999997737826,False,0.9405363421562718
BIN1,6.592891986766801,20.947939074152828,6.592891986766801,0.379,False,0.9999999999984982,False,0.8190759606313995
RFC3,10.730364170872292,25.510835833707745,10.730364170872292,0.053,False,0.9998747589974302,False,1.0306144614549049
THAP1,6.541454954720422,19.33881478080275,6.541454954720422,0.363,False,0.9999999999984982,False,0.8156743551331109
AIFM1,5.679815197357897,21.40830118453397,5.679815197357897,0.601,False,0.9999999999984982,False,0.7543342054164113
EWSR1,7.852779570823287,24.023361315250327,7.852779570823287,0.216,False,0.999999999974275,False,0.895023406885828
PFN1,8.602452440795844,22.472139353836837,8.602452440795844,0.178,False,0.9999999998799364,False,0.934622280275005
SCFD1,10.74337113891309,26.40710297612776,10.74337113891309,0.071,False,0.9999889735511036,False,1.031140579063766
ATXN10,7.716229428147329,24.39814879552023,7.716229428147329,0.196,False,0.999999999952912,False,0.8874051321259507
DROSHA,11.780884011673379,25.12487222433839,11.78088401167338,0.062,False,0.9999665299023808,False,1.0711778801783338
EXOC4,9.137086410422484,23.747303913804842,9.137086410422484,0.123,False,0.9999999798188874,False,0.9608077321014612
TUBB4A,6.687277186959619,20.635982799013846,6.687277186959619,0.301,False,0.9999999999974942,False,0.8252493250351175
PRNP,4.7862088656454205,18.98480566600597,4.7862088656454205,0.654,False,0.9999999999984982,False,0.6799916468929649
DBR1,7.155289332841079,20.80801957497357,7.155289332841079,0.286,False,0.9999999999974942,False,0.8546271996773129
RPL14,11.025079164936756,29.421952708136473,11.025079164936756,0.07,False,0.9999878845381496,False,1.0423817165772238
HNRNPA2B1,6.760814420084245,20.26336062496165,6.760814420084245,0.326,False,0.9999999999983328,False,0.8299990150014169
ADARB2,11.855483993200522,27.940677804402696,11.855483993200522,0.064,False,0.9999710542970704,False,1.0739192884943547
ST6GAL1,11.992512914910264,25.45362214235007,11.992512914910264,0.049,True,0.9997612376682192,False,1.078910194836183
EIF4G1,7.8721692228529605,22.572322005548983,7.87216922285296,0.176,False,0.9999999998799364,False,0.8960944212669508
VPS35,6.695677087418147,22.658232422175672,6.695677087418147,0.303,False,0.9999999999974942,False,0.8257945007596899
CNTNAP2,11.123388765556115,23.071238728825733,11.123388765556117,0.056,False,0.999916740256122,False,1.046237116200802
PVR,7.264970339546892,17.092790578180143,7.264970339546892,0.341,False,0.9999999999984982,False,0.8612338455580031
PCDH1,4.9312445028924685,18.566210035317738,4.9312445028924685,0.612,False,0.9999999999984982,False,0.692956536423752
CYP46A1,6.380022035490867,23.26887522451574,6.380022035490867,0.412,False,0.9999999999984982,False,0.8048221787016582
PLD3,8.359788847298915,21.513722518168663,8.359788847298915,0.164,False,0.9999999997808798,False,0.922195308107554
SARM1,8.962586601391678,21.387213763219677,8.962586601391678,0.163,False,0.9999999997808798,False,0.9524333650858788
OPA3,3.9785349047402008,16.697618598340682,3.9785349047402008,0.842,False,0.9999999999984982,False,0.5997231725942994
PFDN1,6.027806089762578,19.26428557719396,6.027806089762578,0.396,False,0.9999999999984982,False,0.7801592729225151
LRPPRC,8.135472362144412,21.566144396145773,8.135472362144412,0.179,False,0.9999999998799364,False,0.9103827740297448
RAB10,7.616643687535259,22.31057146387559,7.616643687535259,0.203,False,0.9999999999550092,False,0.8817636394378446
VCP,7.852264016660342,21.71483463922368,7.852264016660342,0.209,False,0.999999999974275,False,0.8949948934561236
SETX,3.7414572327259634,15.46531767240117,3.741457232725963,0.856,False,0.9999999999984982,False,0.5730407853208407
RIMBP2,6.44088022985801,20.096798416763022,6.44088022985801,0.345,False,0.9999999999984982,False,0.8089452233919953
NDUFAF5,5.474589646239451,18.47941541523062,5.474589646239451,0.529,False,0.9999999999984982,False,0.7383515717216915
ZNF292,13.733351419361213,27.153198351366882,13.733351419361211,0.026,True,0.9892318627322336,False,1.1377765332545111
CDH11,4.813612723474478,17.899525015942345,4.813612723474478,0.687,False,0.9999999999984982,False,0.6824711464243202
OSBPL6,7.261461891818442,20.004357816140157,7.261461891818442,0.262,False,0.9999999999966818,False,0.8610240625233432
CTSD,8.567986466312846,20.703416309188356,8.567986466312846,0.171,False,0.9999999998052976,False,0.9328787718282
AMFR,8.596265727471717,20.515355584725455,8.596265727471717,0.181,False,0.9999999998799364,False,0.9343098319230536
PRKAG2,10.841661536752866,28.700044577122355,10.841661536752866,0.09,False,0.9999986103062576,False,1.0350958450202996
FGD4,6.734773909887025,19.84694894613756,6.734773909887025,0.317,False,0.9999999999982466,False,0.8283230207959605
ATG5,8.626668330752182,24.779909878524904,8.626668330752182,0.14,False,0.9999999969464948,False,0.935843101052474
GSTA4,6.6149413174323115,22.85009996679895,6.614941317432312,0.356,False,0.9999999999984982,False,0.8205259958208176
RNF165,10.24611824154357,24.28593311838631,10.24611824154357,0.087,False,0.9999983067015142,False,1.01055936338432
ATP5C1,6.242511712805197,19.284068351624455,6.242511712805197,0.457,False,0.9999999999984982,False,0.7953593658895275
EIF2S1,10.585726990056912,23.40784201821009,10.585726990056912,0.062,False,0.9999665299023808,False,1.024720689179081
BLMH,6.063906199573836,15.638163375954434,6.063906199573836,0.468,False,0.9999999999984982,False,0.7827524747277974
NDUFA2,14.891583759188592,27.843322122907068,14.891583759188592,0.023,True,0.982145013615728,False,1.1729408885714745
NCSTN,4.638599862513416,15.574289160018452,4.638599862513416,0.745,False,0.9999999999984982,False,0.6663869107818645
CYCS,9.592116339504514,26.492428631561495,9.592116339504514,0.122,False,0.9999999793341076,False,0.9819144375322468
WWOX,8.23138011198327,20.257905822123178,8.23138011198327,0.143,False,0.999999997737826,False,0.915472657176901
SH3RF1,5.62273131021044,21.305756959850896,5.62273131021044,0.47,False,0.9999999999984982,False,0.7499473306584317
HSPA5,7.915602796178405,23.427604262782495,7.915602796178405,0.242,False,0.9999999999887824,False,0.8984839932458372
KIF1B,9.668060094238967,22.860930680742,9.668060094238967,0.126,False,0.9999999854610858,False,0.9853393412096784
REEP2,9.290957808877096,25.054581667294656,9.290957808877096,0.153,False,0.9999999993062658,False,0.968060487908387
