,singlePCA,multiPCA,edist,pvalue,significant,pvalue_adj,significant_adj,log10_edist
CDK6,19.32124591012115,30.633683278320063,19.32124591012112,0.014,True,0.9614905468577404,False,1.2860351280030928
XAGE1A,6.726216224970244,18.820455625976024,6.726216224970244,0.76,False,1.0,False,0.8277708242932231
SINHCAF,11.118950476655897,27.976126498558187,11.118950476655897,0.267,False,1.0,False,1.0460637959053916
MRPL47,9.28252722728817,26.23523791951618,9.28252722728817,0.407,False,1.0,False,0.9676662317623136
NDUFA13,6.61233873713104,18.989332187663194,6.61233873713104,0.812,False,1.0,False,0.8203550935229188
DNMT1,10.411697550043073,22.715478755618733,10.411697550043073,0.341,False,1.0,False,1.0175215437768872
TIMM50,4.79748396321483,17.414361569534776,4.79748396321483,0.977,False,1.0,False,0.6810135316724498
PFN1,15.84573019855543,27.332207231541474,15.84573019855543,0.052,False,0.9999939483207568,False,1.1999122570256224
RPSA,10.128251640892671,24.541213976214635,10.128251640892644,0.406,False,1.0,False,1.005534483045856
FBL,6.70770243479808,19.94944790772024,6.70770243479808,0.786,False,1.0,False,0.8265737883121622
PET100,7.729852264110974,19.97515050202867,7.729852264110974,0.709,False,1.0,False,0.8881711935956196
P2RX4,8.29475062115415,19.233559089608548,8.29475062115415,0.558,False,1.0,False,0.918803333641308
CDC123,7.637230356228713,21.69249498880606,7.637230356228713,0.648,False,1.0,False,0.8829358901089799
RNASEH2A,17.291913388008595,29.49294579840273,17.291913388008595,0.024,True,0.9961628546923372,False,1.2378430515664407
UQCRFS1,9.269124770032562,23.18180328611618,9.269124770032562,0.484,False,1.0,False,0.9670387281584808
NOLC1,9.710532663920333,21.720593286842245,9.710532663920333,0.397,False,1.0,False,0.9872430534565524
FOXM1,12.172982007159419,26.566502347815344,12.17298200715942,0.199,False,1.0,False,1.0853969800883445
PUF60,7.369601489762914,18.981387166156537,7.369601489762914,0.727,False,1.0,False,0.867444004076656
PAICS,7.82918014768768,19.385244281528117,7.82918014768768,0.644,False,1.0,False,0.8937162861987753
UBC,6.708489192842563,21.013323296514614,6.708489192842563,0.819,False,1.0,False,0.8266247244775342
PABPC1,6.416758678792462,20.92205321663539,6.41675867879249,0.858,False,1.0,False,0.8073157066685468
HNRNPC,8.286747848745222,21.564900096202336,8.286747848745222,0.607,False,1.0,False,0.9183841242226544
UQCRH,5.399568515396339,19.21523003032189,5.399568515396339,0.925,False,1.0,False,0.7323590563286153
RRS1,7.75095148724219,21.903261393923344,7.75095148724219,0.636,False,1.0,False,0.8893550186733525
CCT3,6.641958022803607,19.749942979448065,6.641958022803607,0.839,False,1.0,False,0.8222961265284959
EEF1G,10.163663826688094,23.0193904721599,10.163663826688094,0.361,False,1.0,False,1.0070502918930095
MYC,24.217318140330235,38.233038284589384,24.217318140330264,0.01,True,0.9038386966068512,False,1.3841260470917316
TPRKB,21.134349122875108,33.41749421123552,21.13434912287508,0.014,True,0.9614905468577404,False,1.3249888773509164
ILF2,8.173566918405129,22.330897196940214,8.173566918405157,0.671,False,1.0,False,0.9124116226183364
NCL,5.482583002514275,15.265548133366224,5.482583002514275,0.938,False,1.0,False,0.738985215317379
TMED10,19.069449318030053,38.421842824035934,19.069449318030053,0.01,True,0.9038386966068512,False,1.2803381517982884
ROMO1,10.609739928675424,23.301241012624928,10.609739928675452,0.383,False,1.0,False,1.025704738385275
POLD2,14.210956887453023,26.649445366643363,14.210956887453024,0.105,False,0.9999999999648764,False,1.152623321907006
GPI,10.512284050769125,24.271663388202,10.512284050769123,0.26,False,1.0,False,1.021697087376943
EIF4A1,12.756749536932318,26.03698463783803,12.756749536932318,0.156,False,0.9999999999999996,False,1.1057400287733647
FTH1,9.783200085640857,21.734681130153945,9.783200085640855,0.361,False,1.0,False,0.9904809357908886
PPA1,7.057583756116486,17.423822919531517,7.0575837561165145,0.809,False,1.0,False,0.8486560408541517
PRELID3B,11.689440420194785,24.367247016268266,11.689440420194757,0.281,False,1.0,False,1.0677937217488105
SAE1,10.991908498555972,23.649552384631875,10.991908498555972,0.242,False,1.0,False,1.041073104473697
NACA,9.625576583573945,22.404801279389176,9.625576583573944,0.41,False,1.0,False,0.98342675371971
AHCY,16.59912408388695,35.80630969718163,16.59912408388692,0.046,True,0.9999772238110084,False,1.2200851714393852
SNRPG,8.902362344245205,21.394816142172886,8.902362344245205,0.493,False,1.0,False,0.9495052669745512
FARSA,8.224222083474274,20.047091704072272,8.224222083474274,0.599,False,1.0,False,0.9150948293171955
RUVBL2,10.574456252549396,23.00959398541329,10.574456252549396,0.333,False,1.0,False,1.0242580448330214
CCT6A,11.6878085814987,25.119172570217756,11.6878085814987,0.2,False,1.0,False,1.067733090273982
EIF2S3,9.839823280676512,22.088590462617276,9.839823280676512,0.412,False,1.0,False,0.992987298744734
