,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,significant_adj_new
0,2,ACLY.inhibitor,1.2462585247983071,0.0,True,0.0,True,72.64201704363533,73.09180958627795,True
1,2,ACSS2.inhibitor,2.027630714699839,0.0,True,0.0,True,68.40916854670697,63.84474040251973,True
2,2,Acetate,10.941152369203294,0.0,True,0.0,True,72.40773745107246,62.92835655674728,True
3,2,Chloride,27.37769213426641,0.0,True,0.0,True,79.66618064537727,61.00870318029377,True
4,2,Citrate,7.406705323107474,0.0,True,0.0,True,73.9139452738178,69.47521924833377,True
5,2,PDH.inhibitor,0.8131542384314088,0.0,True,0.0,True,70.83072921744083,69.90233822025581,True
6,2,Pyruvate,7.586110626355648,0.0,True,0.0,True,71.51412295381783,64.49616930508566,True
7,2,control,0.0,0.0,True,0.0,control,70.94596597619436,70.94596597619436,control
8,6,ACLY.inhibitor,2.19038785795604,0.0,True,0.0,True,107.01457299198144,105.93213987012001,True
9,6,ACSS2.inhibitor,2.758059156366926,0.0,True,0.0,True,102.78177724270637,96.89887707315884,True
10,6,Acetate,13.160746305416254,0.0,True,0.0,True,108.50729405727012,97.94722355323701,True
11,6,Chloride,30.353932096434903,0.0,True,0.0,True,110.90950410763038,85.5584578629389,True
12,6,Citrate,10.159288205712883,0.0,True,0.0,True,113.21470676627042,110.363507070941,True
13,6,PDH.inhibitor,1.7148944725014559,0.0,True,0.0,True,105.45465834719877,103.28780396600929,True
14,6,Pyruvate,10.235795448188199,0.0,True,0.0,True,109.51319173580777,102.88396976754036,True
15,6,control,0.0,0.0,True,0.0,control,105.90661825588697,105.90661825588697,control
16,13,ACLY.inhibitor,2.505769099045864,0.0,True,0.0,True,122.20589171525481,120.78123219631063,True
17,13,ACSS2.inhibitor,3.232755193780932,0.0,True,0.0,True,118.35035596356391,112.34317459819385,True
18,13,Acetate,13.712511237497395,0.0,True,0.0,True,123.95977946832778,113.08226556400514,True
19,13,Chloride,30.550934789696797,0.0,True,0.0,True,125.01824304225671,98.36076915966358,True
20,13,Citrate,10.301877169415619,0.0,True,0.0,True,128.7956826764223,126.16470604827593,True
21,13,PDH.inhibitor,2.1787739072481855,0.0,True,0.0,True,120.6175501701566,117.93154429791181,True
22,13,Pyruvate,10.722629125691142,0.0,True,0.0,True,125.2986300403439,118.7498488198436,True
23,13,control,0.0,0.0,True,0.0,control,121.12478213515304,121.12478213515304,control
24,21,ACLY.inhibitor,2.7524886088488927,0.0,True,0.0,True,131.5858793764197,130.20645653221322,True
25,21,ACSS2.inhibitor,3.457722086372371,0.0,True,0.0,True,127.62585641449715,121.58117713084496,True
26,21,Acetate,14.148213839874217,0.0,True,0.0,True,133.62908542129696,122.89714339094273,True
27,21,Chloride,30.700564523330428,0.0,True,0.0,True,133.92884483517162,106.94431153523585,True
28,21,Citrate,10.377350736260098,0.0,True,0.0,True,138.06991236626976,135.54966038450246,True
