,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncounts,significant_adj_new
0,0.0027962028188198707,Tcrlibrary_BACH2_1,0.04538936659322501,0.52,False,0.9999999809574831,False,1.1649542115906093,1.1424701156496824,8.62,False
1,0.0027962028188198707,Tcrlibrary_BACH2_2,0.04861890932014967,0.67,False,0.9999999992891715,False,1.2761847646957734,1.3617016791330858,9.68,False
2,0.0027962028188198707,Tcrlibrary_BACH2_3,0.03823958249353154,0.89,False,0.999999999675608,False,1.2652820456641616,1.3502755678964804,5.76,False
3,0.0027962028188198707,Tcrlibrary_DOK2_1,0.048652706406938195,0.79,False,0.999999999675608,False,1.4860575831774203,1.7814135190095912,9.16,False
4,0.0027962028188198707,Tcrlibrary_DOK2_3,0.05558816713622816,0.17,False,0.9993016942748634,False,1.11382743138267,1.0300177546908005,8.56,False
5,0.0027962028188198707,Tcrlibrary_EGR1_1,0.060853832344019754,0.68,False,0.9999999992891715,False,1.6362144420256983,2.0695261107690657,6.76,False
6,0.0027962028188198707,Tcrlibrary_EGR1_2,0.0763537294874872,0.04,True,0.8271525325375523,False,1.1455911999037383,1.072779729381678,6.78,False
7,0.0027962028188198707,Tcrlibrary_EGR1_3,0.0549888780633121,0.4,False,0.9999999522480333,False,1.2804719266607467,1.3639060343198701,10.7,False
8,0.0027962028188198707,Tcrlibrary_EGR2_2,0.056878670686214994,0.3,False,0.9999945883043962,False,1.248978425056463,1.2990292384884,8.44,False
9,0.0027962028188198707,Tcrlibrary_EGR3_1,0.045387241141951584,0.72,False,0.9999999992891715,False,1.2336600811962177,1.2798839803121727,9.2,False
10,0.0027962028188198707,Tcrlibrary_EGR4_2,0.04900310168013,0.27,False,0.9999835449159776,False,1.0401733096947876,0.8892945767711341,7.24,False
11,0.0027962028188198707,Tcrlibrary_FOS_1,0.05036533569705415,0.42,False,0.9999999536267216,False,1.1716238647450348,1.1508334528547042,8.9,False
12,0.0027962028188198707,Tcrlibrary_FOS_2,0.03859597195531217,0.72,False,0.9999999992891715,False,1.099388813117562,1.0181327133415006,8.52,False
13,0.0027962028188198707,Tcrlibrary_FOS_3,0.04313865255168614,0.91,False,0.999999999675608,False,1.411146353646245,1.6371051138024926,7.86,False
14,0.0027962028188198707,Tcrlibrary_JUNB_1,0.038366241430110914,0.6,False,0.9999999890048837,False,1.0519684336428523,0.9235216849172825,10.0,False
15,0.0027962028188198707,Tcrlibrary_JUNB_2,0.05094498384451396,0.82,False,0.999999999675608,False,1.4305465621653177,1.6680991995478103,8.6,False (lost)
16,0.0027962028188198707,Tcrlibrary_JUNB_3,0.046884848222790154,0.47,False,0.9999999809574831,False,1.0615375804823286,0.9341413718035558,7.96,False (lost)
17,0.0027962028188198707,Tcrlibrary_JUND_1,0.04619132976138629,0.9,False,0.999999999675608,False,1.4266418437777681,1.6650434168558388,8.4,False (lost)
18,0.0027962028188198707,Tcrlibrary_JUND_2,0.061730584158595336,0.16,False,0.9992139489927621,False,1.1486351992010877,1.0934908733052688,8.28,False
19,0.0027962028188198707,Tcrlibrary_JUND_3,0.05365230518620079,0.23,False,0.9999180278915027,False,1.1629543250866565,1.130207404048801,7.52,False
20,0.0027962028188198707,Tcrlibrary_JUN_2,0.06354270843106491,0.48,False,0.9999999809574831,False,1.5503299286319763,1.8950682078945764,7.72,False
21,0.0027962028188198707,Tcrlibrary_JUN_3,0.054175566598298586,0.19,False,0.9995889016832943,False,1.106186491275239,1.0161484750138683,7.26,False
22,0.0027962028188198707,Tcrlibrary_LAT_1,0.049039496875991295,0.83,False,0.999999999675608,False,1.3490708610962219,1.5070532843781412,6.88,False (lost)
23,0.0027962028188198707,Tcrlibrary_NFATC1_1,0.041563372496712825,0.81,False,0.999999999675608,False,1.223473163144393,1.2633340128537618,9.18,False
24,0.0027962028188198707,Tcrlibrary_NFATC1_2,0.04642576206732829,0.71,False,0.9999999992891715,False,1.162632608685374,1.1367905143651085,9.94,False
25,0.0027962028188198707,Tcrlibrary_NFATC1_3,0.04887233265513036,0.42,False,0.9999999536267216,False,1.0803302063858604,0.9697391391782791,7.72,False
26,0.0027962028188198707,Tcrlibrary_NFATC3_1,0.05063907184391847,0.42,False,0.9999999536267216,False,1.2031837750753178,1.213679537368406,8.62,False
27,0.0027962028188198707,Tcrlibrary_NFKB1_1,0.049188764362794624,0.5,False,0.9999999809574831,False,1.1517279315308298,1.1122181577605537,8.14,False
28,0.0027962028188198707,Tcrlibrary_NFKB1_2,0.05528490662723695,0.41,False,0.999999953520187,False,1.3007558398025247,1.4041778320395013,8.2,False
29,0.0027962028188198707,Tcrlibrary_NFKB1_3,0.039932878920691195,0.89,False,0.999999999675608,False,1.2766433432865296,1.3713048667140568,10.94,False
30,0.0027962028188198707,Tcrlibrary_NFKB2_1,0.05732315741515359,0.47,False,0.9999999809574831,False,1.3233321031144256,1.4472921078753864,8.14,False
31,0.0027962028188198707,Tcrlibrary_NR4A1_1,0.03982075537559382,0.8,False,0.999999999675608,False,1.0995786744382754,1.0172876525626458,7.44,False
32,0.0027962028188198707,Tcrlibrary_NR4A1_2,0.08691949178435898,0.18,False,0.9994692055287838,False,1.6091826234164355,1.9893968141102008,6.54,False (lost)
33,0.0027962028188198707,Tcrlibrary_NR4A1_3,0.05504009992681391,0.57,False,0.9999999809574831,False,1.3447257563088522,1.4923624717525792,9.38,False
34,0.0027962028188198707,Tcrlibrary_PTPN6_1,0.03785009575871534,0.79,False,0.999999999675608,False,1.133124710907093,1.0863503851171594,7.44,False
