perturbation,62(mod)_pBA581,SPI1_pDS255,EP300_pDS268,SNAI1_pDS266,ZNF326_pDS262,BHLHE40_pDS258,CREB1_pDS269,DDIT3_pDS263
62(mod)_pBA581,0.0,26.180415785104486,6.070358565662019,7.94684748628751,7.577215952667686,12.491494494216568,4.4919007596404725,5.989121471160388
SPI1_pDS255,26.180415785104486,0.0,25.194824745847654,29.71549103555145,28.245924085446603,26.079195414732936,24.383217642043434,25.12438515574317
EP300_pDS268,6.070358565662019,25.194824745847654,0.0,9.806892030682718,10.704093062196563,12.370047624840623,6.314401969862587,5.98354736370996
SNAI1_pDS266,7.94684748628751,29.71549103555145,9.806892030682718,0.0,7.644401445172008,15.802862063404433,7.832321878473039,8.281790433825762
ZNF326_pDS262,7.577215952667686,28.24592408544659,10.704093062196549,7.644401445171994,0.0,16.414199514632784,5.909737320744199,6.240271188903577
BHLHE40_pDS258,12.491494494216568,26.079195414732936,12.370047624840623,15.802862063404433,16.4141995146328,0.0,11.525143579222629,11.373288321759787
CREB1_pDS269,4.4919007596404725,24.383217642043448,6.314401969862601,7.832321878473053,5.909737320744199,11.525143579222643,0.0,3.8588308358925048
DDIT3_pDS263,5.989121471160388,25.12438515574317,5.98354736370996,8.281790433825762,6.240271188903591,11.373288321759787,3.8588308358924905,0.0
