,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncells,significant_adj_new
0,0.0027962028188198707,ANAPC15,836.1682808427569,0.38,False,0.9997151081691448,False,2555.6381185209657,1278.899955904677,2,False
1,0.0027962028188198707,BCAR1,821.6359718707146,0.35,False,0.9997151081691448,False,2684.074620444215,1447.1554345151678,2,False
2,0.0027962028188198707,CCDC6,695.1245838535584,1.0,False,1.0,False,2660.2223687030655,1602.640634863263,2,False (lost)
3,0.0027962028188198707,CLOCK,988.8493531704743,0.34,False,0.9997151081691448,False,3144.1868135844693,1790.9377479299656,2,False (lost)
4,0.0027962028188198707,EPS8L1,826.4432722441965,0.6,False,0.9999946851615825,False,2807.444760047623,1570.467897541564,2,False (lost)
5,0.0027962028188198707,FAM136A,773.4227325232258,0.71,False,0.9999949457893487,False,2873.2573780139646,1752.8125970872459,2,False
6,0.0027962028188198707,FBXO42,730.7215260441857,0.69,False,0.9999949457893487,False,2725.949692892307,1560.911667096105,2,False (lost)
7,0.0027962028188198707,GAB2,770.0414398194233,0.29,False,0.999623313622756,False,2384.423074099016,1136.3395701732356,2,False
8,0.0027962028188198707,GFM1,639.0126067257312,1.0,False,1.0,False,2376.2400931188786,1249.5402363987948,2,False (lost)
9,0.0027962028188198707,GTF3C4,715.1078341866524,0.58,False,0.9999946851615825,False,2390.705557505603,1161.8882365765521,2,False (lost)
10,0.0027962028188198707,HSD17B10,845.490530018339,0.21,False,0.9978207634535043,False,2579.2561525795472,1308.5100777847397,2,False (lost)
11,0.0027962028188198707,KRT17,1018.6263880229707,0.35,False,0.9997151081691448,False,2551.807467111102,1067.9342703485459,2,False
12,0.0027962028188198707,MRPL35,715.7402063108549,0.32,False,0.9997151081691448,False,2511.823576135966,1323.0563462511554,2,False (lost)
13,0.0027962028188198707,MRPL36,652.90942729084,0.71,False,0.9999949457893487,False,1994.884473986956,913.1969216321872,2,False (lost)
14,0.0027962028188198707,MYBL2,626.1212000702294,0.68,False,0.9999949457893487,False,2325.3136249174217,1213.185490844828,2,False (lost)
15,0.0027962028188198707,NBPF12,681.1612525857553,0.67,False,0.9999949457893487,False,2553.903857460419,1464.0786791869923,2,False
16,0.0027962028188198707,POGLUT3,787.0999432309346,0.32,False,0.9997151081691448,False,2628.506700220215,1393.2090929819178,2,False (lost)
17,0.0027962028188198707,PPP6C,881.2807161647819,0.68,False,0.9999949457893487,False,3085.896722857662,1918.2580842427203,2,False (lost)
18,0.0027962028188198707,SLC1A5,761.3217359978975,0.33,False,0.9997151081691448,False,2719.5448463439093,1527.9370646594102,2,False
19,0.0027962028188198707,TACC3,655.9405128484899,0.67,False,0.9999949457893487,False,2116.4112075634685,935.3930880973885,2,False
20,0.0027962028188198707,TARDBP,734.2850466100803,0.26,False,0.9994619867229622,False,2483.4624614505274,1194.0002296584958,2,False (lost)
21,0.0027962028188198707,TFAM,840.7766589235151,0.61,False,0.9999946851615825,False,2898.586083793288,1700.7225042103182,2,False (lost)
22,0.0027962028188198707,TMEM214,834.570483022112,0.31,False,0.9997151081691448,False,2833.23451971339,1557.7741166272049,2,False (lost)
23,0.0027962028188198707,TMEM242,635.8018559789717,0.68,False,0.9999949457893487,False,1907.1953073438838,735.93330641345,2,False
24,0.0027962028188198707,TPT1,938.4839674917326,0.28,False,0.999623313622756,False,3004.0023505932604,1569.9923163925066,2,False (lost)
25,0.0027962028188198707,TWF1,677.804658653229,1.0,False,1.0,False,2723.3091533597585,1598.5885801030138,2,False
26,0.0027962028188198707,control,0.0,0.0,True,0.0,control,1121.683230005753,1121.683230005753,2,control
27,0.02507208781817638,ANAPC15,41.7784585591084,1.0,False,1.0,False,586.6206833773564,655.0909543653185,13,False
28,0.02507208781817638,BCAR1,30.54975029471018,1.0,False,1.0,False,873.4470111366995,1208.7275303166425,13,False
29,0.02507208781817638,CCDC6,74.84214751837789,1.0,False,1.0,False,987.6190425216055,1380.1144207528464,13,False (lost)
30,0.02507208781817638,CLOCK,158.22314573215328,0.06,False,0.7870898627102758,False,657.1993863544492,572.7292141286053,13,False (lost)
31,0.02507208781817638,EPS8L1,35.38380741646273,1.0,False,1.0,False,832.6557928554307,1127.6026810780434,13,False (lost)
32,0.02507208781817638,FAM136A,40.358538560063494,1.0,False,1.0,False,801.0732406062741,1059.5839379833699,13,False
33,0.02507208781817638,FBXO42,34.83047346135021,1.0,False,1.0,False,435.9194332928565,383.48963334042503,13,False (lost)
34,0.02507208781817638,GAB2,35.29292458381241,1.0,False,1.0,False,474.503705214972,452.3664945453586,13,False
35,0.02507208781817638,GFM1,47.3488462193323,1.0,False,1.0,False,517.0407244630529,513.8080070017413,13,False (lost)
36,0.02507208781817638,GTF3C4,41.34640030388226,1.0,False,1.0,False,556.5053697588663,584.5827536476618,13,False (lost)
37,0.02507208781817638,HSD17B10,69.1430280993821,1.0,False,1.0,False,563.8181650898813,595.2302115471996,13,False (lost)
38,0.02507208781817638,KRT17,54.233052276459944,1.0,False,1.0,False,454.7962266153478,392.1288936363387,13,False
39,0.02507208781817638,MRPL35,36.746494151918284,1.0,False,1.0,False,668.7908778763197,811.5162233105449,13,False (lost)
40,0.02507208781817638,MRPL36,46.72040099838563,1.0,False,1.0,False,692.7912849787704,853.8908776633579,13,False (lost)
41,0.02507208781817638,MYBL2,41.69562651563854,1.0,False,1.0,False,494.9329759788439,485.17585037038356,13,False (lost)
42,0.02507208781817638,NBPF12,38.29542668418509,1.0,False,1.0,False,467.6361456235463,443.30024896394673,13,False
