,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncells,significant_adj_new
0,0.0027962028188198707,control,0.0,0.0,True,0.0,control,1844.1039523742002,1844.1039523742002,2,control
1,0.02507208781817638,control,0.0,0.0,True,0.0,control,2835.138362756677,2835.138362756677,13,control
2,0.06912625135579575,control,0.0,0.0,True,0.0,control,2622.4243263677354,2622.4243263677354,35,control
3,0.1339745962155613,control,0.0,0.0,True,0.0,control,2613.0625967814594,2613.0625967814594,67,control
4,0.2181685175319702,control,0.0,0.0,True,0.0,control,1914.568304597354,1914.568304597354,110,control
5,0.31982726222908053,control,0.0,0.0,True,0.0,control,1562.6758991816055,1562.6758991816055,160,control
6,0.43667994193637794,control,0.0,0.0,True,0.0,control,1236.6204583173203,1236.6204583173203,219,control
7,0.5661162608824419,control,0.0,0.0,True,0.0,control,1055.301246386584,1055.301246386584,284,control
8,0.7052448255890957,control,0.0,0.0,True,0.0,control,924.2693582012241,924.2693582012241,353,control
9,0.8509577338238256,control,0.0,0.0,True,0.0,control,847.867904158937,847.867904158937,426,control
10,1.0,control,0.0,0.0,True,0.0,control,778.2197703869278,778.2197703869278,500,control
