,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncounts,significant_adj_new
0,0.0027962028188198707,ACE,0.13610395869151226,1.0,False,1.0,False,2.934974453947731,3.603739140950795,8.16,False (lost)
1,0.0027962028188198707,ACHE,0.11040229328633133,1.0,False,1.0,False,2.618043595747955,2.9287755995206783,10.42,False
2,0.0027962028188198707,ADAMTS20,0.1212130985035178,1.0,False,1.0,False,2.6185214262422907,2.9768403921002937,7.88,False (lost)
3,0.0027962028188198707,ARHGAP20,0.059416797409082456,1.0,False,1.0,False,2.183777048121483,2.164396262516107,9.42,False
4,0.0027962028188198707,ARID1B,0.13806770668993207,0.0,True,0.0,True,2.0835240213872863,1.8088105726554378,10.08,True (gained)
5,0.0027962028188198707,ATM,0.07638866901515806,1.0,False,1.0,False,2.542225506314404,2.8415884897621564,9.04,False
6,0.0027962028188198707,ATP5C1,0.11162088761445865,1.0,False,1.0,False,2.2744190853254245,2.2797633905516856,9.92,False (lost)
7,0.0027962028188198707,ATXN7,0.10722111459383132,1.0,False,1.0,False,2.469951146079607,2.6952010919178937,9.6,False (lost)
8,0.0027962028188198707,BCL2,0.07946237759757868,1.0,False,1.0,False,2.362617836496705,2.5117587359199023,8.08,False
9,0.0027962028188198707,BCL2L1,0.0839290778708448,1.0,False,1.0,False,1.9469836281780457,1.6286665284864972,12.92,False
10,0.0027962028188198707,BDH1,0.10907915518405975,1.0,False,1.0,False,2.5385939865812093,2.818201268741834,8.1,False (lost)
11,0.0027962028188198707,BDNF,0.05281138516444961,1.0,False,1.0,False,2.032684203302302,1.8639972968911895,9.6,False
12,0.0027962028188198707,BMPER,0.07903116980468017,1.0,False,1.0,False,2.345203977379411,2.4665481852866065,10.04,False
13,0.0027962028188198707,C6orf203,0.06397307810239661,1.0,False,1.0,False,2.1957192173667295,2.157177387619182,10.26,False
14,0.0027962028188198707,CASP3,0.06828541024285295,1.0,False,1.0,False,1.9629249552015493,1.6390272024941777,10.22,False
15,0.0027962028188198707,CCDC85C,0.09133058239235425,1.0,False,1.0,False,2.622369038626682,2.9838813999188205,8.66,False
16,0.0027962028188198707,CCR5,0.05611856193898879,1.0,False,1.0,False,2.352819522506331,2.488004583216445,8.74,False
17,0.0027962028188198707,CDC5L,0.07471352162252609,1.0,False,1.0,False,2.6167218352909445,2.9950208978545874,10.58,False
18,0.0027962028188198707,CDC42EP3,0.08740874061020665,1.0,False,1.0,False,1.9910956755862346,1.7178279270759511,11.32,False
19,0.0027962028188198707,CH25H,0.07251795336764721,1.0,False,1.0,False,2.0508543754132935,1.8567066384354907,12.94,False
20,0.0027962028188198707,CIC,0.22364921952462113,0.0,True,0.0,True,2.7112052038229852,3.0521585862739227,8.16,True
21,0.0027962028188198707,CLRN2,0.2403316428751492,0.0,True,0.0,True,2.3851254023957384,2.376976286429415,9.64,True (gained)
22,0.0027962028188198707,CPS1,0.15094683686132693,0.0,True,0.0,True,2.3581546059129415,2.3955217857229223,9.44,True
23,0.0027962028188198707,CSMD1,0.12448261889795775,0.0,True,0.0,True,2.6834738914693634,3.054496416035547,9.86,True
24,0.0027962028188198707,CYCS,0.08633246168052278,1.0,False,1.0,False,2.543634888644385,2.7946181010002515,9.28,False (lost)
25,0.0027962028188198707,DAPL1,0.14872466782733995,1.0,False,1.0,False,2.530782742769611,2.762080986736628,9.08,False (lost)
26,0.0027962028188198707,DDIT4,0.07910376081043857,1.0,False,1.0,False,2.205127488962586,2.176315885343465,10.76,False (lost)
27,0.0027962028188198707,EFNA5,0.08249545712066508,1.0,False,1.0,False,2.1549124678377147,2.0800412799370633,11.1,False
28,0.0027962028188198707,EGR2,0.13807880996016464,1.0,False,1.0,False,2.237566570774322,2.1378878180806966,8.32,False
29,0.0027962028188198707,EPC2,0.07208388492390938,1.0,False,1.0,False,2.428383273053255,2.627484682501337,9.78,False
30,0.0027962028188198707,FAM171A2,0.09100149106765287,1.0,False,1.0,False,2.458538218983319,2.6700106071577463,8.38,False (lost)
31,0.0027962028188198707,FEZF2,0.1281900046865987,1.0,False,1.0,False,2.59180300577483,2.8825564732015736,8.6,False (lost)
32,0.0027962028188198707,FGD4,0.08161621491748416,1.0,False,1.0,False,2.375434688885894,2.440238576580879,7.98,False
33,0.0027962028188198707,FMNL1,0.16547553754157995,0.0,True,0.0,True,2.659772105706699,2.9514870069837085,7.6,True
34,0.0027962028188198707,FRMD4A,0.08602305731564552,1.0,False,1.0,False,2.335441613023626,2.4288348108200237,10.62,False
35,0.0027962028188198707,GABRG3,0.10571074447515727,1.0,False,1.0,False,2.1644505801832543,2.043064367518545,10.9,False
36,0.0027962028188198707,GBX2,0.07792832833877084,1.0,False,1.0,False,2.3630188820683466,2.4958523427217796,9.8,False (lost)
37,0.0027962028188198707,GDI1,0.17862781117827398,0.0,True,0.0,True,2.4279656775036282,2.5556087652188193,11.16,True
38,0.0027962028188198707,GIGYF2,0.09686894274490743,1.0,False,1.0,False,2.443878915735028,2.626656962616738,6.28,False (lost)
39,0.0027962028188198707,GLIS3,0.09462065843587308,1.0,False,1.0,False,2.2498221421543203,2.23867519080804,10.06,False
40,0.0027962028188198707,GPR156,0.05199005921031663,1.0,False,1.0,False,2.150975264015983,2.0926647216305745,10.38,False (lost)
41,0.0027962028188198707,GRID2,0.06074857587004967,1.0,False,1.0,False,2.384614748854184,2.534974645116077,9.38,False
42,0.0027962028188198707,GSTP1,0.09703273981460203,1.0,False,1.0,False,2.714630515143154,3.167075456291557,8.26,False (lost)
