,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,significant_adj_new
0,2,ATF2g1,13.844054444434164,1.0,False,1.0,False,123.8211465106065,88.10906708813923,False
1,2,ATF2g2,10.897555629489489,1.0,False,1.0,False,151.0530677691845,144.62585868624734,False
2,2,ATF2g3,10.204910353966,1.0,False,1.0,False,133.68091695791296,116.2941996095203,False
3,2,ATF2g4,12.056729832644976,1.0,False,1.0,False,135.85615747768128,110.26086054632113,False
4,2,BRD4g1,82.15508492277206,0.0,True,0.0,True,161.08998673775744,75.11729450230482,True
5,2,BRD4g3,12.948736630249982,1.0,False,1.0,False,153.23975672281884,154.14707741583675,False
6,2,BRD4g4,23.88384170405675,0.0,True,0.0,True,140.19277843947683,110.89752525345659,True
7,2,CAV1g1,13.067038979936854,1.0,False,1.0,False,153.04234372076104,138.9867622438001,False
8,2,CAV1g2,12.27808135742356,1.0,False,1.0,False,129.15079759067783,96.241748978199,False
9,2,CAV1g3,11.370365212920603,1.0,False,1.0,False,150.06324029475414,148.17905819462132,False
10,2,CAV1g4,9.01893706052698,1.0,False,1.0,False,136.36118872874053,121.68977795711609,False
11,2,CD86g1,16.50412632739466,1.0,False,1.0,False,146.10149748460782,127.05265608867305,False
12,2,CD86g2,12.175906119561262,1.0,False,1.0,False,133.56668362537357,109.49659721486229,False
13,2,CD86g3,7.232326013237014,1.0,False,1.0,False,162.04075651332042,173.30979213135885,False
14,2,CD86g4,16.64053933387504,1.0,False,1.0,False,150.19416654356723,141.45864439831283,False
15,2,CMTM6g1,8.832630297906121,1.0,False,1.0,False,138.56295733310458,123.18214506312418,False
16,2,CMTM6g2,15.013902347033877,1.0,False,1.0,False,136.76988030832527,110.27719741453842,False
17,2,CMTM6g3,8.491764515961336,1.0,False,1.0,False,148.65391687476762,142.19369574038782,False
18,2,CUL3g1,24.837508883299733,1.0,False,1.0,False,173.0955497019656,172.06633220278732,False
19,2,CUL3g2,38.66159416106149,0.0,True,0.0,True,160.4443455376574,139.5377770334585,True
20,2,ETV7g1,12.052193630939712,1.0,False,1.0,False,131.71054824046985,106.80985700210107,False
21,2,ETV7g2,9.544254884639201,1.0,False,1.0,False,130.91221934419625,109.6243106215226,False
22,2,ETV7g3,20.035335497025585,1.0,False,1.0,False,161.5072786537342,154.99542312491653,False
23,2,ETV7g4,13.459608004031452,1.0,False,1.0,False,154.16943569650618,144.9208191644658,False
24,2,IFNGR1g1,103.16934066841429,0.0,True,0.0,True,222.36787957569948,124.85452588239741,True
25,2,IFNGR1g2,66.98400443026236,0.0,True,0.0,True,192.13286940137525,125.55262123260778,True
26,2,IFNGR1g3,113.93771851205707,0.0,True,0.0,True,201.9041618882704,110.1881707311552,True
27,2,IFNGR1g4,54.38060887003212,0.0,True,0.0,True,178.3203489622349,147.0484420085992,True
28,2,IFNGR2g1,115.90655853256669,0.0,True,0.0,True,227.0533164858366,158.9932456296009,True
29,2,IFNGR2g2,74.11335349861645,0.0,True,0.0,True,231.17102576195634,192.56835039341502,True
