,control,IFNGR2g1,ATF2g1,IFNGR1g3,CD86g1,IFNGR2g2,POU2F2g1,JAK2g2,IFNGR1g2,TNFRSF14g1,MARCH8g4,CMTM6g3,TNFRSF14g3,IRF1g4,ETV7g2,CAV1g3,CD86g4,IRF7g1,IRF1g1,MARCH8g2,NFKBIAg1,IFNGR1g1,ATF2g4,NFKBIAg2,IFNGR1g4,STAT1g3,ETV7g1,CD86g3,JAK2g1,STAT2g2,PDCD1LG2g3,TNFRSF14g2,SMAD4g2,IRF1g2,CMTM6g1,SMAD4g1,ATF2g2,CAV1g1,UBE2L6g1,STAT5Ag3,CMTM6g2,STAT2g1,JAK2g4,CD86g2,MARCH8g1,STAT3g3,CAV1g2,IRF1g3,NFKBIAg3,JAK2g3,IRF7g2,STAT5Ag4,STAT5Ag2,IFNGR2g3,MARCH8g3,BRD4g4,PDCD1LG2g1,UBE2L6g2,STAT3g1,PDCD1LG2g4,ETV7g4,CAV1g4,CUL3g1,POU2F2g3,CUL3g2,ETV7g3,STAT5Ag1,UBE2L6g4,POU2F2g2,STAT1g2,BRD4g3,SMAD4g4,STAT2g3,IFNGR2g4,IRF7g3,ATF2g3,PDCD1LG2g2,STAT3g4,STAT3g2,STAT2g4,BRD4g1,SMAD4g3,IRF7g4,STAT1g1
MARCH8g4,0.10563130302232308,0.08695940712099114,0.08538730279830013,0.088968607162908,0.11204354732296004,0.07700038303441253,0.0920410304606734,0.06394534827964483,0.08248264241268778,0.09861362897263266,0.0,0.10704606701068292,0.11950656036247864,0.09032147176820857,0.09766912455536747,0.09852473021796972,0.08856631211014807,0.0714692226538152,0.10153815175974851,0.09736795601506733,0.07867668985315675,0.09415637103268526,0.09017101568744945,0.08672182823868554,0.09775234122650903,0.07065949061545387,0.09305632017391338,0.08357107204508638,0.08167280068486651,0.09619845247157348,0.0930053980741663,0.07684930744831092,0.07726036181332802,0.10273574805377537,0.08576945816295135,0.10080256309896764,0.08172102135038621,0.0950164597258951,0.06496863675558864,0.080218646268974,0.0940950221953119,0.080045140833394,0.0650622910349192,0.09653354338750794,0.09092342563997458,0.1051947302217141,0.08433958581577726,0.10509862514480703,0.0974137391128546,0.06706543450566178,0.06678864031346679,0.08473909399262525,0.08116982342664085,0.09073690857038956,0.08308630585247824,0.09687558313700656,0.10187348024924629,0.09135068631196044,0.08908836589460625,0.08348859290454276,0.0793360866712547,0.0837705721935774,0.09367680170962231,0.10131683394686063,0.06664713637979248,0.09588642473370299,0.07332140544905634,0.09502641008818144,0.07702478209075335,0.055590041539409565,0.08149084286241734,0.1096735056725999,0.09819263564745537,0.09284674354348069,0.1046564498013726,0.07117136363747144,0.10468393174843346,0.10578519864797059,0.0905709835105254,0.08184225498261209,0.0899097418214379,0.10578897349151486,0.08073870188099802,0.07226236481873301
CMTM6g3,0.12822196976544042,0.08283834745253833,0.13246717970166563,0.08597856308812304,0.10459993602443834,0.08782516527659333,0.11066610277984777,0.07628682403138376,0.07811900635802305,0.10353191620380064,0.10704606701068292,0.0,0.09502566410185949,0.10103182208049287,0.11423584628166236,0.08414404143628039,0.09924654546116998,0.08331710131581073,0.0948033412945522,0.11943742228571126,0.10927381385970775,0.10340509847510164,0.09833602549037761,0.10772197067335479,0.09792166815966037,0.07802439014993968,0.13281137826672257,0.10929663536911578,0.0870308690530508,0.10443614089452546,0.10028653940635127,0.10419992913834375,0.0955707959133204,0.11492945422536215,0.10338861216586884,0.10943157731280213,0.09822176690735573,0.11486803619051295,0.08495668313662276,0.1137054052651775,0.11050191139258464,0.10632580722950177,0.06895960702663072,0.11211283372860814,0.11118306738662073,0.11972129230279414,0.11316907840225728,0.09778586815871866,0.09329339720676562,0.08497207515904906,0.08188647575243561,0.10402031092969632,0.09190669032844984,0.07709454981867708,0.10732335329156756,0.11641238883125898,0.1144972043246225,0.0983645591793866,0.09793068091388231,0.10101679056763536,0.09180562952995722,0.09064225272562391,0.10442306773127316,0.0935103568567163,0.07331304002117461,0.09889487281250624,0.0808375021826894,0.12880569961300053,0.08796168004755894,0.06352582169281268,0.11437120601366799,0.10966716109719936,0.10614968906368942,0.08858678264879614,0.12204218771211653,0.10553679048809798,0.11777610472180226,0.11057339347676455,0.115468264394072,0.09310926072892192,0.12014785226347122,0.09707412602115344,0.08966644237533787,0.09224946651118598
TNFRSF14g3,0.08937616688508034,0.0812269278017635,0.08691107673395418,0.09686718740501535,0.0958100846137181,0.08548912985784249,0.09996237531949777,0.06587356946444012,0.08899422910568175,0.10523291617076869,0.11950656036247864,0.09502566410185949,0.0,0.07863270549040627,0.10765150966632521,0.09910710803049985,0.09951260620864083,0.07719447985914148,0.10941876317353251,0.11149211265722798,0.09535960327946758,0.10367968951187917,0.09217639829442661,0.0977835565448187,0.09752593322928739,0.07971730878697958,0.1191415954794412,0.08049011301138177,0.07545091441414647,0.07389813939074157,0.09831712915684777,0.08279752867698237,0.08899360282988711,0.10418828696446306,0.08820827865783555,0.09121066022931348,0.08976750901456473,0.10651041796809728,0.0898356326692195,0.08886094714193365,0.09281569067861649,0.08218915518824199,0.07597845350895016,0.09323824231995638,0.1020385582448047,0.1116605348156385,0.08343169604977307,0.10776828430466986,0.08230672903050726,0.07014277459723348,0.07718593235561882,0.0850927430108222,0.08926466399423795,0.0737650210357996,0.10646520866210019,0.10695487578804125,0.08037116883901849,0.12248818195095887,0.07793135393134383,0.09255119181681679,0.0867425260668886,0.09241134047759769,0.07807729849442077,0.07187573002975316,0.0784713027152764,0.09907507990489844,0.08394354465729446,0.08974616391599106,0.08259679060385927,0.0606258691616009,0.09132245539846567,0.0944559332258562,0.10212208672123194,0.09349179947365309,0.09976385628044039,0.11467774148380797,0.09496488423618657,0.09662404285640087,0.0912721202169416,0.07574662255763177,0.09426399831859349,0.09582657258144994,0.08846345067077098,0.07962859712139253
IRF1g4,0.09101460617181753,0.08099017790974777,0.09769178250752227,0.07645746143240541,0.10208638240593615,0.08232498617028294,0.1026832456994509,0.07636845734780022,0.08447901641614626,0.09635551550737206,0.09032147176820857,0.10103182208049287,0.07863270549040627,0.0,0.10266921065349505,0.08182091771864572,0.10591925034409104,0.10232048383080761,0.08988968950531508,0.08703975076247578,0.1076565230785737,0.08832363437361891,0.10785813428601053,0.07694180402088326,0.07896245269792276,0.06663979106515931,0.08353911173180605,0.10189175789830628,0.07841873277840343,0.08804566515862723,0.08551261735626753,0.0847510848183499,0.08658213424539779,0.09649718116960117,0.10563514537646398,0.10765366904559678,0.10064706551008623,0.10597836406255834,0.09583384311567003,0.10404725644379549,0.0861373675034981,0.07527470665111123,0.07736198279436456,0.10342725521319782,0.11910042986852407,0.08976313250353866,0.08835936005028305,0.08876709296625201,0.09525428321333033,0.06665599733201513,0.08040463355122042,0.09110055310619669,0.10252122670151019,0.07542995736463362,0.0892972280524935,0.09359442954106212,0.09683938340439655,0.10797535759847898,0.09439706856908084,0.09004525635791562,0.0882261923126097,0.09232275856829608,0.10597403882737262,0.08664657622279436,0.0630733732227919,0.10062722477861409,0.09097791918496116,0.11359606002525138,0.08903101383661485,0.06438137706910532,0.09615861466909097,0.10651889838289923,0.08916827078771646,0.08480554515192132,0.09654715827579485,0.07900031154372691,0.10267611660005897,0.09738766428530178,0.11741149356681498,0.09245559034193984,0.08591699875730228,0.10098214068982998,0.08236810099591697,0.06768367739990601
ETV7g2,0.09559615551370876,0.08061138386309119,0.09934558900471628,0.07980561383526569,0.09631095446889723,0.08493922670305225,0.11444097527041455,0.0798517291033953,0.08941202076099242,0.08624702793877376,0.09766912455536747,0.11423584628166236,0.10765150966632521,0.10266921065349505,0.0,0.09865281581578583,0.1189430207256736,0.07590566249774625,0.11709498411409111,0.1254579167693213,0.11646324571445883,0.08811272351273443,0.1001271982920488,0.10110386928596808,0.0986433193350091,0.08009990019970348,0.11782496218083795,0.0970093120473923,0.07402352853734159,0.08864137459089781,0.10819056484591608,0.09388522849091074,0.08156156160259695,0.11414897693107416,0.11491016942519132,0.0882927723859005,0.07421545452698625,0.11679916203575902,0.07585650153365286,0.10092832033965365,0.1010017062182051,0.09314072260281164,0.0670818292771266,0.11943183614668824,0.1186236409799592,0.10722717199204504,0.09301915588915464,0.11429509828737874,0.09832817457979912,0.07648756180032645,0.09109983173150155,0.1041612026112349,0.08953823769934183,0.08000427234841084,0.09166295327028845,0.11267414500441258,0.07839423939906089,0.11578458636676725,0.09528637957672334,0.11281353076852338,0.09619261803158702,0.10300945419620897,0.10407964876591272,0.08379541517295326,0.08428040111237683,0.07726877747479587,0.09022508149864246,0.10116507161272971,0.0932000067269903,0.06671985294366772,0.09524335368335336,0.10508802841410783,0.12192477158020674,0.1030546263037574,0.10685780631577825,0.10028953078081157,0.12193053372603029,0.09481590029691946,0.10821030768127485,0.07492600688239016,0.10034508802080576,0.09978180953907112,0.08325488809581241,0.08413423465531487
CAV1g3,0.08239016084957355,0.06537860967807022,0.07593709455248608,0.07330445010960726,0.08747790880913253,0.07837028219003435,0.08902749066676763,0.06003142775731302,0.08523661954659459,0.0813984926849427,0.09852473021796972,0.08414404143628039,0.09910710803049985,0.08182091771864572,0.09865281581578583,0.0,0.0882491280154486,0.06981904827931874,0.08726795469461479,0.10423907105615841,0.08411694183291506,0.07284501767070622,0.06508944154157352,0.08479281708526891,0.08902378952999286,0.06622222168968366,0.0998406739598394,0.06531409261205695,0.06477591390629125,0.08151639050911808,0.09411277538692783,0.07933425375751392,0.07242322798943043,0.08610511403876478,0.0892069847571289,0.0795835889846596,0.07688447771206432,0.09060002427178225,0.06590831412821083,0.07797372050951432,0.07711045132583037,0.08320143591342632,0.06210667258651228,0.07925903270815864,0.08602534991577362,0.09352500733173334,0.08552820295584636,0.09172521017913321,0.0832944164041474,0.0674545413690037,0.07643089958785974,0.0825045285261008,0.0717224745082175,0.0722028868021291,0.10441153204333561,0.10558616128814106,0.07535804524078017,0.09507435543095324,0.07788926260135938,0.09807184758296675,0.08005636302812005,0.08669612623491699,0.0672478255775401,0.07361791097472331,0.07240226679894399,0.08097651995328033,0.08181997493376703,0.08118304951433024,0.06354743604465327,0.05693291148714501,0.07094396918776318,0.09819951392372142,0.09186239162458071,0.08144913893290946,0.08778516922153147,0.08090689574513983,0.09008981871087787,0.09761646575834275,0.0813939557493241,0.0746090915816527,0.08004285732958483,0.0766885790541853,0.06778174719573958,0.07037746257304414
CD86g4,0.08117172180078197,0.08126554740248954,0.0757463724842954,0.08754294973118758,0.107648804213533,0.08125194633659547,0.09703130325362525,0.07375131727186901,0.0719269834960136,0.08881015115116173,0.08856631211014807,0.09924654546116998,0.09951260620864083,0.10591925034409104,0.1189430207256736,0.0882491280154486,0.0,0.08255045223209734,0.10449463184500898,0.09412018341122427,0.10937608046227337,0.09760067635202543,0.09828489789124731,0.08047040247851447,0.08390869068365044,0.08130710279926134,0.09409687094973623,0.10193219335529549,0.08803977059207257,0.09447897966842084,0.08201571582994689,0.09181052294415976,0.07946702760798711,0.10433377848561683,0.09534581718067563,0.09483016326154925,0.07451438024365278,0.08944384715291986,0.0767363901366092,0.0871534501777186,0.07967514737397852,0.08759461699065205,0.06778804373384283,0.10459047900077242,0.10990738787110754,0.09575279523135899,0.09285264673237442,0.09915612390713074,0.0875862857843899,0.07894810211939574,0.08138648648409884,0.09639531542046521,0.09817300343909624,0.08676470854556005,0.09776937106072746,0.09416709680013595,0.07195734385749239,0.0968378049638089,0.09820000053532832,0.08066190181453309,0.09127519390179022,0.0796240860907575,0.09924370188289146,0.0770976375521474,0.06425817417365859,0.0964794588015116,0.06578031409234815,0.07900626497159463,0.09120057809015104,0.06922366930496249,0.07313515126955714,0.10323319959381833,0.10101353660707484,0.0862708777983216,0.09975802539419062,0.06767816370185972,0.10128161471063774,0.08784301236074213,0.10481644467631825,0.10021217623889604,0.08570513335194214,0.09907961660500947,0.0853551964246334,0.07507437008642591
IRF7g1,0.07826209754048956,0.07804592063106262,0.08157223977042542,0.0785333982268895,0.08453112984587675,0.0776560185120468,0.07685289425043557,0.07269675572922529,0.07673365586855455,0.07275990989389983,0.0714692226538152,0.08331710131581073,0.07719447985914148,0.10232048383080761,0.07590566249774625,0.06981904827931874,0.08255045223209734,0.0,0.06781563281094191,0.08161400603231599,0.08775894078929194,0.08000593785304688,0.09294760660656873,0.0595310246757225,0.06885549099026052,0.0733471280809268,0.07961002422740573,0.0852591641143165,0.08635709217529743,0.09223355761952241,0.06479203879395193,0.0722976240222709,0.08970074984547946,0.09229074716259739,0.08969964116071133,0.09198264055831865,0.08404827585721174,0.07765781685322518,0.0736804062990521,0.08954856867370321,0.07358861578508001,0.09070946692570181,0.07845205347054957,0.0936123929340211,0.08723276461362858,0.072581896452593,0.08883616868058992,0.0848787184289771,0.06627145905056193,0.07019757347080371,0.07344648050571988,0.08181798831588494,0.07181635551549469,0.0777516743260877,0.07801411077536609,0.08456378744653884,0.07989347466278961,0.07826260201764923,0.07191376874474611,0.08454348463074736,0.08869009408220961,0.07704804734917917,0.07865984351894688,0.06363316681839994,0.060003758260190526,0.08347558395917373,0.07328968854308136,0.08655140140284671,0.08200638904864746,0.0709281617535997,0.08141257719148866,0.08941133038978862,0.0778997742779389,0.07961177830543445,0.0934684505150602,0.08120644896793866,0.08577269291301014,0.07327307530463965,0.09426990713350968,0.09704338653292892,0.08239789476492188,0.09626144625887237,0.07529976548610513,0.06747437272528903
IRF1g1,0.09602465508057086,0.0770869214796453,0.10033352657240943,0.08647531175052235,0.11546585577367706,0.08250769154565527,0.09949569675570476,0.06485237942671374,0.0719998009965796,0.093192330601276,0.10153815175974851,0.0948033412945522,0.10941876317353251,0.08988968950531508,0.11709498411409111,0.08726795469461479,0.10449463184500898,0.06781563281094191,0.0,0.09788968463623551,0.11163992754080976,0.08533338115190993,0.09372443506888252,0.0944848878111253,0.07941492881493033,0.07589145237478943,0.10569170238998177,0.07797291554285454,0.07557000368176753,0.07174762700523556,0.09781039024150101,0.08291888736997877,0.06997609726908373,0.08972522189015564,0.095547392753682,0.0806494364384766,0.0769944738078497,0.0951562795431636,0.08417639043205384,0.08712728484243393,0.08357318194880202,0.07164746506944085,0.06536797959077878,0.09253422094085431,0.10903213901415706,0.09907488126736749,0.08644556887026775,0.09888160097743463,0.09858040617879513,0.07036167759842218,0.07377480874730799,0.10178799329322674,0.0985838828999516,0.07572176478138333,0.09196252408616178,0.09041145344100682,0.09710212070099497,0.10131701426536904,0.08540194250245267,0.09033287936452811,0.08411536801249739,0.10029891279747451,0.10147057741818254,0.09372364911831732,0.0698894682924971,0.10272918947801751,0.079287605319806,0.09217413424882741,0.08443540795314075,0.05430354859938009,0.0920178549474056,0.0867891451279509,0.09038501890744657,0.10481914506545234,0.1027716807626564,0.07748390140738044,0.10478255566421718,0.0940777357866133,0.11315474471321532,0.08780540849681402,0.09602072323555932,0.09628408537212155,0.06177130223721058,0.08181098708785718
MARCH8g2,0.11558153120128724,0.08877370334858607,0.11462783111220673,0.09795611018878354,0.10688121891772048,0.08904869059060042,0.10746969109758267,0.07894915775295921,0.098280331093452,0.0970691875332315,0.09736795601506733,0.11943742228571126,0.11149211265722798,0.08703975076247578,0.1254579167693213,0.10423907105615841,0.09412018341122427,0.08161400603231599,0.09788968463623551,0.0,0.12718635315482352,0.1011588168739653,0.09733182254498078,0.09492947299032155,0.08537187953061967,0.08001110637429955,0.13741039041897865,0.09215738216005,0.09881651333788907,0.10928584162373106,0.11128202486084623,0.09114003384254836,0.0849724156731275,0.1096693059408889,0.10118317002724114,0.1059862058772204,0.1033117513369704,0.10734319814403118,0.08096198139130853,0.10848838232665599,0.10707334304186023,0.108415607769239,0.07393699737315379,0.11378076687732432,0.12331388429814155,0.1190405947882594,0.11665084894326237,0.10027659206976501,0.09165587343762012,0.08363827072353683,0.09037981564686723,0.11122828758122533,0.08866525488198575,0.0852924178538777,0.1026299267494566,0.11230410500405702,0.08504171191732257,0.1034455478786884,0.08948316756194856,0.11144627472441587,0.09629297305564616,0.11956832173521596,0.08664426096054874,0.08745292422741874,0.06859999223457128,0.09802744622582255,0.09299949832205696,0.0989925254664228,0.0915302758397652,0.06069256013028102,0.10708808919751454,0.10759951428837831,0.12019453219012569,0.08328474311605269,0.10439568570397378,0.11453029162986987,0.1141577797440683,0.11327761222381963,0.10853554733574196,0.09292006934662977,0.10357065696877936,0.105198915083599,0.09912824079522106,0.09009834446967219
NFKBIAg1,0.10435044923989104,0.07150384298285391,0.09237755282391694,0.08910386563837279,0.11860903762648042,0.07275423914013011,0.10853388186340249,0.07100285167514248,0.08145402414153365,0.10075895360509529,0.07867668985315675,0.10927381385970775,0.09535960327946758,0.1076565230785737,0.11646324571445883,0.08411694183291506,0.10937608046227337,0.08775894078929194,0.11163992754080976,0.12718635315482352,0.0,0.10392151112263044,0.10842644720396705,0.09512975195921183,0.08122531608038418,0.07016903574377485,0.10896339144769276,0.08319916544957005,0.09882139927809956,0.08161000505928151,0.1131590884917529,0.09190841565165563,0.07787757272811172,0.09631616455767678,0.10329172788342517,0.09286325321226066,0.0978756336974351,0.09557282827361345,0.10151029816815157,0.09573255828194853,0.11539528722207593,0.09578067542716298,0.0672617804337789,0.09878102782117455,0.12277610463609206,0.11309879962649919,0.09860411687168642,0.09507933643605518,0.10388903594895252,0.07530276851371603,0.09473085740513897,0.09815210252266082,0.0937817853049941,0.07498092005525758,0.10873516172799907,0.11232348029394265,0.0927451081391846,0.10726856295031229,0.1091437313622653,0.09588077398019228,0.10114007558937058,0.11277294212914116,0.1002671740604908,0.09058433892414301,0.08014208590415454,0.11746313160198826,0.09283873147699626,0.08620463682833003,0.10128198769864344,0.0627221942261752,0.09015429593759815,0.11223712798774459,0.10399137837525671,0.09972996427370023,0.12335901269307048,0.09961756257470569,0.1182302000130914,0.11953333185992379,0.10514175285651588,0.10923570323368556,0.10000991518594234,0.09464401361445915,0.07940116395830733,0.08055698164930086
IFNGR1g1,0.0922668130979065,0.05242681880461029,0.07853809761371966,0.06308814419636335,0.0968231924291777,0.06426449249920817,0.0673178466058942,0.041918044694034096,0.05681256834771457,0.09343059782601554,0.09415637103268526,0.10340509847510164,0.10367968951187917,0.08832363437361891,0.08811272351273443,0.07284501767070622,0.09760067635202543,0.08000593785304688,0.08533338115190993,0.1011588168739653,0.10392151112263044,0.0,0.11103733209866878,0.06870128063716227,0.06097198734582136,0.05267944564405032,0.1087863589337607,0.08949445495779622,0.05559021519814891,0.09341323474484639,0.08637386548751315,0.08604142873786604,0.05926985436481407,0.09656761666646932,0.0903481374983819,0.07119822978345336,0.09445873812371587,0.08840931768944323,0.07346102108912747,0.08307591728952249,0.09286359657661186,0.0787284779217606,0.04226340620553834,0.09668198216275137,0.078052637998608,0.08592335835659336,0.09993273293081757,0.07924368271748031,0.07912015608996538,0.04664578178934719,0.06605535733659962,0.07306320486962538,0.08130188633160393,0.05331136942133268,0.10595556336618907,0.07616375682561088,0.08765773438343664,0.08337554416520103,0.09649436716498985,0.07141581238381156,0.07807116739898776,0.0938757319493556,0.09409578161882592,0.07161776574332906,0.0515445006598135,0.08099850278432469,0.06709954975448419,0.09152577703824372,0.0822196499860432,0.03882435906586302,0.09015092143369335,0.08495383553830115,0.09053902387891107,0.06719321018860122,0.10378324845267232,0.07765266777248118,0.08108869426986948,0.09856136803857395,0.1076428873460914,0.09827452539099966,0.06630999790490841,0.07152282910757918,0.06931068193886053,0.05151375762906946
ATF2g4,0.10375477173889923,0.09316376434520265,0.11061217657678206,0.09178516709667486,0.11939123275362623,0.08372289110291006,0.1085070728619794,0.07793209673775164,0.08062875218214789,0.10629671782239192,0.09017101568744945,0.09833602549037761,0.09217639829442661,0.10785813428601053,0.1001271982920488,0.06508944154157352,0.09828489789124731,0.09294760660656873,0.09372443506888252,0.09733182254498078,0.10842644720396705,0.11103733209866878,0.0,0.09607454833430995,0.09555352174866795,0.0773493397206321,0.09305049871309598,0.11676702693376051,0.0816140942749107,0.0981099054851952,0.08710676899089267,0.09341649913603686,0.07951518706738736,0.12867795675599022,0.08766695736972054,0.11252658597786948,0.08412001916620768,0.11859150314773702,0.1020037367694979,0.09614456368899055,0.09561759035422422,0.07569358210779686,0.07107671079062956,0.11473812001476807,0.1165772400742434,0.10305296897664272,0.10714152440802041,0.08297446628855745,0.08364960060907928,0.0905597159042267,0.09320234702073993,0.0904572603497357,0.09474378308082551,0.08645815517712838,0.10844719998084398,0.10712509590830405,0.09806912691154591,0.10682994481638125,0.09448505635583011,0.08602238037050804,0.09356942327583259,0.09523191697861388,0.10915922125428457,0.0899808124771434,0.07895346502429514,0.08659153121866685,0.08752986448839911,0.09197288747151768,0.09873371392173495,0.06823026387049771,0.10354080292465809,0.10387483989851323,0.09169521257227593,0.1009258725470049,0.10346891561393037,0.07446458330329203,0.11074693200708653,0.08289390982823054,0.11808288104295184,0.07514991636748784,0.10908328915756775,0.09592521996782605,0.0926593750504158,0.07570590378473084
NFKBIAg2,0.10769101618429354,0.06804830604206151,0.10860522494162111,0.07648905309144205,0.09100402315106651,0.0880523077754935,0.10226454317252973,0.06263544515943126,0.061450537997410376,0.08262910674351921,0.08672182823868554,0.10772197067335479,0.0977835565448187,0.07694180402088326,0.10110386928596808,0.08479281708526891,0.08047040247851447,0.0595310246757225,0.0944848878111253,0.09492947299032155,0.09512975195921183,0.06870128063716227,0.09607454833430995,0.0,0.07197157219612342,0.06388136719640541,0.09645746697443017,0.0979093048233218,0.06533528814275634,0.08864646488207864,0.08968255960940891,0.1036484442084431,0.06232246896787684,0.09490534526075418,0.09010075804976761,0.0777827143824466,0.08905397915882338,0.10405784170989818,0.08417576976382572,0.08660812489826342,0.08124936604992022,0.06611135961201464,0.05307780769556871,0.07941925267372721,0.09556596409063245,0.09269943086855677,0.10263994441274253,0.07778009297616452,0.08688957685764899,0.05741702965920853,0.09297864427444189,0.08689438000209351,0.09440075321079179,0.06242780649945716,0.10191960780450458,0.10502567212130698,0.08344760219501496,0.09719267903343931,0.10109405357344926,0.09759338472737263,0.09119971491861464,0.10426516748543468,0.08824418949302049,0.08197519225248193,0.07450929714572796,0.09994185492324233,0.09663656428145467,0.09447429611640822,0.0827316783160265,0.0489377170301836,0.09330788471809445,0.07850078144295829,0.09062496421910039,0.08405505680825459,0.0815755588135042,0.08369009980694261,0.08638064599029266,0.08475921035001498,0.09143281862168966,0.08137844025794569,0.07598438551619095,0.07811107716265443,0.06509316537545812,0.062482527768467105
IFNGR1g4,0.08353861851850966,0.05654507790082952,0.07992142241581142,0.06508233268233866,0.08148394342690503,0.06582881150724046,0.06623951412472973,0.05436185188413202,0.06542011379619811,0.09997147272369158,0.09775234122650903,0.09792166815966037,0.09752593322928739,0.07896245269792276,0.0986433193350091,0.08902378952999286,0.08390869068365044,0.06885549099026052,0.07941492881493033,0.08537187953061967,0.08122531608038418,0.06097198734582136,0.09555352174866795,0.07197157219612342,0.0,0.06056804101896353,0.09409221275962987,0.09009817060772221,0.06373661811585683,0.08992384257923235,0.07965111018693423,0.07252012787876096,0.06877535685093557,0.09240865911624635,0.07898964143125656,0.0700276743634686,0.07008300373765841,0.0777426541583788,0.09753949839428858,0.08739747367475975,0.09161985222359258,0.08148521701502509,0.052812896499414765,0.08676201107707847,0.08281790810382592,0.0849916461860732,0.07978418754917978,0.07661773782302657,0.09118521586549042,0.06378390775377757,0.05902852897668288,0.0729670903128909,0.07489366820727536,0.06582541480655144,0.0906110359586754,0.08313065545640316,0.08576931036151661,0.08025749838443116,0.08288317979373952,0.08115682823503818,0.07625104931691468,0.08135986536937101,0.10283893138151405,0.08310228142410456,0.05722229743754665,0.06754646590187763,0.07073888498905145,0.09230670963432486,0.07661145035716256,0.04578727513323373,0.0841070539558478,0.08767979030077158,0.07248971608771224,0.07831394561271451,0.09129556531050893,0.07519567595719491,0.0675845931256847,0.07385401687464123,0.0819530014669333,0.06846202413636243,0.062045600846101306,0.08026033741516865,0.06510685073975661,0.05143539108825012
STAT1g3,0.06953744745481043,0.04285484651279313,0.08496199090693037,0.05487741106121793,0.07093102842021903,0.05334495714920659,0.06604124209098527,0.04226557441904535,0.060985037970121544,0.06107584710361357,0.07065949061545387,0.07802439014993968,0.07971730878697958,0.06663979106515931,0.08009990019970348,0.06622222168968366,0.08130710279926134,0.0733471280809268,0.07589145237478943,0.08001110637429955,0.07016903574377485,0.05267944564405032,0.0773493397206321,0.06388136719640541,0.06056804101896353,0.0,0.07821323541459642,0.08941122387021305,0.052595428731434954,0.08336564070966755,0.0764181372538405,0.07334431159974625,0.058373940103590864,0.08606199048452334,0.08397367673719762,0.05497184047065087,0.07654795179497885,0.07611902362132046,0.08043842953962162,0.07607460466087294,0.07020240134608068,0.0815107804645099,0.04544674332541518,0.0834624335374645,0.07325510560640043,0.08284066809763423,0.07089329768380669,0.0855383664339486,0.06952850355295133,0.04341114106027419,0.06438425085468769,0.08660870917458212,0.05515656125860009,0.05071549335111563,0.07448481624268434,0.05504952098602908,0.09289944975258824,0.08087483558332162,0.05573019103182532,0.07399389176277685,0.07092242820967645,0.06672472931723536,0.06689936637379984,0.06368442426985213,0.042917032957649696,0.063249999519985,0.055596192157105505,0.08211655774341282,0.07817606575559459,0.03391482987954303,0.08448979765770392,0.066743258476201,0.07445574584837719,0.06018788898593367,0.089735825068391,0.07580298820198553,0.06397120225936204,0.06718785236070712,0.0870142575395531,0.0745260567151015,0.05242833509840598,0.06321697409748447,0.0659784903264637,0.04075585677883567
ETV7g1,0.1131584618023292,0.0935481367575266,0.11175279417330836,0.08007233174184208,0.13534625138696474,0.08562498418144644,0.11425704687133198,0.07007525012574944,0.08645795039329078,0.08697809316834004,0.09305632017391338,0.13281137826672257,0.1191415954794412,0.08353911173180605,0.11782496218083795,0.0998406739598394,0.09409687094973623,0.07961002422740573,0.10569170238998177,0.13741039041897865,0.10896339144769276,0.1087863589337607,0.09305049871309598,0.09645746697443017,0.09409221275962987,0.07821323541459642,0.0,0.10777681381932964,0.08876819256465356,0.1050111767891934,0.11989308155914659,0.08520542165612564,0.08553318113801159,0.11080405077055404,0.09187006031557177,0.11155076177565254,0.08900880432825764,0.11479135085693776,0.08873065590708709,0.10643786856875218,0.09720081092909387,0.10772510861714929,0.07507129565782487,0.10506711039129801,0.10397288017611199,0.12394036842727812,0.11841269539061706,0.093968035633426,0.09656569966221676,0.07969071971012971,0.08970065999303252,0.10767676923547408,0.09473021071695965,0.07908068262942214,0.09972025232954174,0.11764002920955997,0.10461796115069175,0.11379049471126082,0.09343474146772181,0.09528517908709941,0.09736125828478351,0.10715172306311012,0.0991982527610388,0.09837679628786815,0.07425735820590398,0.11586851145692047,0.09269010378669047,0.09466300555433341,0.09384166303155352,0.061570819486937184,0.10230004721296078,0.1067385445547644,0.1017569868665316,0.10089990239974489,0.1263307907353616,0.11096802942358495,0.09881623177738989,0.13059687106932227,0.11622950437375044,0.08752547760934587,0.10829775117969166,0.11884968033287821,0.07468871107448205,0.0877275733156408
