,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncells,significant_adj_new
0,0.0027962028188198707,ACE,296.5524156645794,1.0,False,1.0,False,1486.751095076877,0.0,1,False (lost)
1,0.0027962028188198707,ACHE,1237.003322387618,1.0,False,1.0,False,4896.984656686177,0.0,1,False
2,0.0027962028188198707,ADAMTS20,350.7089550276713,1.0,False,1.0,False,1589.0487080730845,0.0,1,False
3,0.0027962028188198707,ARHGAP20,238.29090836945676,1.0,False,1.0,False,1515.0879797521795,0.0,1,False
4,0.0027962028188198707,ARID1B,366.70286704844005,1.0,False,1.0,False,1755.0288190963588,0.0,1,False
5,0.0027962028188198707,ATM,1333.6551514190753,1.0,False,1.0,False,3992.223559670167,0.0,1,False
6,0.0027962028188198707,ATP5C1,778.2766716450268,1.0,False,1.0,False,2992.556317656632,0.0,1,False (lost)
7,0.0027962028188198707,ATXN7,299.2720032519184,1.0,False,1.0,False,1572.562936910609,0.0,1,False
8,0.0027962028188198707,BCL2,907.4803009914469,1.0,False,1.0,False,4159.5723374208865,0.0,1,False
9,0.0027962028188198707,BCL2L1,545.2404519895388,1.0,False,1.0,False,1610.8234751005873,0.0,1,False
10,0.0027962028188198707,BDH1,378.8934224069419,1.0,False,1.0,False,3030.4089532109174,0.0,1,False
11,0.0027962028188198707,BDNF,331.3022342028981,1.0,False,1.0,False,1728.7265499596958,0.0,1,False
12,0.0027962028188198707,BMPER,251.36807697012387,1.0,False,1.0,False,1480.47037882671,0.0,1,False
13,0.0027962028188198707,C6orf203,444.5851585560169,1.0,False,1.0,False,1861.4443214385801,0.0,1,False
14,0.0027962028188198707,CASP3,600.136588400947,1.0,False,1.0,False,3435.9396559654692,0.0,1,False
15,0.0027962028188198707,CCDC85C,343.7188376676648,1.0,False,1.0,False,1894.6814737205395,0.0,1,False
16,0.0027962028188198707,CCR5,598.6815283613171,1.0,False,1.0,False,3094.1369815068065,0.0,1,False
17,0.0027962028188198707,CDC5L,455.18394649536685,1.0,False,1.0,False,2366.7714871503263,0.0,1,False
18,0.0027962028188198707,CDC42EP3,286.1616688526826,1.0,False,1.0,False,1498.899087879818,0.0,1,False
19,0.0027962028188198707,CH25H,1176.036199520459,1.0,False,1.0,False,4839.257336661817,0.0,1,False
20,0.0027962028188198707,CIC,309.64905184556557,1.0,False,1.0,False,1707.944608058265,0.0,1,False
21,0.0027962028188198707,CLRN2,656.5406351624538,1.0,False,1.0,False,3732.276501925036,0.0,1,False
22,0.0027962028188198707,CPS1,302.0969137543562,1.0,False,1.0,False,1540.396634048619,0.0,1,False (lost)
23,0.0027962028188198707,CSMD1,556.1197273767556,1.0,False,1.0,False,3087.7199696185767,0.0,1,False
24,0.0027962028188198707,CYCS,1081.721341422614,1.0,False,1.0,False,5034.985360827065,0.0,1,False
25,0.0027962028188198707,DAPL1,369.0506746826811,1.0,False,1.0,False,1481.1717510215,0.0,1,False
26,0.0027962028188198707,DDIT4,495.3833338352531,1.0,False,1.0,False,2886.9925170667098,0.0,1,False
27,0.0027962028188198707,EFNA5,1185.116186579255,1.0,False,1.0,False,5113.245146585838,0.0,1,False
28,0.0027962028188198707,EGR2,1269.7080917514313,1.0,False,1.0,False,5479.906225003097,0.0,1,False
29,0.0027962028188198707,EPC2,212.99710276052693,1.0,False,1.0,False,1350.192009480239,0.0,1,False
30,0.0027962028188198707,FAM171A2,272.2235765109412,1.0,False,1.0,False,1688.5806305055833,0.0,1,False
31,0.0027962028188198707,FEZF2,1021.9774770301808,1.0,False,1.0,False,4127.591476278513,0.0,1,False (lost)
32,0.0027962028188198707,FGD4,482.7927596970316,1.0,False,1.0,False,2679.656664013453,0.0,1,False
33,0.0027962028188198707,FMNL1,351.1284919085833,1.0,False,1.0,False,2535.99686888716,0.0,1,False
34,0.0027962028188198707,FRMD4A,1068.9072911485262,1.0,False,1.0,False,4359.141322414195,0.0,1,False
35,0.0027962028188198707,GABRG3,336.2372736193292,1.0,False,1.0,False,1474.6528963633702,0.0,1,False
36,0.0027962028188198707,GBX2,465.8088450739414,1.0,False,1.0,False,1677.9924275947449,0.0,1,False (lost)
37,0.0027962028188198707,GDI1,673.8035158929123,1.0,False,1.0,False,3593.769616093806,0.0,1,False
38,0.0027962028188198707,GIGYF2,1290.6893928016873,1.0,False,1.0,False,5276.808284587153,0.0,1,False
39,0.0027962028188198707,GLIS3,447.3577910337034,1.0,False,1.0,False,2706.065040756361,0.0,1,False
40,0.0027962028188198707,GPR156,986.0364877711185,1.0,False,1.0,False,4488.960718375972,0.0,1,False (lost)
41,0.0027962028188198707,GRID2,1230.9393857791547,1.0,False,1.0,False,4662.370775487113,0.0,1,False
42,0.0027962028188198707,GSTP1,348.15501940694173,1.0,False,1.0,False,1665.044354264066,0.0,1,False
43,0.0027962028188198707,GSX2,386.7110884599342,1.0,False,1.0,False,1634.0956923667181,0.0,1,False (lost)
44,0.0027962028188198707,HDAC9,354.23209452166714,1.0,False,1.0,False,1706.541888382019,0.0,1,False
45,0.0027962028188198707,HECW1,277.160369584246,1.0,False,1.0,False,1639.2720191259461,0.0,1,False (lost)
46,0.0027962028188198707,HMGA2,370.4000938997094,1.0,False,1.0,False,1718.4943589593365,0.0,1,False
47,0.0027962028188198707,HNRNPA2B1,730.8195707347074,1.0,False,1.0,False,3788.983853901173,0.0,1,False
48,0.0027962028188198707,IGF1R,597.4984218000485,1.0,False,1.0,False,1744.3666095280569,0.0,1,False
