perturbation,SMEK1,BCL2L1,ARHGAP20,GRID2,JPH3,TFAM,YAP1,CSMD1,RRAS2,NOP56,ACHE,LTF,CDC5L,DDIT4,P4HB,SERAC1,ATM,SHC1,PICALM,CCR5,DAPL1,control,CCDC85C,CASP3,PPP1R3B,RUNX1T1,FAM171A2,NOS3,PPP2R2B,GDI1,CH25H,PCDHA3,CLRN2,HMGA2,TSEN15,CYCS,PDGFA,BDNF,TP53,PPARGC1A,EFNA5,GIGYF2,LOXHD1,GABRG3,RBMS1,TUSC1,FMNL1,MEF2C,FRMD4A,C6orf203,MEGF10,GSTP1,XIAP,IGF1R,HDAC9,TMSB4X,GSX2,WNT3,FEZF2,ATP5C1,INSR,GBX2,GPR156,TTBK2,HECW1,ACE,SNCB,NUAK1,GLIS3,NQO1,SOX5,CPS1,ATXN7,SPAST,CIC,SLC2A3,CDC42EP3,MEGF6,SETX,NTRK1,HNRNPA2B1,BCL2,NR2F2,SEMA3C,EPC2,KSR2,ADAMTS20,POU4F1,TNS3,EGR2,MAOA,FGD4,NOS1,BMPER,BDH1,PRNP,ARID1B,PRRC2C
RUNX1T1,0.20271884073199214,0.20210137538342804,0.04663007685030339,0.4349281529923373,0.40181766978258204,0.24593612910887963,0.3029089648941812,0.4406476005803078,0.19326445858503455,0.3620597420995028,0.4118640083425284,0.4252097751151077,0.24485969617974712,0.33419018866312666,0.26162013397670786,0.33800038683530764,0.41190579388106213,0.2090580753379697,0.3509189397781245,0.17527954287071554,0.4905053506960887,0.3169723329572955,0.2960968161480681,0.28991788382306044,0.355078508308229,1.0,0.4951805505379399,0.2938822486459601,0.41686838015147276,0.3820430113409754,0.35803910117252896,0.5255167525984391,0.4629691912933718,0.5161499234654665,0.39971116954924757,0.420630988196462,0.3105236976566746,0.49309342238346193,0.5147544416732855,0.42907537981856564,0.22340540811614826,0.16377897117288126,0.3955561502677443,0.18900033923379145,0.28130676267030874,0.14376834155807758,0.1074691707632598,0.23444824687044902,0.35831202224895153,0.2636788079338655,-0.3758622609456673,-0.1777680614518667,-0.2754673622698986,-0.34330124536168977,-0.3021001560694019,-0.35053956380547285,-0.35114466808856515,-0.4442812393159231,-0.29534768873281,-0.40575310486027427,-0.535856078143508,-0.5741917113772724,-0.3385589039777393,-0.4409568584719986,-0.4489718535558239,-0.2649905985321615,-0.371867078581502,-0.10594064149971501,-0.37703521520045413,-0.21393665782423216,-0.29236005143524907,-0.2742540628803528,-0.2474330493303144,-0.07941260487849378,-0.10554575299574478,-0.07870187873454977,0.11035437879353494,0.18006262922210212,0.10370165370172092,-0.1785266515113895,-0.08452750607838,0.1309147965758239,-0.01882335515809843,-0.035879093055621904,-0.006100969423226355,-0.13514821609762148,-0.15844930948746622,0.11793654533808298,-0.05167179428004154,-0.03655067603472846,-0.20505982607957915,0.0816900874595957,-0.10184288527589674,0.0017138617243514832,0.07981896535367677,0.047044180176156,-0.04706758745999534,0.054722042347927526
FAM171A2,0.031974763652455426,0.2749121990933894,0.3118058922346629,0.13416929004435035,0.2835632159303888,0.3445551996915749,0.31897619277414674,0.3813965005668066,0.3177829198212828,0.3090650208312898,0.1907451765292599,0.19974709216340664,0.3618459827648497,0.3863316661354819,0.5903762512384306,0.39720179086356916,0.5087635330161058,0.4419274813534623,0.2942727586274594,0.2502457855945091,0.23581831572872555,0.3732225397249282,0.30153335377378715,0.2550104493840275,0.4422323321945678,0.4951805505379399,1.0,0.4575057414962512,0.449486455038938,0.4268801681748965,0.4621258950456132,0.5518435054124106,0.42610606133491535,0.5389184118072278,0.4018610801348195,0.443092453507265,0.3057807599552551,0.3358990524470996,0.31962219105601686,0.22785275607535,0.4501683399192959,0.3109530814122425,0.34493541738609657,0.35294838750169216,0.3197794321509154,0.2665416056008981,0.1438021776998947,0.13643183421489208,0.1876985182424822,0.3068141649046549,-0.3132996135907118,-0.2480465358115574,-0.3556579695224275,-0.2856245852239911,-0.2977619365956166,-0.3297004671007918,-0.41178818949502083,-0.3237772849235861,-0.4328579293540756,-0.4023553058930803,-0.48698894248905195,-0.47907636128075715,-0.3844502794284235,-0.46611999282406674,-0.43623201890400093,-0.15952565639815602,-0.2755915681625892,-0.12196881956779582,-0.21436741018551755,-0.24154846199416916,-0.30766622631888396,-0.31766911700561756,-0.1846117816183567,-0.20868702376919143,-0.26034226077151496,-0.23467521348209405,-0.01726463014252661,-0.08921927182577391,0.016878835828499996,-0.13229151859915708,-0.06652986723057223,0.06523668189218729,-0.029085406695804002,-0.02483197295235951,0.03995810800742141,-0.011498400744913723,-0.1100633689208359,-0.007596962641433507,0.014651713916184533,-0.05415380297336246,-0.06444347050647427,-0.04397794754205566,-0.12378453989778838,0.07431979066958048,0.08395224071545415,0.07859069113653808,-0.03832105877731156,-0.011500238876078124
NOS3,0.2959167767085727,0.3821041832227629,0.27216682452033286,0.006313932777093433,0.21231759923291063,0.3661013363543365,0.4743949425661666,0.2313698857087527,0.2674678975050088,0.2607416305306846,0.3128921792454904,0.2598565072494765,0.24807987203324772,0.2921545300050444,0.1094529405615471,0.3436364108492042,0.42243093362396095,0.2281939948946836,0.193174722868162,0.17405585126835063,0.18145409655464725,0.35722322282418195,0.2834207970920421,0.37685911710137104,0.524122046471839,0.2938822486459601,0.4575057414962512,1.0,0.4923039922065492,0.3607447348786992,0.6375041375663917,0.3753509579157867,0.4468063095177159,0.6427456234752681,0.5236452662311512,0.43282136154298506,0.4481920933534047,0.33778305323017105,0.4020081577214137,0.18373870249967003,0.43452106071041696,0.25846209997907366,0.1716467683703715,0.274458348102205,0.29814251854721147,0.0792595875308313,0.10076963436711206,0.059262250186845694,0.20546833864510225,0.1992791257349001,-0.15077162650121173,-0.01963732141816602,-0.2305042235553763,-0.21252666662018174,-0.33839145840777074,-0.25772502468840003,-0.39750669658086724,-0.31400389684551366,-0.48597642239015676,-0.4163865904288523,-0.5137684039832846,-0.4824796101554886,-0.3825507028237049,-0.38377864193410777,-0.3728041696835298,-0.25918187674376053,-0.3635676582433034,-0.24205714544372653,-0.3489519185660668,-0.3551082089659087,-0.3905519735741145,-0.35607242368708103,-0.22831929000567486,-0.1655503191689403,-0.18086877030107812,-0.2031200223235071,0.11170836448036689,0.13724991379337256,0.083143658019055,0.21351127560226263,-0.042145479604283255,-0.017649446323863005,-0.10123987663668796,-0.03309616063539245,-0.055891288133462204,-0.021316476843049256,0.06775865745540681,-0.23264866685193805,0.1642405264249553,-0.1096698196448685,-0.08032052225375443,0.0671095291390994,0.26379788532059706,0.03377071397173216,0.0651502696597328,0.08567291288332525,0.15756947417457934,0.04591155942073389
PPP2R2B,0.15086890862966837,0.42835290992650465,0.2531683036985346,0.15379792601390874,0.21818150991904262,0.31405063548251366,0.2971438829580615,0.4070366590115545,0.44003872823512225,0.31623371177030807,0.18655098366354533,0.40137515953517794,0.3769674772701823,0.27546048561822334,0.3078064162166737,0.3020337097627138,0.3713872526861418,0.31310838646993244,0.27575477065940285,0.20992574301556496,0.40790613028339356,0.5569985117920072,0.4708089007926563,0.423558452118528,0.3049070566077385,0.41686838015147276,0.449486455038938,0.4923039922065492,1.0,0.5702953267205804,0.554467724899969,0.44046286774773397,0.5664225420779259,0.6167608174365589,0.56709953005804,0.42874014647874453,0.3852414342057099,0.5468467744991132,0.469559413441833,0.48283319531321356,0.4484530769221536,0.4333929167698207,0.5040428367633638,0.31445880391087394,0.31444450044847355,0.3651016879902551,0.33613058922728845,0.2364740028130722,0.14394666251957475,0.1707521704223119,-0.39296315721254366,-0.2504110145323632,-0.42173212677501354,-0.1854941775269611,-0.3453162657112005,-0.5595452247894654,-0.43750683140519475,-0.43431127549366927,-0.4430980976249852,-0.4430731859584864,-0.6415938752764583,-0.5797560181395213,-0.4083685393732473,-0.48697148217783387,-0.5565100382268047,-0.26268238430885127,-0.21132793315951326,-0.22699106764905697,-0.37179362172827457,-0.12569730454928552,-0.2545078024280043,-0.25045619891951665,-0.2600230443801569,-0.22431860036315668,-0.24196252080152064,-0.044166114400687156,0.18483035342068627,0.019542691910177903,0.07110375167721006,0.22633935378449765,-0.2789597841291208,0.10139390381087106,-0.032474871256204595,0.13165651775639953,-0.22551019554802892,-0.10018483394894592,-0.297919193763084,-0.001272278747985641,0.0444269787446896,-0.18376099310759775,-0.14660380986659732,-0.16237129858286137,0.07987090021579915,0.051570564731807295,0.09012870418655475,0.06844016794975019,0.2642557517364394,0.10905928132356792
GDI1,0.2841595901708885,0.12305787562537453,0.2725617956601262,0.26685780350235466,0.36360850867317096,0.36381950597202745,0.3410524809213313,0.19306281165635844,0.2941738646603015,0.3173155602471844,0.437330189347881,0.2545425151989868,0.46000750519600486,0.38507731810422696,0.2760921407957967,0.3292508043319177,0.36809535713619507,0.521060673406776,0.37278416389645214,0.3800527166341346,0.5461289677738382,0.44282127288150475,0.5476869158357323,0.38988612820809654,0.43231914494998,0.3820430113409754,0.4268801681748965,0.3607447348786992,0.5702953267205804,1.0,0.6298165844494541,0.43070598128635146,0.5863465386048499,0.5149056899276044,0.5430478444784512,0.45966609531593305,0.6027882387507161,0.39499683884198117,0.4644676445218783,0.3614126102563528,0.4955443832266332,0.26391447951528335,0.39096689198619705,0.30778311098053274,0.2966799424297353,0.4021961274296317,0.3298001110326361,0.2639360685808935,0.24508271050190766,0.24421876175051604,-0.2276159867484315,-0.2359240756510028,-0.3584831074829799,-0.22695038001890408,-0.11404174831489267,-0.37257381609961604,-0.39666890916657527,-0.523815791574111,-0.4482019719130803,-0.45277118496182395,-0.6448021071025126,-0.5772762119934987,-0.5105164614670249,-0.49669089984969633,-0.4424836981676577,-0.14360471173683817,-0.21354348148580649,-0.2636575656164542,-0.36972269359655197,-0.3575808629820292,-0.24303261254843153,-0.2680622647337188,-0.2689441090212108,-0.3085280611173138,-0.3679875576700179,-0.005506211226947547,0.09999355083975545,-0.01695834793395901,0.08613103679483855,-0.08828255176071936,-0.3086754009918314,-0.05413705403381669,-0.04797568954985124,-0.12400658080057247,-0.23774505377787788,0.02833831148429113,-0.17594987594336717,-0.10086163632671104,-0.2268870205782076,-0.040968886462099285,-0.15853817999810144,-0.10636865348191048,0.13963181021153495,0.1585875000003073,0.2848797367443322,-0.018983193021923465,0.10726499936264709,0.25110910411364373
CH25H,0.4257819761445183,0.12484051708085599,0.2622139850507917,0.1336502908887251,0.17261720451307835,0.2887568121232287,0.32541996014833835,0.08281910889073302,0.23598341505700615,0.38728482609594045,0.29759206803766686,0.2740826922168911,0.3222895009584025,0.3570548919729663,0.15158752754901725,0.5247051100817104,0.38293934082205133,0.4041819922593568,0.3535647531000454,0.31298083041884156,0.2687561288819162,0.28822399459200465,0.3714079924637489,0.260058091682348,0.5767705618695141,0.35803910117252896,0.4621258950456132,0.6375041375663917,0.554467724899969,0.6298165844494541,1.0,0.5130697361292192,0.5562476119289205,0.569099331249575,0.6273627828451743,0.5553399858785918,0.45005480047599744,0.5165955803555582,0.6199258463607124,0.19257015857997212,0.29181028063784076,0.35943639673754185,0.1964596711081447,0.20992691730528332,0.37225870777427666,0.29563639314415574,0.24556562980681904,0.19745098223944718,0.24681083542248086,0.2561473208758958,-0.06389854644401387,-0.017195925491807682,-0.3652758524046479,-0.19352849753526763,-0.24023651095083373,-0.37669327006342535,-0.5020357728452581,-0.445357357449618,-0.5148577635234114,-0.48869717404172575,-0.6135599404761891,-0.5660768707626499,-0.35401838626811266,-0.41295924026725755,-0.41310263009506126,-0.19834288175366782,-0.27975099217310434,-0.19353754031730336,-0.2994138005063191,-0.4117742162153078,-0.33680646037985634,-0.382016823372327,-0.29939235495711203,-0.22200036625839592,-0.33603254138270944,-0.13772096853676247,0.14461387006671844,-0.04420730539301328,0.23653479829893115,-0.052652268226689745,-0.12496763141754363,0.05822748441781293,-0.06838502991849335,0.13092886804668524,-0.21294438046472652,-0.018297157963368935,-0.2623849127561504,-0.10146310588890901,-0.16742148460426376,-0.0936417888811705,-0.10925291056249328,0.12105653536213226,0.2626508453718987,0.008614776493976933,0.09000475709759943,0.10198963326203878,0.22958183313031577,0.12443783530554328
PCDHA3,0.28018209934460364,0.2508713382493653,0.3167150018445029,0.3237590453423404,0.21932173368731653,0.22099681108104693,0.04558076496020131,0.3059590573445185,0.35297901506281953,0.11644663212727455,0.15600856173666278,0.2946248905479891,0.4633378833994781,0.5321506731642319,0.2371178263490077,0.4827578377122479,0.36410802955520266,0.3119530524201715,0.3213363960543659,0.2660147730645088,0.3786406119899868,0.42067535308034265,0.43005453409188804,0.39971139719583115,0.3017544217803133,0.5255167525984391,0.5518435054124106,0.3753509579157867,0.44046286774773397,0.43070598128635146,0.5130697361292192,1.0,0.4571387682927883,0.5453588322888292,0.6169740736961283,0.5703584793021391,0.4302497986922444,0.33992530351471467,0.5223354169421854,0.3070537106226371,0.46587183169119784,0.17029949650175746,0.2669275420315529,0.3981019954992917,0.23972824718945598,0.1674877988904537,0.2747179138088475,0.05862316343733056,0.45576902062589914,0.37925052755178845,-0.2509498259985509,-0.26790924287381723,-0.29800950711635577,-0.2387131112608041,-0.2748593405765894,-0.26023614510904325,-0.4291823825801306,-0.401993731076532,-0.46822213203823676,-0.4054030404858432,-0.6005833874554095,-0.5093565375327286,-0.4352990808153784,-0.42503236815483286,-0.415764975247367,-0.24373651658079193,-0.4345107167098952,-0.1712781358949036,-0.2774374776388722,-0.30228372248285024,-0.30750839491316045,-0.2757401340735832,-0.3325509028489643,-0.15152011667162382,-0.28432790154258025,-0.20381055568429823,0.019018117921356912,0.1654533884194837,0.14827190904801735,-0.09953654892782818,-0.2035896993315329,0.11181969596374293,-0.1192104763564231,0.04976760035642156,0.013520993240463722,0.04341095911342759,-0.2775857944728199,0.09718021487892185,-0.23782809792529344,-0.07729707653020335,-0.046786775623677765,0.06629887574110195,0.0974263503998013,-0.0945376310671905,-0.08726209628615982,0.08920617197500294,0.2163062982931036,0.14617324404157497
CLRN2,0.3408608405238437,0.044619810264619704,0.178866247553423,0.1559406459002928,0.39259007516544847,0.2398283570566941,0.22663333787136022,0.37531023108031,0.2597451892267507,0.26021617896066307,0.31883229152724635,0.12278637331860631,0.26955679256369197,0.3117064587712502,0.28833726264625087,0.3916559676819714,0.3070392016763664,0.3849461381195046,0.33105492072048903,0.20050654278770644,0.3834970949758315,0.40463554975074517,0.3665353401734067,0.36996271450074597,0.3213953020301194,0.4629691912933718,0.42610606133491535,0.4468063095177159,0.5664225420779259,0.5863465386048499,0.5562476119289205,0.4571387682927883,1.0,0.6326145981740178,0.5418182302983519,0.40710223797084655,0.5663085503266674,0.48138511198901995,0.45476457013176724,0.4607879933100004,0.4820299745542887,0.45136935913497495,0.525318550338528,0.3509573896983855,0.3279202226687899,0.18233692848511732,0.27148732707106543,0.1043496943759836,0.25503654489430994,0.3306412863476145,-0.1448115327599359,-0.11148981363761694,-0.31592312209629775,-0.33146007608143013,-0.2851264911782403,-0.41911467722679674,-0.3936598064600399,-0.2652532718211922,-0.4950932309724565,-0.5952762220936154,-0.629092081901955,-0.5933051909548501,-0.37093364639200227,-0.495903991134535,-0.4092217295392803,-0.16745300306225797,-0.13893959950024484,-0.20920242901814046,-0.34934011991046304,-0.2787401567419358,-0.39324902487036467,-0.29124319965605416,-0.29957855116665594,-0.13372180178292678,-0.1757988094004072,-0.16961949710069077,0.238462693339953,0.06955811619120882,0.11751446992068187,-0.08328824532400632,-0.25579265522302197,-0.13434864372366714,-0.07793747700083754,0.0900869711068532,0.09941794737492816,-0.14726307892711815,-0.12060696608295801,-0.06438112500157232,-0.14039001828253087,-0.2675588565162,-0.11125462185300403,0.023971316884067968,0.052050599513435644,0.01812532292174468,0.15068895514407532,0.1597858280362423,0.16017417317036442,0.22619535231610202
HMGA2,0.22769832184165406,0.3700571148971387,0.2080299558147074,0.22926637808034633,0.40536089018840016,0.33288907903757475,0.4861969685034908,0.33665665446532167,0.34300064529475366,0.3408622541961724,0.5217776784243631,0.3027263504436122,0.4197138456967593,0.34995126329810733,0.23983021982308875,0.422862777553213,0.47616621830615785,0.26096728062585395,0.23891445740335968,0.28955619227284096,0.3647820096085957,0.3623645841285077,0.37375462744514015,0.5256893404584062,0.46095457320895505,0.5161499234654665,0.5389184118072278,0.6427456234752681,0.6167608174365589,0.5149056899276044,0.569099331249575,0.5453588322888292,0.6326145981740178,1.0,0.5964343209743791,0.5797612461318148,0.652298999702288,0.5675209792009486,0.4046891483141677,0.5034283307362848,0.5756502608777544,0.42504753184762945,0.4615938413787155,0.48190648126858904,0.5025648235759455,0.3981617580319593,0.3019158034786855,0.08214233190422232,0.15196781948733482,0.20223214157475602,-0.2843012194784686,-0.3037724583468162,-0.3264205839477696,-0.40133637335799904,-0.5305324279738658,-0.4593465973828908,-0.5009026981404687,-0.3428607727905893,-0.48610816758093334,-0.5863673421031969,-0.6347201563690513,-0.6329494633635543,-0.4815857219033894,-0.5799422410990155,-0.6089276481545199,-0.4376882159856319,-0.42020654366962434,-0.028802402378322836,-0.3732144898074534,-0.29592406874538735,-0.3909111369388567,-0.28730848664263,-0.321352612800323,-0.1415920993806262,-0.19016806895715857,-0.39712854205999243,0.2696769593669056,0.1369590322800533,0.1459660058975929,0.12952933379330706,-0.2055685186788601,0.05223028247505014,0.02002796974360739,-0.11124679995955421,0.08909684488672841,-0.0499735015492688,-0.21718828051942005,-0.1306105334222056,-0.01798043019560088,0.010408433235327164,-0.02921436922881667,-0.15042990103374027,0.07440512415930225,0.003237842052129989,-0.05842426669286272,0.0843766958986146,0.10443028473595263,0.18132508424118754
TSEN15,0.43385608120589864,0.23454320851342003,0.3154469112769041,0.3538560936858879,0.24868506030461163,0.39139382359615454,0.10706117936289618,0.35053307013656987,0.3056487634390479,0.05918224898343622,0.33940349783353496,0.37580511479962064,0.4810725355403121,0.28822944016873586,0.22371062386335472,0.4007488652033292,0.3491530741185952,0.20214574687703862,0.3111453572623939,0.37922695628811764,0.35340207755141684,0.5306616488828374,0.39681172066513265,0.467318142566037,0.5859331320384829,0.39971116954924757,0.4018610801348195,0.5236452662311512,0.56709953005804,0.5430478444784512,0.6273627828451743,0.6169740736961283,0.5418182302983519,0.5964343209743791,1.0,0.7133518721638056,0.6899535885884823,0.521410312936802,0.6530212743160795,0.4766701607584291,0.5533595159509189,0.39534508715420524,0.23632475692751917,0.37334491069510556,0.3671547777717061,0.2078166656191407,0.2652052036175843,0.28717515928429377,0.12596513089658118,0.22083779270066053,-0.2892033582632764,-0.1239513012885306,-0.3547886431393765,-0.3265284034574182,-0.3019937803827965,-0.31683058815471515,-0.5021938062574132,-0.490411147179853,-0.48451322392908497,-0.489401282007351,-0.5901256714736938,-0.603083023502931,-0.4291725237524576,-0.5253132848534122,-0.5000066140737154,-0.2787411210324643,-0.2506577153924706,-0.25799611357244384,-0.2999830612036793,-0.32346116225900345,-0.40503571483225864,-0.3440957411732658,-0.26767956975445373,-0.1781037454480538,-0.31255568931335065,-0.14032548981846169,0.05486152164735487,0.19111855866672353,0.16616057335134268,0.010332872949075242,-0.12374919093457476,-0.0969619069186286,-0.09139363723379462,-0.050013030198084445,-0.14888479357603596,-0.08541644456038475,-0.1386838986425437,0.005396365632242823,-0.16368534850696903,-0.17182242417210478,-0.12718122430747708,0.050738919797310385,0.18512807654196436,0.039864360827719415,-0.11204385132297866,-0.04562276134122402,0.2107544520231583,0.06210089790416094
CYCS,0.31366278640316575,0.15764949130080588,0.33992903431124527,0.23498854013594708,0.22014183779831334,0.27944878079660707,0.17574948794207979,0.23525386113223057,0.25493960964412504,0.1936850016053853,0.3814808192175049,0.3626436803932895,0.37869307199207014,0.2789109128337938,0.10810213959606974,0.2472717199848487,0.38512217943689475,0.1054620875621116,0.22815877714091806,0.16551641411828977,0.1957145771346765,0.2750187248048254,0.27984140835847116,0.13756405145413628,0.4338722105876261,0.420630988196462,0.443092453507265,0.43282136154298506,0.42874014647874453,0.45966609531593305,0.5553399858785918,0.5703584793021391,0.40710223797084655,0.5797612461318148,0.7133518721638056,1.0,0.6179500314833466,0.48556190139916944,0.5372917777511108,0.5927204940679373,0.3686814539034811,0.2734857628247655,0.336394651223731,0.28340318454360197,0.5078446146043056,0.22251684119485401,0.31338736392287936,0.12092990921126766,-0.0069086794001504675,0.2709124807784171,-0.2965502262642427,-0.22863186314656833,-0.2520723784486129,-0.34576328608446016,-0.26094117278466383,-0.13730606774942444,-0.4354645524142379,-0.4203079714008145,-0.40894444046275047,-0.39840802742400483,-0.5046738736942445,-0.5794178461504926,-0.4027716308331867,-0.453589690084448,-0.44467332395994014,-0.28066645305830173,-0.3675383258634733,-0.12336914468520223,-0.3134863418341516,-0.2648110438695762,-0.3533130599881136,-0.2487038408598624,-0.22050399728214704,-0.14029485901624655,-0.2015037135288417,-0.2603368734519236,0.16931896285247966,0.1304627265298123,0.11384774436083465,0.07159154161132736,-0.2956253174373602,-0.03754140764511545,-0.03007564004083086,0.0377484444178168,-0.04245554656324886,0.07621455781576025,-0.012507918681326023,0.06332749458965875,-0.15938965934252758,-0.060440117063857,0.10971707499101842,0.08238051475773878,0.16557565220490325,-0.06683418137044675,-0.10625096271290282,0.042569363227021,-0.08401194328539706,-0.1210487421486291
PDGFA,0.40804102613733495,0.25087483711807096,0.32040531776889886,0.10875396917023651,0.39905029319355845,0.21848979808240318,0.27615954043115415,0.22474275411090522,0.18709284886139493,0.27921172272693673,0.43125015273327005,0.25196625439332965,0.36795307623423307,0.26306318579481847,0.07728588815586314,0.324733990478793,0.254802607726247,0.09689843981433792,0.2686528897472159,0.19617772819320248,0.26688443195627537,0.2577620219111293,0.33414238702259197,0.43041852877100195,0.5545167856807843,0.3105236976566746,0.3057807599552551,0.4481920933534047,0.3852414342057099,0.6027882387507161,0.45005480047599744,0.4302497986922444,0.5663085503266674,0.652298999702288,0.6899535885884823,0.6179500314833466,1.0,0.34873957088142715,0.34022822173387923,0.5119969177042105,0.6221999376079926,0.4445748346508158,0.37772637152814265,0.5245214776206287,0.6530610501480705,0.19944019167194568,0.2830571398895148,0.0992993014880994,0.11267618583332532,0.10643961020130255,-0.332244062570629,-0.2076050820246547,-0.21939850994911084,-0.3091158416495192,-0.29921791313829493,-0.15611982691602486,-0.43534882822048565,-0.43406646977638375,-0.3636643244806093,-0.5230457913611903,-0.5520963744066775,-0.5748989264548279,-0.3666084848537848,-0.5198711160775434,-0.4114328050917965,-0.3948383068540093,-0.20742480811873237,-0.275221462129266,-0.3056907335321637,-0.28280397402305235,-0.4826089519605948,-0.34589919080445863,-0.28963304311855853,-0.07396329183550418,-0.13754704294643205,-0.3482833329771672,0.11162937196415658,0.30637601828322536,0.024787734729289856,-0.056078897543847414,-0.2869820145712288,-0.007071115857924025,-0.0026542409633235225,-0.17283197647102427,0.10190012853845154,0.024098322112958488,0.028922118477989773,0.0300342160826492,-0.10687753007316521,0.0035579803492852245,-0.05534058045672531,0.0005022621027040699,0.17777305090752132,0.055766452803364445,-0.10694419479752618,-0.060368099323269385,-0.009468689243801029,0.004866719630598048
BDNF,0.1774635838881439,-0.02199470174944531,-0.04157516791498754,0.3001706231034597,0.12540009161308613,0.37064013619651986,0.1934994921872387,0.23320736222402513,0.21177419783995494,0.4155258120937796,0.5042813750715374,0.42378015592607654,0.282387289236956,0.2501631852708216,0.2933180738700556,0.29486496248943056,0.37405198886119995,0.2718992972304999,0.432262183013945,0.4276706520956927,0.49400001030455376,0.31564768701706836,0.38378359956420943,0.22744340147893324,0.3666469308487191,0.49309342238346193,0.3358990524470996,0.33778305323017105,0.5468467744991132,0.39499683884198117,0.5165955803555582,0.33992530351471467,0.48138511198901995,0.5675209792009486,0.521410312936802,0.48556190139916944,0.34873957088142715,1.0,0.5922914956009087,0.34171747389564877,0.22480105810075096,0.34770785380676034,0.38489757383886164,0.12665910962128696,0.19851865783874056,0.2983584788604593,0.23873261888446554,0.35879847978894114,0.08611202790729376,0.29413710923900427,-0.2532892114010086,-0.34383469074630624,-0.3040829285936068,-0.3437668236796488,-0.38847688202343417,-0.5136827335312213,-0.3098086869912967,-0.4873396010005504,-0.4379962105745486,-0.48083658630891085,-0.5603459997667618,-0.4912021819823905,-0.3247617093088669,-0.31007739096885745,-0.39929824500579975,-0.13102736996915498,-0.19776854803506677,-0.15295469533788764,-0.19587603333576353,-0.1611412192898313,-0.2446679810586856,-0.13661546385812162,-0.20076600600746036,-0.27957066258942,-0.18796001199851536,-0.028418072325283997,0.12459898707475252,0.1937222967837885,0.02075392955246442,0.12312252064010912,-0.02106634635117568,-0.03769896567850836,-0.0059166882808265875,0.022334284458222907,-0.03546325583361926,-0.01678098382344876,-0.3120800575346473,-0.05222995459299873,-0.218978788878875,-0.07031608995455478,-0.20504198200117732,-0.09020253275399454,-0.15345980699166062,-0.11757023172274185,-0.024945162718965186,0.15582913771377876,0.19508920286082532,0.10923250161023841
TP53,0.3550899319833995,0.00907100435143562,0.14345454428720777,0.2802294027968072,0.24233613546452612,0.22879561087236383,0.16539888439573258,0.3065240793735942,0.2915098679603366,0.34398579217926145,0.30657563805416455,0.3234387590152164,0.32317597086114025,0.4372710690227235,0.17214689531127508,0.34552799501017595,0.33900285062383045,0.2950756245117936,0.36350538589066805,0.40011891045923276,0.42664204137371625,0.39498454451615495,0.40274610201248,0.30493029453246273,0.3951080841763469,0.5147544416732855,0.31962219105601686,0.4020081577214137,0.469559413441833,0.4644676445218783,0.6199258463607124,0.5223354169421854,0.45476457013176724,0.4046891483141677,0.6530212743160795,0.5372917777511108,0.34022822173387923,0.5922914956009087,1.0,0.3616565057038193,0.11503792737966631,0.18342207668675267,0.2695397883657871,0.026295146723727507,0.11637557440219694,0.18719811591846744,0.07104594774552003,0.3708205243689024,0.3088485333715028,0.3001366199802725,-0.2904771373483985,-0.2193901937148423,-0.34537426084742745,-0.14705527224168294,-0.16305939619720575,-0.34802842957281105,-0.33547824753654604,-0.43469404827559727,-0.41957975954904686,-0.38174560996937246,-0.48139148078331734,-0.4347867557151645,-0.3189829219799911,-0.4685344376333325,-0.3928284769976585,-0.19513013502813373,-0.19741722049370206,-0.2613142494971818,-0.11783958865238262,-0.2736317336601621,-0.2870866719857696,-0.2630630477703675,-0.2688291322157038,-0.3272964382735734,-0.23148040547796558,0.060281029037938395,0.03236797322808939,0.10001597411193391,0.22719236924907588,0.009269366926507152,-0.18760672139534199,-0.06741371573927572,-0.049513677249462,-0.1319539569179467,-0.2065169941016856,-0.10747817747769875,-0.26571679914782637,-0.16006812697173067,-0.29800136527106913,-0.19994976050703306,-0.1223511435005981,0.024595762125007588,0.11083348462244783,0.040782569214975785,-0.030621598612979268,0.21996357735404223,0.22484068428564882,0.029791810479296334
