,TTBK2,INSR,NOP56,control,RRAS2,JPH3,GLIS3,CDC42EP3,RUNX1T1,IGF1R,ARID1B,BCL2L1,CASP3,P4HB,TUSC1,GBX2,CH25H,TSEN15,HDAC9,NR2F2,PRNP,PRRC2C,NUAK1,HMGA2,PCDHA3,KSR2,EFNA5,MEGF6,YAP1,GABRG3,PPP2R2B,SHC1,FRMD4A,HNRNPA2B1,GSX2,CCDC85C,EPC2,SOX5,SPAST,GPR156,BMPER,SERAC1,GRID2,BCL2,XIAP,HECW1,NOS3,CCR5,EGR2,ATP5C1,SETX,FGD4,C6orf203,ACHE,ATM,SEMA3C,PICALM,ARHGAP20,LTF,LOXHD1,BDNF,CDC5L,CLRN2,TNS3,MAOA,PPARGC1A,GDI1,GSTP1,CSMD1,WNT3,FMNL1,MEF2C,ATXN7,PPP1R3B,FEZF2,SLC2A3,SMEK1,MEGF10,FAM171A2,GIGYF2,RBMS1,BDH1,POU4F1,CPS1,TMSB4X,NOS1,NTRK1,ADAMTS20,TFAM,NQO1,TP53,CYCS,ACE,PDGFA,SNCB,DAPL1,DDIT4,CIC
KSR2,0.05448663076780957,0.06115678721311596,0.05037734610074874,0.050322735231171714,0.05208254245020619,0.0598879917843875,0.05274913897714155,0.05390966667237726,0.055106828464172246,0.05040560526547441,0.05354301243542668,0.05683229952789364,0.05005526431041221,0.05983271929737997,0.05847608677740859,0.04516627370286273,0.05179126986444525,0.056738968461232886,0.051992842119213976,0.0438930754051212,0.04878164280514819,0.051828870561190496,0.05558256198631442,0.0568054509358191,0.054908182527867506,0.0,0.04089385325242824,0.05472264121647536,0.04831535559908668,0.053541222883707856,0.05411428471684783,0.05234962490401664,0.05968331927524535,0.050591676554006385,0.04934440488954894,0.05503742584354924,0.055625537202571594,0.052145187185026684,0.05969713689128538,0.061178608799392686,0.05269964541301363,0.04805374049099648,0.05983987750211867,0.0665987803776329,0.05376951940930861,0.05798733080281559,0.05760080032324406,0.05448885331749538,0.05761620392936872,0.051516757647175754,0.056334329164250574,0.04746416581449904,0.05682243525134954,0.05154646446702339,0.05200080550691441,0.053483148504360076,0.04672353179100198,0.05360261553942797,0.04270147064342891,0.05546372587693664,0.05112652980990216,0.04866550655025345,0.05094017977628064,0.041401892736032384,0.049071109641073786,0.05218400336023858,0.04481149221667646,0.05676854635920773,0.05209791175108527,0.05646083303388698,0.04987851146526283,0.0598562273717217,0.05403212913457045,0.05734249003514959,0.04571952672696128,0.0492190729445685,0.05407487671613016,0.05288202470544159,0.05261434964472793,0.05240859399856996,0.055447122762454434,0.05594772063305688,0.052399788768973964,0.04977964055804046,0.06567957554948743,0.05112535260827776,0.0570518173079928,0.056795660457042055,0.047434395038135624,0.06386225609907123,0.058544754595072426,0.05268890055425616,0.050444034071588414,0.05155387567708958,0.06417322531714151,0.05293931785890754,0.053844912029196966,0.05659804360817349
EFNA5,0.04008047695502355,0.045587639795004783,0.05460803594438868,0.0648324394951975,0.053752028173818994,0.07144878453157512,0.06575697364969955,0.058408210998827696,0.07588980465371087,0.05192514556331029,0.06941630471672602,0.07126361408663542,0.07581844620759999,0.0517843697945192,0.07043031678930387,0.04674524517063637,0.07816154331647582,0.07270727220811607,0.06021400315033049,0.060443959349661125,0.06577185256251869,0.04726448414894166,0.05936271286420509,0.06396936411477276,0.07166797003719283,0.04089385325242824,0.0,0.05999705187568819,0.04717660624943093,0.053421876183783,0.04677441493238232,0.052581176650308904,0.05134216413074917,0.07489308464069604,0.04584877892125953,0.06059050032649475,0.0561031212254025,0.06653167270507941,0.06823985055744242,0.04736832590753127,0.06916276498033146,0.07048773667191553,0.06622915658156661,0.05387202647476008,0.06706324719731595,0.04431262965241693,0.06273811022202655,0.055418706626428005,0.07517267828723645,0.05174058899890084,0.059449101824311464,0.05132868795121402,0.07823468116075998,0.06247804029707499,0.06146952259699308,0.0585662483424891,0.06394898597761664,0.065214396350901,0.06103611430063621,0.0672760820907683,0.047456705280196534,0.04545325047415871,0.06755697358985652,0.0717119658664049,0.05431246855098727,0.05394651481216391,0.051392713286737696,0.058168651051261754,0.06585207475038385,0.056456732159108784,0.07308418035491338,0.04809687479954968,0.059536590409391604,0.06252775488842054,0.04593811374741858,0.07376055773514859,0.04461448713451802,0.06349644844567363,0.049802214344562876,0.05801683772887907,0.059296915624123314,0.05666095122206959,0.049990004173799625,0.06015832888667,0.059032662959647576,0.05631588821729085,0.05338048732317532,0.058721617294650856,0.045235718248426544,0.05878738385526009,0.06011336701705086,0.051702873628547114,0.059482975044329686,0.06600006124508007,0.06524092312722718,0.06477156851017596,0.06770446448420127,0.06450115743461914
MEGF6,0.05084670235825528,0.049500825714928434,0.056555502851268105,0.06524126570689254,0.0581856813197359,0.07445518684422722,0.06683175594051993,0.05851429470069052,0.07005652723645825,0.05275879340608301,0.061951842655075716,0.062021349003062075,0.0663644887134091,0.06719920706057111,0.06448181649035956,0.049700613358473714,0.05697832859479084,0.06393411280699156,0.06427083164908959,0.05529020461480559,0.05950649733168656,0.05254372642941582,0.06314487744803357,0.05649686326623804,0.06633329230890231,0.05472264121647536,0.05999705187568819,0.0,0.062399681300444945,0.04844100932283048,0.050182226505060296,0.04608052044741116,0.06316449747658287,0.07108671324724405,0.05289143862241734,0.05575781935791395,0.05462844056674866,0.05877004505895728,0.07066870590817934,0.05715169701367891,0.0566157963068275,0.058175748721559666,0.06636337185105923,0.0689523017669741,0.07799673687669521,0.05525580136797244,0.0720363052374465,0.06714276813790354,0.0793829756649956,0.057751349053605475,0.05843330333399024,0.0576455318259372,0.05800002065027893,0.04587368363847409,0.06096817025879083,0.05987799961193276,0.06654661657712255,0.06148228821136863,0.05893894349988306,0.061019078674140775,0.06476991591979116,0.05621194613057198,0.06644418241003928,0.04968964380801749,0.0701417631101598,0.053325825826776835,0.053108651009280604,0.05879881232655661,0.061350186311453295,0.057509952961828786,0.05991145295599708,0.07174127161602775,0.054034256974349756,0.059229571913865825,0.05328144867984373,0.06096185392614585,0.05173601738069573,0.05401653156402716,0.048082277226839054,0.05582634885654152,0.054000339204825554,0.06449398433228457,0.054635746437376266,0.053320963958077984,0.05731991181186258,0.05994571925249098,0.05399557791277757,0.06978782400426847,0.05062224622552661,0.07485396866664541,0.07327141906955192,0.07312859768114593,0.054955560157702095,0.06056340150671951,0.05938061586388679,0.06099157079143294,0.05998913829953047,0.052080331654589467
YAP1,0.0489812950257905,0.05034008175135648,0.05520483964335511,0.05967069733170927,0.04846293682855215,0.055606410947960316,0.06486315894567211,0.06881145564866115,0.06037231557188073,0.06195500353532953,0.06253280514447901,0.0606403941114942,0.06458951630594537,0.04899397165015834,0.05801857824379651,0.04775088127715203,0.05719576349953088,0.05551604911312334,0.06295960007329864,0.05865063455350393,0.06222897615059446,0.05311823109629342,0.059852186635361154,0.053918391058368584,0.05143282778657701,0.04831535559908668,0.04717660624943093,0.062399681300444945,0.0,0.05679846460539011,0.050732831234863135,0.06386736682205806,0.05649169780119137,0.04830005570118884,0.05018616918340277,0.05321889947501429,0.06812089061805676,0.049973569408902796,0.05884462438041449,0.05792164808586442,0.04727876603834389,0.05743246096394321,0.057089874652867294,0.050542300308874175,0.05598295039837216,0.05995224873084627,0.060352380425014854,0.06336624555778328,0.05633594406495206,0.05438173433785872,0.0618913410072348,0.0630952901903228,0.04949937846626045,0.04858812965494884,0.05123006228824717,0.048660642046399916,0.05298197876945597,0.05711652378355441,0.06302466214256397,0.06437068727463649,0.05459684260974296,0.059735844880942954,0.06373783561811978,0.052342207323601474,0.05857150567067484,0.054360894207755334,0.05298050150518807,0.06073646663604777,0.06919597511367534,0.05585412675591135,0.05612063871584992,0.06258836708564522,0.05047671057549864,0.059144156269061554,0.04995776662598714,0.05791991843400383,0.05499111497948659,0.04633098188894025,0.059018558029145296,0.04922419316326387,0.061764188953730356,0.06354267759029311,0.052060998249627,0.04835093747152222,0.05299498477976723,0.04561081584295311,0.05029610977456841,0.0519546090023456,0.06351144047845717,0.06277781537169178,0.05982529445427803,0.057209265216520436,0.054133210351799216,0.05875808811297077,0.05794548200535182,0.05499267398093182,0.062471987947134995,0.04895287882336855
GABRG3,0.04536268355612731,0.05777974930939449,0.054179057395171405,0.05490875874934755,0.06330846182314422,0.06500965016819177,0.06860950661799413,0.07085585492862004,0.07231990076805267,0.04515725006847625,0.06718227889358373,0.06643484965192128,0.05450823637941564,0.044810177572552776,0.06322637940324635,0.04930371245603914,0.060189948579199265,0.0652966797145904,0.06093542452773339,0.05501825576046048,0.07794409746353344,0.05889811748284987,0.060702690782129504,0.05948410358869616,0.05958950125794944,0.053541222883707856,0.053421876183783,0.04844100932283048,0.05679846460539011,0.0,0.05405567627819103,0.04886954177206958,0.059550372536859436,0.07044541306027334,0.05328374666928613,0.06851895990696376,0.06423648983293474,0.05749860136488617,0.06632490503232012,0.06105198213434481,0.06081323826634498,0.05527907715946573,0.06742752565181384,0.07290509152167013,0.05629063578310861,0.05566878379366125,0.05772171709490486,0.0572426025764126,0.05243926236663379,0.0499170178770704,0.06495788516064174,0.06304115484129413,0.05724309557363425,0.05340066955974118,0.05654488495330494,0.05163633337087797,0.054553010367552265,0.07277485762992156,0.0503927037131303,0.06302452877787239,0.055234110220045374,0.04543756158425096,0.06290483344831646,0.05479666691959812,0.06773464644793892,0.042655989916137504,0.06329181300528564,0.0643619399900665,0.06745825721736372,0.06724178419917037,0.054578679328169864,0.047678921572586505,0.06877121444050636,0.07492508672511652,0.05915229511630115,0.05890538572311333,0.053530111538500375,0.05436403721996687,0.05589463863562737,0.056442239903733024,0.06845148325863393,0.06464816821053615,0.06605326695509633,0.04970244048456157,0.07023053276521221,0.06570629115577103,0.05450376588582311,0.0558744812751287,0.04907770527680436,0.05172282050982162,0.06461334891968043,0.05201496314349698,0.04922723144863788,0.06473893146025772,0.06494540042248194,0.06164335020200185,0.06603814967131755,0.06927119059281786
PPP2R2B,0.04572310993013496,0.05111794341576849,0.06022356718292392,0.06242282053697055,0.06872857078755587,0.06399724774596598,0.06509260612124967,0.06000445451562583,0.0703820971308381,0.052167511425617125,0.06660059002648444,0.06980371880912992,0.0633593907181186,0.047810231885110924,0.06582512795079438,0.04297351552956573,0.0699245461571194,0.07599125275418551,0.0602519177936227,0.07933792783678058,0.06463498106067786,0.051797952085429824,0.058651570875261,0.06068930811298255,0.05570509939373973,0.05411428471684783,0.04677441493238232,0.050182226505060296,0.050732831234863135,0.05405567627819103,0.0,0.05506064894548495,0.05710864282145826,0.07850590920822559,0.04314458205712068,0.05964144117435176,0.07638307026291638,0.052169984652555845,0.07158117877342565,0.057438656433389246,0.06624349456358215,0.05374675239872165,0.05117037569834404,0.07585791177086218,0.06387335388800215,0.04976135451429624,0.06811896914192789,0.0658933593697594,0.06984647719095145,0.04487582858324012,0.06147918917199439,0.05164920787582531,0.060023369418220326,0.05484865034644929,0.05745404384901393,0.06263053049851719,0.057253030651254325,0.06963870560717748,0.06160790559137255,0.06293384692574283,0.0556806586575384,0.056108022994271575,0.04895198193716537,0.048182730550900964,0.05368425042500255,0.045363856405772576,0.075684618955382,0.05040323716908665,0.06467170005613804,0.06790468408568423,0.0731348209666241,0.054504936580336075,0.079578649718158,0.05837907209210551,0.05492474030354581,0.057714864132961216,0.06324723738286794,0.057894524789006724,0.05030420363018831,0.04825461259016617,0.06377935231399325,0.07625332834051954,0.061221440443930825,0.05197171971348839,0.06579444976972658,0.05710390976240852,0.07079053400029406,0.05608485183547464,0.05003599995709767,0.06848993432584823,0.07120355779293765,0.05035750187367158,0.050641111971902436,0.06667012119081041,0.07242533225097174,0.06326687300473097,0.06852947855688803,0.05191648114486608
SHC1,0.051503802795362805,0.05133207308320563,0.04725387671391593,0.06406327382625682,0.0482110710379461,0.0579832474725311,0.054640075053135485,0.07695542311980699,0.06580674328135898,0.05868519916148199,0.06331895412047552,0.06036363011604259,0.053886854444138266,0.048611073956159274,0.058948805961628624,0.04361083636724505,0.05578016007647327,0.06392873064639182,0.06259462285352703,0.05372033231902646,0.06474146971598002,0.051255207783617564,0.05650025950004958,0.05715458475801641,0.049036072083007066,0.05234962490401664,0.052581176650308904,0.04608052044741116,0.06386736682205806,0.04886954177206958,0.05506064894548495,0.0,0.07155707804688818,0.04678938477903752,0.048927896382091024,0.052774248142001164,0.058402781970644406,0.05728950707602666,0.07022051643171745,0.05534664405358523,0.055315340166779046,0.06292863263926245,0.053738596047444936,0.07231642244515099,0.05989327819290484,0.059599047620142565,0.059702624625489,0.0636024681633723,0.05575074761458594,0.05421810267828858,0.0613734825148761,0.04771264882446369,0.05496106981995061,0.0620514405955773,0.054649980647340675,0.05881122143616528,0.04814674203218558,0.054321699636878766,0.04817406925694255,0.06670666674233551,0.06145000010031115,0.055689319086251646,0.05506833476306711,0.047879971452470416,0.04758059029864781,0.04874807717317172,0.054204553550820614,0.05380320779465301,0.0618876710268454,0.06041048308020294,0.056800078992611185,0.05331544109859114,0.05010570863996215,0.058353108266926246,0.05931913740357999,0.052609347627394006,0.04576749516696868,0.06285885421674806,0.06296600283648637,0.05646221927337855,0.04968814195290531,0.06585040084018443,0.05577176530283333,0.04871446244560767,0.05182290850102041,0.043343831583328565,0.06545213349676562,0.04918398275173067,0.05206677846670534,0.05231799254064885,0.04904561691259503,0.054036361998247656,0.051406105763758855,0.07292818622347065,0.05664601624780507,0.06163226641353219,0.06787124928338262,0.04579883464307509
FRMD4A,0.0586664871303003,0.0559509815265507,0.057743948079775266,0.07001775994916164,0.05791677297972406,0.06649714079629913,0.06285768921306364,0.0669117873303672,0.07322485291797655,0.059684856868143184,0.0782203489068476,0.07870524786075188,0.06051914624168928,0.06765203189397057,0.07116365793367418,0.04170548309173561,0.05851455782041265,0.0603436582440646,0.06736188398070599,0.060719617535321346,0.06659436134119057,0.04579161920650067,0.0755163533465805,0.06662856880860243,0.05325713714727717,0.05968331927524535,0.05134216413074917,0.06316449747658287,0.05649169780119137,0.059550372536859436,0.05710864282145826,0.07155707804688818,0.0,0.055542280886382744,0.04665619605292432,0.06595335415548706,0.07356671762484006,0.05501690388635793,0.0711000840326056,0.059490841517195664,0.05579690577352526,0.06058761207560038,0.06305044186581,0.06115624283305817,0.0692162803542745,0.05783468351296279,0.08238658264645055,0.06825045442077177,0.06575416167748814,0.05059100437311691,0.05609489269261207,0.05583917618624025,0.06384367033013288,0.06249135511502875,0.06171924278744924,0.06801171470111415,0.06438146203106725,0.0711772787440628,0.05188505584710233,0.07372586637542979,0.05973405536095669,0.054350797219965385,0.06097398278964238,0.060259864270735035,0.05539378820150133,0.05117600163379299,0.057630979742996566,0.06952332766188449,0.07244704960507076,0.06387595754286887,0.06687044227091805,0.06616280832641983,0.05687979205275901,0.06885840331458397,0.06576506571688859,0.06079356516656751,0.05515081665653504,0.0685079124683317,0.05564276248146567,0.05611370278145431,0.05861180577609256,0.06855303097991479,0.05574301955285965,0.054558906975985866,0.06383302794969652,0.0507342480153386,0.05286701622283194,0.06915392111604042,0.05082555741239774,0.0643593455397632,0.06744327644834891,0.06018532098400404,0.05106554624528165,0.07646799982015323,0.06800325058498766,0.06172490873516303,0.0764829718062472,0.05007978832971259
HNRNPA2B1,0.054128892677954676,0.0505743602647686,0.06873830904373679,0.08920277849157475,0.08402630452391924,0.10361302427719729,0.07797892974557352,0.06529193066453325,0.08330219621214877,0.06050009252457205,0.08495806880227763,0.0832002777759716,0.08003543378757325,0.05334662342571057,0.09132340738249561,0.04246503424513021,0.07834127522202215,0.08372203075476083,0.06114441334158516,0.07106484055418152,0.0659857595578784,0.06053148904647862,0.05772031761103273,0.07480430549536628,0.08446569799673573,0.050591676554006385,0.07489308464069604,0.07108671324724405,0.04830005570118884,0.07044541306027334,0.07850590920822559,0.04678938477903752,0.055542280886382744,0.0,0.04870913772101558,0.07082046463087646,0.061167926093593825,0.06532442763435682,0.07636814623740541,0.059227276251038664,0.06855613771237214,0.06477411526199137,0.06839793735152312,0.08120616999823416,0.06697640544273213,0.05039670587219186,0.09207237879717929,0.06788450650410084,0.0683998378672039,0.06375425356055409,0.07116955890944773,0.06439997811999616,0.08375902595674818,0.07376200401882707,0.06825321480806675,0.07567813516282709,0.08242823564709997,0.07716448382879561,0.06618161040712764,0.08697810658927646,0.06398126309035979,0.050684557200127274,0.05687834864952843,0.060425894507269984,0.07072225241858662,0.04833349464620152,0.0748595421875,0.07307124837857255,0.0652373231576349,0.06824976575276762,0.08492215779319738,0.08012448654751585,0.07952205160039681,0.08096624687141847,0.054586249974378845,0.06535305438950707,0.06918762653005489,0.06413341245581528,0.06382711342556402,0.05812269989340224,0.07322476356918901,0.07884530457358559,0.07221108477355183,0.06589062291546809,0.07724432462300822,0.07996083692453501,0.062432605000831067,0.07890028254483916,0.049411211751185666,0.05833522765097434,0.07114426288488679,0.08592513585268437,0.05766932916371808,0.08619560420550917,0.08073350665009868,0.08331873823421586,0.07672150826743605,0.07342181834339186
GSX2,0.030488884125756253,0.04266235773982051,0.04003932039030987,0.04418878373152125,0.04423088619028594,0.049347273572153745,0.04881035921520302,0.048598546808305144,0.04499237250026958,0.04652387631149944,0.04198223651699582,0.04120295119852465,0.04652530314094594,0.04113579481797768,0.05251530563465529,0.03625896200916861,0.04404518799055168,0.04429590907981881,0.04873837488666963,0.04219568994423536,0.04526827909802382,0.04817312464287764,0.05179944362389794,0.04057750857422527,0.04792040731418072,0.04934440488954894,0.04584877892125953,0.05289143862241734,0.05018616918340277,0.05328374666928613,0.04314458205712068,0.048927896382091024,0.04665619605292432,0.04870913772101558,0.0,0.04155821397798706,0.04151070152859803,0.04747336567095353,0.053834577441899956,0.05704459064094017,0.04752277724602817,0.050306553012343797,0.04578366466146131,0.05073813279746584,0.046585104807939016,0.04567183998935954,0.04455712933949099,0.045485493935282645,0.04469418535810303,0.04531125138462446,0.04996347190613697,0.04528322513854491,0.0438363562054247,0.036847432830716606,0.048651579021787135,0.04979784974911508,0.04166421861094776,0.04433238997101557,0.037037234805621086,0.03971618761084809,0.04784547894927434,0.0446495157380399,0.04206139802052434,0.03922563284590682,0.05267432676710146,0.044211904035114,0.03999351888938983,0.046205249903855355,0.04690480796920937,0.041064550286658334,0.049656006408658804,0.04165854368947016,0.04983306018178938,0.04800571107902958,0.0423963872209875,0.03968892933247272,0.03966489694911588,0.0490257811114328,0.049866170605251045,0.05142198050190453,0.036929273059524925,0.04780159785094834,0.046160562503095026,0.04634885390046537,0.05171501809413803,0.044273536851084774,0.04445764112188339,0.04805658263900949,0.04555739175061242,0.04713798248957226,0.03966127279462054,0.04752781150838867,0.034902191936542856,0.043105359079051414,0.04835504626375933,0.04186375493661997,0.04154052905373296,0.04563680654488046
CCDC85C,0.04810455656464235,0.04925491905654643,0.07410151852852252,0.07787582836034569,0.07583777012684052,0.0914715516646549,0.06356289644451554,0.07185902694188753,0.08534942716430498,0.056537180496569965,0.09770616531396209,0.07797804484341665,0.07548642338328117,0.07187643752265772,0.08166692364426381,0.043959355511476325,0.08813834163016186,0.09576329350122109,0.08908127544929553,0.07211758323433136,0.0802144599686977,0.05193102062735312,0.08632979469181735,0.07989253758915252,0.07448925704824541,0.05503742584354924,0.06059050032649475,0.05575781935791395,0.05321889947501429,0.06851895990696376,0.05964144117435176,0.052774248142001164,0.06595335415548706,0.07082046463087646,0.04155821397798706,0.0,0.06916162494070946,0.0630042239711232,0.07780686061049885,0.06858768515927939,0.06185506260888777,0.06536132339370719,0.06348799870292729,0.07597889528515002,0.0718726127723949,0.05144782031017045,0.07738752186333298,0.08735055808733014,0.07839792826350382,0.04624457144790961,0.06944081761824118,0.06687845978270911,0.06968860788868542,0.08062137608375586,0.06371907915697302,0.0822325604463023,0.08983831675108707,0.1072122464163417,0.06300179925206346,0.08772951118624411,0.058207415552275564,0.05363761303377495,0.062349320108045704,0.058853390323217424,0.06142592696321918,0.0534039984125009,0.05787161808051385,0.06626982098572698,0.07822067670255183,0.07752898045492554,0.07841086016413518,0.06252611950625939,0.07960163820339014,0.08266670661151929,0.05944928156917785,0.07583917779021755,0.0628677620983481,0.06708794640392683,0.05613577108750856,0.05289838103590914,0.0718081680258141,0.09396758506552781,0.08870542693423189,0.06950527851155491,0.06857349394041193,0.0615473651558798,0.08066001035637574,0.08753611490635671,0.05320748866777382,0.07026573054249302,0.08949311286315753,0.05813815146137916,0.0604651692603764,0.0886969523810883,0.08106490171100281,0.0828900449727315,0.08208883107966146,0.0713066182339392
EPC2,0.047646321512970595,0.04788470670526262,0.07490900142723378,0.07293220348111847,0.0820152053282174,0.07808188564837491,0.07533896598647699,0.07335351919248503,0.0895283826371552,0.06757869043332204,0.08581700251737409,0.08929265553868165,0.06214629849914912,0.05634369063374835,0.0799855092119262,0.042140372596452855,0.08270500451971156,0.07666294494785866,0.07494684615817905,0.07364251725098087,0.08560269544971408,0.056471135482371,0.06882488426751539,0.07389611328309297,0.06619193823361325,0.055625537202571594,0.0561031212254025,0.05462844056674866,0.06812089061805676,0.06423648983293474,0.07638307026291638,0.058402781970644406,0.07356671762484006,0.061167926093593825,0.04151070152859803,0.06916162494070946,0.0,0.05704961835851385,0.06886036595801864,0.06646781878766941,0.06622868729299948,0.0727173741644716,0.07006076598240404,0.07209164341571016,0.06123634851012715,0.05080470021177261,0.07922337493071838,0.08663903155917252,0.07392668262632815,0.04995878376363226,0.07120095873712816,0.06523104190253093,0.07169376316802968,0.06418967366535738,0.07827691780667664,0.08244178492555557,0.07062304791092706,0.08105619353104628,0.06491778189184172,0.08822397836211755,0.05964431066624841,0.06727755307803857,0.06762068835547551,0.0575521932160761,0.05559098567737343,0.053918328422529985,0.0685680588077191,0.06290627401775695,0.07771903421110886,0.0723088601085146,0.07810687662623604,0.06958397385422704,0.06828113974774966,0.08351114117265372,0.06513219271242893,0.07582437102134268,0.06436578584426868,0.06417297402408849,0.05794030371503498,0.05103186223714218,0.0763584379920929,0.08552781954542732,0.05928078397527118,0.06132323402482143,0.07744412617440967,0.06841048942760462,0.06827039381169693,0.06889283965134686,0.0526978229150005,0.06282470606968497,0.07181826349311486,0.060809056849694065,0.0670924018274206,0.08497268838395979,0.06580738586601895,0.07786511210332853,0.0860753451442964,0.06828637076888215
SOX5,0.04281280759217977,0.053088710517018224,0.06694837881385564,0.061908578127428796,0.05547164978920853,0.0765090284052747,0.05527734428016917,0.06958075839727265,0.06548766960123234,0.06838061728923081,0.05900203413572252,0.05802421613867516,0.07366635533711048,0.06704363767344554,0.07181760790498122,0.036603259126446505,0.07057738190247469,0.06448569058164962,0.07431396441028255,0.05107704405267542,0.05623272204447218,0.06309416764936038,0.06870089377326634,0.06531959774330229,0.06737165195160064,0.052145187185026684,0.06653167270507941,0.05877004505895728,0.049973569408902796,0.05749860136488617,0.052169984652555845,0.05728950707602666,0.05501690388635793,0.06532442763435682,0.04747336567095353,0.0630042239711232,0.05704961835851385,0.0,0.06682711389684601,0.058501947286470686,0.07136417369507314,0.06863675844723412,0.06592879981415906,0.07514727541815282,0.07709397591137143,0.051543491725020436,0.0698807236010415,0.06627364577991957,0.0683934387726368,0.052023401665693275,0.07206152588723623,0.05838196602306892,0.05923829074224118,0.06132394029713068,0.0738387551784513,0.0792916598080445,0.054540704914276365,0.06798462447294398,0.05268769885508175,0.06265517280975513,0.05176029475330465,0.05164848292549995,0.06003253118612355,0.05781581366667509,0.06695604629841773,0.06334595902615996,0.06109977027737087,0.074555573927079,0.06285237323887452,0.058183973109870134,0.07650955920616476,0.06259972559767517,0.06281826973302487,0.059093239161524286,0.058733444058582156,0.05994180429186203,0.06580000475999268,0.06380093843224445,0.060495553699056265,0.05885136447920079,0.05963774566973278,0.05623319587075126,0.06276654837106724,0.05952660843015235,0.08699386030659587,0.06175587056713139,0.05413730826532366,0.06654267087834073,0.052681087185346094,0.07305320335055131,0.06635756855445947,0.05689706909332555,0.058244988306186185,0.06520271318187558,0.059575782626532035,0.06332727284422662,0.05842757015509388,0.06695070066341086
SPAST,0.05497082159450497,0.055274393010103326,0.06662705945246017,0.08842957244933536,0.0728570052295164,0.09956560101107359,0.05972012605842181,0.07782547584585683,0.10329061182470137,0.07034972338956055,0.07794529646229412,0.09298147390654898,0.07464859401713614,0.05658400253053987,0.08348202568696986,0.04533403975680074,0.0797147058497017,0.09597938990816593,0.06710890969289439,0.06202317823768088,0.09266027604548077,0.06736315725827259,0.08399451400988499,0.06565013218601766,0.09545653924933135,0.05969713689128538,0.06823985055744242,0.07066870590817934,0.05884462438041449,0.06632490503232012,0.07158117877342565,0.07022051643171745,0.0711000840326056,0.07636814623740541,0.053834577441899956,0.07780686061049885,0.06886036595801864,0.06682711389684601,0.0,0.059471905146938786,0.0590617285764869,0.08354982632357343,0.07045849722423772,0.09271232194195979,0.07394934238338184,0.052660355096235845,0.09031276053284122,0.07219430030814358,0.08531300932829534,0.05989693342347792,0.07197580014510375,0.05745006590845838,0.06584272064842432,0.07697910557973675,0.06875406040391038,0.09719505859512889,0.0683612036714154,0.089068933146942,0.0483440711907736,0.08197531106097049,0.08113216800537564,0.0664719617306956,0.07409959111617001,0.051540062915765794,0.06715218831721198,0.06300435312841449,0.07548841166751143,0.08449480054586993,0.08004331051031452,0.07996047097594215,0.07905079811991626,0.07606323362258419,0.06482419839715438,0.07503924719707934,0.06691917836870376,0.06295125164765698,0.06316323120187035,0.08033170076111279,0.07849662757709289,0.06715785094655753,0.066380904580764,0.06792626033809451,0.08579828456820593,0.05742226288224176,0.07144210362903737,0.07412314163997229,0.08221517666249159,0.08008962907211414,0.0633158706119192,0.06828751677340097,0.074246612353514,0.07379616317531378,0.06818288798266674,0.07471003996943681,0.07300778228498035,0.08600084039369885,0.08223095570977888,0.05875506134487089
GPR156,0.05200404353515577,0.05434711157132997,0.06376600128304462,0.059179091058138344,0.0664268885778236,0.06626275165983495,0.0654802024499258,0.05090804717759861,0.06359372829777436,0.05660645671992754,0.06796888856705074,0.06319622090077859,0.05973811773307714,0.05737149836375995,0.06641283770119545,0.05381842522142446,0.05832159892808718,0.06875296300284808,0.06318743351788421,0.06139973643089654,0.058117244503009244,0.05792913003069682,0.05359509417030385,0.0610701877817993,0.06836163346167798,0.061178608799392686,0.04736832590753127,0.05715169701367891,0.05792164808586442,0.06105198213434481,0.057438656433389246,0.05534664405358523,0.059490841517195664,0.059227276251038664,0.05704459064094017,0.06858768515927939,0.06646781878766941,0.058501947286470686,0.059471905146938786,0.0,0.0693623366054929,0.0639628611370203,0.06049503601232144,0.0669180953242587,0.0625770328256629,0.05666100626779234,0.07363333314797595,0.06428964932032227,0.05921526331478048,0.05989628866624863,0.05928316420789058,0.0620751093949698,0.06565328900778389,0.06166012196249682,0.06473625156122788,0.058031857717318745,0.06379240241835263,0.06906400931883236,0.055037248169909,0.06438463543757256,0.05877936467413103,0.055971617298011554,0.05250894866112325,0.051610733286602824,0.051516938376807424,0.05303996951452049,0.057107079036522755,0.053811985791161275,0.0668173594306648,0.054730821055588505,0.05885099828532893,0.05396694553123878,0.05809202971736095,0.07084939105610599,0.05403314207211832,0.06149448716231616,0.05998680019796192,0.05713374189458939,0.06495049695191288,0.05944176105133274,0.06590628050553886,0.06613769954638722,0.06720555292349849,0.0581943639935194,0.06581663324404252,0.06764199934770787,0.05498710538380294,0.06372240192632476,0.047126894512938854,0.07084816321486034,0.07061163839934136,0.05252632311779102,0.06481629066333769,0.060760456878352756,0.07800653084205518,0.06122358440977219,0.06070996611538464,0.05166849701968758
