,edist,pvalue,significant,pvalue_adj,significant_adj,log10_edist
ATF2g1,13.844054444434164,1.0,False,1.0,False,1.141263298572887
ATF2g2,10.897555629489489,1.0,False,1.0,False,1.0373290946678038
ATF2g3,10.204910353966,1.0,False,1.0,False,1.0088091939664554
ATF2g4,12.056729832644976,1.0,False,1.0,False,1.08122952934447
BRD4g1,82.15508492277206,0.0,True,0.0,True,1.9146344489099394
BRD4g3,12.948736630249982,1.0,False,1.0,False,1.1122273976623336
BRD4g4,23.88384170405675,0.0,True,0.0,True,1.378104184127458
CAV1g1,13.067038979936854,1.0,False,1.0,False,1.1161771866346133
CAV1g2,12.27808135742356,1.0,False,1.0,False,1.0891305067900883
CAV1g3,11.370365212920603,1.0,False,1.0,False,1.0557744143279157
CAV1g4,9.01893706052698,1.0,False,1.0,False,0.955155356172805
CD86g1,16.50412632739466,1.0,False,1.0,False,1.2175925391943998
CD86g2,12.175906119561262,1.0,False,1.0,False,1.0855012908790531
CD86g3,7.232326013237014,1.0,False,1.0,False,0.859277994701636
CD86g4,16.64053933387504,1.0,False,1.0,False,1.2211673980322293
CMTM6g1,8.832630297906121,1.0,False,1.0,False,0.9460900528144113
CMTM6g2,15.013902347033877,1.0,False,1.0,False,1.176493586814618
CMTM6g3,8.491764515961336,1.0,False,1.0,False,0.9289979422960614
CUL3g1,24.837508883299733,1.0,False,1.0,False,1.3951080354462002
CUL3g2,38.66159416106149,0.0,True,0.0,True,1.5872797576355837
ETV7g1,12.052193630939712,1.0,False,1.0,False,1.0810661004468156
ETV7g2,9.544254884639201,1.0,False,1.0,False,0.9797420288930303
ETV7g3,20.035335497025585,1.0,False,1.0,False,1.3017966192063013
ETV7g4,13.459608004031452,1.0,False,1.0,False,1.1290324117330477
IFNGR1g1,103.16934066841429,0.0,True,0.0,True,2.0135506550741527
IFNGR1g2,66.98400443026236,0.0,True,0.0,True,1.825971106924088
IFNGR1g3,113.93771851205707,0.0,True,0.0,True,2.0566675188985766
IFNGR1g4,54.38060887003212,0.0,True,0.0,True,1.735444065837263
IFNGR2g1,115.90655853256669,0.0,True,0.0,True,2.064108011062091
IFNGR2g2,74.11335349861645,0.0,True,0.0,True,1.869896464771203
IFNGR2g3,70.08070783963296,0.0,True,0.0,True,1.845598479708172
IFNGR2g4,93.17312890029552,0.0,True,0.0,True,1.969290680025973
IRF1g1,24.034643449003283,1.0,False,1.0,False,1.380837683806918
IRF1g2,41.781386095973005,0.0,True,0.0,True,1.6209828435870166
IRF1g3,69.55240505252209,0.0,True,0.0,True,1.8423121520560295
IRF1g4,97.20851975551415,0.0,True,0.0,True,1.9877043299536097
