perturbation,TTBK2,INSR,NOP56,control,RRAS2,JPH3,GLIS3,CDC42EP3,RUNX1T1,IGF1R,ARID1B,BCL2L1,CASP3,P4HB,TUSC1,GBX2,CH25H,TSEN15,HDAC9,NR2F2,PRNP,PRRC2C,NUAK1,HMGA2,PCDHA3,KSR2,EFNA5,MEGF6,YAP1,GABRG3,PPP2R2B,SHC1,FRMD4A,HNRNPA2B1,GSX2,CCDC85C,EPC2,SOX5,SPAST,GPR156,BMPER,SERAC1,GRID2,BCL2,XIAP,HECW1,NOS3,CCR5,EGR2,ATP5C1,SETX,FGD4,C6orf203,ACHE,ATM,SEMA3C,PICALM,ARHGAP20,LTF,LOXHD1,BDNF,CDC5L,CLRN2,TNS3,MAOA,PPARGC1A,GDI1,GSTP1,CSMD1,WNT3,FMNL1,MEF2C,ATXN7,PPP1R3B,FEZF2,SLC2A3,SMEK1,MEGF10,FAM171A2,GIGYF2,RBMS1,BDH1,POU4F1,CPS1,TMSB4X,NOS1,NTRK1,ADAMTS20,TFAM,NQO1,TP53,CYCS,ACE,PDGFA,SNCB,DAPL1,DDIT4,CIC
ARID1B,96.95209106897889,60.300615908805725,6.101034761874217,4.025268339344279,4.7718001568104,8.782251295352964,10.69595306006073,9.701738094790755,6.634505239087446,7.574441000643816,0.0,7.8799509091662685,4.3796875018120005,6.143575599817467,4.420697645539406,90.0118959508685,4.167804422017483,4.5443691502578645,6.501754114396277,15.086772029171783,3.16430883609263,5.3985024924097615,16.889977084726297,4.769656821265173,6.253151149439731,13.549276692275527,5.293409781248755,8.88250399878649,7.12158518149397,7.006321722476258,4.049787157721298,5.91204637493675,7.606210591543714,3.5678358170123943,93.02040771530096,4.593670023457193,9.28909794270291,28.27331028784664,17.38560479122586,27.26671963725505,3.8267875436509087,5.817146132159706,4.907386979666384,6.753873513693236,5.415795175994958,63.18080595433429,5.856707518425424,4.099092325583882,6.905516473748804,38.551665055554196,11.120250422077703,4.978645125595364,5.397811559624216,5.843727599345286,3.5858354838390625,6.026424494598956,4.821727612776172,5.16718494576719,4.68325439635251,6.011869792012476,4.758779573016625,6.082621407356072,3.6147592085018942,6.75295582749564,10.380853858327583,6.406765053706366,6.386027089353547,8.506952193788948,4.080254167813536,13.229469912395075,6.610332609206978,5.70950259422122,12.250182246801984,5.843254577597946,32.80540739041342,7.954377454239449,5.6889214948083975,8.252178609196193,6.3965872072260765,16.794069539990574,9.586410821975562,5.050423518533151,11.141113091092393,18.558765600148888,9.949792804515027,5.502796471327315,5.806209763135072,8.84890455717013,9.309287045643686,87.40796758368447,5.972269117864599,4.214760810611409,21.91326812570432,4.9980212674926605,7.187251163746765,5.167388483923034,6.332191990574259,9.756514702461146
BCL2L1,89.78366523218071,53.55589656213024,5.235642919650047,6.916922113861915,4.150588686020598,9.322985829337554,13.840775497545394,11.739047567942237,4.640791281610916,15.22726734311479,7.8799509091662685,0.0,5.2283884327423635,6.657962348304977,6.206264617799519,78.26374436104777,6.4658342877794865,9.559162912667432,7.780035896471389,10.856916463770375,7.169601272543758,11.696235308228353,12.078635341984011,3.77619717459028,10.249277753362065,17.653247481583747,3.967315809665081,11.092433234958662,11.04038871249827,6.788132205752902,6.614100246948098,9.555905198407942,8.53066253859896,6.616331466291143,79.0019684476469,8.37748505274267,8.026188554966808,25.789573174417114,9.57538832270862,25.071530372493953,7.407890330949698,6.745482383020715,7.418556971917795,9.269215943094196,8.74112309475123,59.70185741124874,7.918731565667713,6.4070499266813385,6.822394497070491,33.671822826097724,15.63461405746503,7.078101485717298,7.492787639189487,5.136081015456639,5.920276941240971,6.053311678015092,7.742241067738732,5.77692943076508,7.039478282564858,4.9573289228701185,9.784132063834846,10.949947828398109,7.486644879855518,4.567687541429251,14.971418767723577,11.090707590832821,10.619616412692238,10.852422541187593,4.166878534136487,10.44488838716245,7.652018950412099,9.82132862949959,9.26175901986764,5.367265071408156,26.924842881807848,6.888160406129543,8.423107969984073,9.237494756021079,10.189307496874534,21.104281509830514,4.193887489427624,6.654550803592215,13.729771371315564,16.02452645779772,9.135196302532677,6.682914785809601,5.569482135830825,8.088449483120343,11.868376659835832,69.45509105502549,12.157509175929064,7.829669162785962,18.39402282406664,7.110724769643795,8.01371284781743,6.502258568049925,5.591185681376956,6.930343589903117
CASP3,94.1801004238125,57.685209532718474,4.4876424354131785,5.539735589990485,3.1953151101269697,6.338236799904948,9.00692996258364,6.854360925941776,4.613536284316112,7.12749143104638,4.3796875018120005,5.2283884327423635,0.0,3.8049721100469895,3.971639570942287,88.99352954631969,3.6657259553497283,4.432075090578721,6.520265604604091,8.964215319724858,3.6876892951733993,5.260151637651731,11.080203035089326,3.263187178868975,3.5483967628899933,8.903820806442283,3.484763452734896,4.757987200863752,5.744745892059214,4.178521050673069,3.6856758669815406,4.312331543170259,5.229841818325511,4.321042663125624,87.52409737474325,3.944220492024243,7.113906888142921,27.852652012866898,15.428485440323513,22.55295199894279,3.6341380848952696,3.634530852542113,2.8759181300742966,5.176314146877715,5.0372820292689795,60.72360839316026,4.600404944246932,3.2397928387000405,5.080899105559482,36.4200361138562,7.700195058935989,2.864470079600679,4.470568602445596,4.301259307714517,2.228462428324349,4.726519279487874,4.696517914355965,4.425432040266585,3.801956833160588,6.156002686458876,4.225932817069989,4.847682626258276,3.668229150692099,4.546120140485968,6.859635695468668,6.9597640354912045,5.176504863285615,8.103350083630133,3.1986236254006855,13.440625016521452,3.8167330063944434,3.656771647324703,10.379378222185196,3.4585476226603618,31.484983752051264,8.629764130608564,4.087943921479436,7.398784781491159,3.883945466794543,10.925688015003473,8.162856664632798,3.6570528152944632,9.365968557180466,17.308507710979555,8.527057600857702,3.241598181522491,5.569209635179774,6.386446472603595,7.743048042369296,81.684329469481,5.594928482122711,3.3289617220028873,19.945529184800805,4.254590879941915,6.119754441146924,6.66600259690658,5.795164810145806,8.385815122046822
P4HB,84.79704916249369,52.10852873872648,4.063747566538893,6.876844316313765,4.501077746720227,5.3343417223709935,7.442758815650706,4.327887202217454,6.599792170862429,4.951124711599505,6.143575599817467,6.657962348304977,3.8049721100470038,0.0,3.799102136069365,79.30224628680318,4.649291422142255,5.537266925860848,5.295704218115702,7.853820553257549,4.81175697237353,3.7881455592125235,8.048192772467274,3.1900422458526236,3.480779181854416,6.5637710690308495,3.9392463337485992,3.9643223438049233,4.321863021544374,3.5833124111896097,3.5051075626912507,3.02639070966336,3.766710002421547,2.711996506026537,80.04174858353693,5.5494853992702815,5.85442128406595,24.530121266241935,10.500551063120042,18.805402253322,3.173622877228212,3.8073553167038767,3.9836816251880123,3.6781957539798498,2.6439463936772256,56.137134229085035,5.538238650542127,5.6079889180332145,4.316726437777248,32.528967838848416,7.521539480062529,2.3180140964531972,5.334522560630603,4.222657371929756,2.8187512671314607,4.619508585971403,6.409629452939555,6.506786316599317,3.8259907074872217,7.087459068614464,4.579068691065601,4.450615795308465,5.933767309523375,3.3013944382058185,5.152800612804981,7.264220402869114,5.645861644396575,5.790533499951522,3.3029106500879664,9.604981301916183,4.79755869733097,4.040700816677116,9.89177214570725,3.9290914702304462,28.083597152096786,7.174224723871362,5.326256848645187,7.72928580144648,3.132823359396639,9.236146936851554,7.564818024553006,2.3590345168422573,7.25570996918529,12.641820861090679,7.507419170192492,2.5984469899743488,5.3024370783735435,5.066009962937869,7.1516217927035655,75.01054141743376,6.452441715895702,4.732325267624191,18.32122936911412,6.947974928311567,5.384940780481088,7.302340919370067,8.100176073020123,7.229038341276464
TUSC1,87.82695487755618,55.776828505233624,5.181549265671066,5.760574859681782,3.8449303203768466,6.246577333195759,6.861153495351516,7.65611193715614,5.0070275376454845,6.314115113677616,4.420697645539406,6.206264617799519,3.971639570942287,3.799102136069365,0.0,82.3437998455197,4.60545325464021,3.443920623650598,4.436315608805188,8.908233319693835,2.8359333562548272,6.241506533112471,12.169367860627233,4.231810706540998,4.304633473884735,9.718877216431935,3.1712240995024956,7.352832316072352,6.0299869971669295,4.748823722406598,3.9198939262822563,4.634294445567633,3.790500837668162,3.5630020453717464,80.74201111201648,4.269343090429928,5.437205592281856,24.102296303610842,10.381479018000476,22.504865858454707,3.615340305627967,3.8467109757408764,3.321332321338261,5.146042474245576,3.929287586204566,56.94151232897434,4.996688183753918,3.5879286261645973,5.727613157428891,33.13468965526093,7.732396083368286,4.427974394864236,3.5518120456159465,2.817745963299714,2.941549485003108,4.318273453536648,4.32090968496216,4.150163465481427,3.175072764080994,6.8999221626949065,4.026219295454439,4.763751018215402,4.826755596077547,4.996760314239367,6.946417255655064,7.421411772328938,4.167301080511805,7.759471144934537,2.9218864157874975,11.751233691910215,3.7535494425613933,3.884192053616232,10.185113615464246,3.161189223401635,29.3512047368894,7.000625041479111,5.605945188130505,6.023298043798377,5.08518450066137,12.847025564439775,8.815332624428379,2.9901932832214158,8.132954404327506,13.111610997153605,8.956010399784759,2.9910504471384343,6.054042471043132,5.510721176203646,6.900478020060831,75.3731644220477,4.016166439611723,3.6980522159085467,16.301899167799405,5.394741281869486,5.220584794858183,5.83655257856374,6.285026337793639,8.2172175075942
GBX2,32.52083340483088,15.719019185254211,86.83280149991188,92.72267056001002,90.06163234900046,78.36067293227305,59.09580660184909,78.79973591781496,85.75020698199754,88.34838683718223,90.01189595086854,78.2637443610478,88.9935295463197,79.30224628680318,82.34379984551973,0.0,87.96870625434693,101.25587909962022,68.57329481238114,64.88492473706637,77.39022645550173,90.72318174004542,53.952252234519875,83.60444549104707,96.18290182480351,88.22047708034691,79.55483910774618,82.05476286476485,88.53269006943563,77.70497944238221,93.73503507716313,90.95107737155453,77.69456569452691,86.72729921133217,10.592380993269103,91.34465080494536,65.20578519044349,29.281921717662442,54.44948582894622,41.118650304769915,90.89863166038495,81.63470106535127,91.3108135696373,80.26785995330457,77.38563415313504,22.78433822254243,94.55595030896441,86.31903832432002,72.28074161024679,19.901195067541693,80.72058650609071,80.63747831592926,78.86469925500151,80.1508332552207,86.64173308929244,68.54659517183299,95.82007311180129,83.61583022436494,85.73718061147966,94.13007382477221,97.59159383874524,96.89851652145964,99.0537530673482,75.70013846890762,81.47639495321303,106.64368658499845,96.6783112957273,67.53948221643262,82.01073880702822,51.95604786658467,73.63000950591314,90.03174942870285,54.405618554151346,78.51752925979989,26.37393293420459,59.58743875684664,92.48286686930513,75.93821289437781,100.0823662943786,107.20001813055936,86.21210655321957,85.89871238563902,87.57463945013765,41.680394562391314,60.8506878160305,76.88533862202044,71.96987085170477,61.432718046366716,81.64781847511395,72.41050779176149,101.47001955900154,93.77744393118658,36.83670892602058,103.12166171717686,65.28482970384076,87.00289215524643,85.85492874904949,61.44345870192282
CH25H,93.8082341423932,60.98026680616336,4.479029277086298,4.40833089939882,3.173565432496801,8.599224861140172,9.909498594668648,10.230957162549359,4.792730341844404,8.21386176273161,4.167804422017483,6.4658342877794865,3.6657259553497283,4.649291422142269,4.60545325464021,87.96870625434694,0.0,5.328444468952156,5.741727039422429,11.604021000053606,4.454617394827196,6.6782226048443505,15.47683817206648,2.4817821851038673,5.7626120368017695,13.481243910508866,3.697415179579096,8.592615865760806,8.105300576379634,7.254984086489387,2.8327326112083995,3.6572800762931053,5.179876956547091,4.149788686151069,88.6453451493516,4.331991835119908,6.25005972836648,28.636643342189856,15.799125799481956,25.449691889391588,4.256257001490823,5.5360694606020076,3.761150837363118,6.607701095892978,5.344746803542691,60.277318916283306,5.345304382516488,4.512503577105505,6.469465813001406,38.92646933979303,11.036227900072234,3.599294300641688,4.187416628948725,3.7635266960302545,3.635997591761736,5.144475820498556,4.181245791510435,4.237600716972892,4.6670068737721095,4.199576459285126,4.083731450475327,5.945066637425285,3.376219603554432,4.99669564242221,10.568889852104363,8.770014964237035,5.294912199552883,7.763836284910653,3.6723934296914678,12.935634897993438,6.382274045581866,5.132516975532283,11.585760843934352,5.327923486003655,31.845191406462632,6.380366865211855,4.825788987978413,4.816499469584912,5.434430356459032,17.074241758890466,9.039370813802364,3.929242676596715,11.355330192903338,16.897780708691286,10.481032190432515,4.0222168317730365,5.900738397151315,6.887561760790007,8.799340808461878,89.03120227670227,4.548602621232789,4.519916436119146,18.80709256209208,4.183610241662279,6.1941972108904935,4.679399894559879,3.623414980719417,11.253502658510811
TSEN15,106.63116236770978,69.73554374906465,5.825074752616871,5.793061768219161,4.986543726156128,7.449295494994445,11.441873252332982,9.427408790011668,6.781351188807463,6.376536180171826,4.5443691502578645,9.559162912667432,4.432075090578721,5.537266925860848,3.443920623650598,101.25587909962019,5.328444468952156,0.0,7.553088197228959,13.48678283322144,4.1888128937899864,5.40663859399595,18.126542094453384,6.148544018461976,3.4555691018276775,8.39071655813487,4.8302374108684205,7.416412681761358,5.486926243124515,5.945127647160575,3.8531245520324973,6.422815865259537,6.109832224455033,4.096229224283803,100.78022598085778,4.256312976454595,10.414346750567091,35.52357828493183,17.652046338565327,28.454167761227836,3.739062323821315,5.215557830780767,2.753413101667448,6.447313719472504,4.437919586945895,68.84730240274826,4.87873293533417,4.501214758833726,7.516226960844165,44.15883594239577,8.488563826827061,5.475391935324467,5.21131466701749,5.642090250979848,3.2443406737881304,7.813611152690868,4.663995400636864,5.194855395117912,3.159254712984108,8.446689564484643,2.762385182799534,3.7456186195165344,4.316358701617375,7.060920019275073,7.980181020396543,4.779947544942516,3.7647278918068707,9.732159993103608,5.091577273503674,18.53900766046513,5.439243971911253,3.019390177090287,16.097368242303588,4.89396467639898,38.05799318042827,12.376528394205849,5.627853280288633,9.478922346939385,4.864802303909215,10.696360631328105,10.00072987897201,4.161880499233504,7.719351570460276,21.657599745731375,14.01802255182514,4.913986745545003,9.435476189726145,8.394034696106331,9.063592541902239,89.81186458458575,2.7329413298369474,3.7066922496694588,25.041823338467992,4.204318876989092,8.508467109684062,6.507655874105197,8.203228983419379,11.27690143836358
HDAC9,70.09544676889573,41.89844038314544,7.108217264171657,5.6250541070163536,7.15468979333977,4.945424714508647,5.706014285172756,10.734442657271217,6.330198815457862,7.690999095119139,6.501754114396277,7.780035896471389,6.520265604604106,5.295704218115702,4.436315608805188,68.57329481238114,5.741727039422415,7.553088197228959,0.0,10.423751712201351,3.253488735857559,8.580485767122411,10.37773103126031,5.907185311181479,7.903844825031285,10.702184329933289,4.032207138697572,9.510713747826145,6.884317359988785,5.973357040570448,6.591698518672388,7.713010995574166,3.6366799582204123,5.165914181537971,68.92230633100328,6.392083541762986,4.182714571361203,20.489279422401722,11.8681293352073,15.877150614833084,5.944868096286967,3.690561897795874,5.696425300099463,4.421340693134681,3.511233083971632,45.61599767742254,5.672029365603095,4.36461977466368,5.492254641169751,26.059998854142066,7.525069423763796,6.598223107950361,4.412621685308409,5.419296975874886,5.539683691061043,3.9394778686020686,7.777916631201833,6.364745448662433,3.671155672118971,8.672033197352732,7.344393061704494,8.68492829930841,8.821703904289336,4.511082814785027,9.107741285185625,12.374136196250731,8.824237750726923,6.357646821430791,4.884298134004041,10.387517671336894,4.135279077198078,6.835848414364335,9.423076333287383,3.4378485400598606,22.197373055450157,5.774493867288982,6.384920386552096,8.502117508117323,9.211780197386133,15.548834003459461,11.085878400344143,5.269236283694397,11.76763897764053,10.744291409285353,6.546023071127053,4.170750050908083,5.874608037835003,5.5987667382865425,5.387527198453597,71.97756905720061,7.54381940497052,6.034309251268013,12.105392131155554,10.033840429592544,4.763360231336492,4.873943945428891,7.897406052907115,6.956727830212685
NR2F2,68.81548539784495,42.75334003912474,11.022039735484242,15.70706342836894,10.400148671677613,7.470061756629377,8.614889136591927,11.651283035328532,9.645791956315549,14.61128833760199,15.086772029171783,10.856916463770375,8.964215319724872,7.853820553257549,8.908233319693835,64.88492473706637,11.604021000053592,13.48678283322144,10.423751712201351,0.0,9.822115727699156,13.854551115655909,11.572073760400173,8.417686148330688,11.141205808066559,14.945067779311444,9.487229549580547,7.862164714114755,14.71408856542078,9.444021103740482,12.363873193913378,11.813388044497572,8.931246892911844,10.994297117178121,62.822108355487416,11.157591783455189,6.550413506076609,23.189685121023018,11.842487945331186,16.860098637804725,11.617951074540684,9.393413402674526,9.883673050095808,10.447906302326288,10.402717577572076,38.90579105419724,14.243740983862125,12.343630061797938,5.505213014295833,26.688584349084408,9.789117943479937,8.189014494181976,8.940778062513346,7.542887888007556,10.435449941103116,9.039681119716704,10.483145942343981,8.313385102980817,10.560507575741156,15.69837045396713,12.041730716338833,11.147122271596288,14.491834783114598,8.768937357692153,9.217305159628324,18.522299677670617,13.498120117921246,11.717038509311266,9.185824970220722,13.183514497777509,7.950426092304582,9.931734538442214,11.946405238759553,8.402118799249138,21.83885593549985,11.678318663103312,10.655894152553572,10.388843298153489,12.138255308389603,18.454815634426353,13.004184766184892,9.27181197329395,10.314747235317355,11.775726639658359,11.77695893984881,7.785821562068094,11.44097364433145,6.559590324663418,12.55627567287911,68.8678858816663,13.917772650829988,12.301054968812053,11.431673323744974,12.642413557193322,8.425609824649996,14.423712081301119,13.39788457588918,11.337150749371403
PRNP,78.69353652849782,49.26183092822157,5.532347518687288,3.822304026998154,4.858098815314605,5.966416553790054,6.6977533724761145,10.338339444301454,3.9292408272547448,5.481567059320923,3.16430883609263,7.169601272543758,3.6876892951733993,4.81175697237353,2.8359333562548272,77.39022645550173,4.45461739482721,4.1888128937899864,3.253488735857559,9.822115727699156,0.0,6.777350721483344,13.901903923208323,4.862621930459625,5.975440290858103,10.451604148943204,3.667134085429268,7.094679909191683,6.258843914672838,5.746055128292852,3.901735470246493,6.464091715996233,3.5663216345793387,3.9772680260169864,77.532087125429,3.6000861558788557,5.373618838540949,23.53032791089973,12.85010230956999,19.19884553873365,3.954806824460576,3.8949460756659278,3.167160224064858,6.044544129257389,3.2713531350413803,50.97535477033588,5.9717917024554765,3.0646450266184218,4.915070083495692,29.400372198326465,5.898979850157559,4.874804338951918,2.3652286144421737,3.8893423622586596,3.47118192898445,3.3388118228845656,4.438879157876556,3.2789279412037047,2.1547295746998714,6.483782808936752,3.7486520971547463,5.56634703729236,4.95279171892787,4.203990430567785,8.063141954028083,6.955990265032142,5.582017672236304,6.663122562398627,3.4831062180700485,12.216447538523852,3.023559333582881,4.080225660970257,9.16258474495919,3.8092064961527967,25.34272897432379,6.470227290617231,3.8945160765575224,5.882710008721091,7.0155434963558605,15.05224362561782,9.519917318138113,4.48030515095877,7.702469175914047,13.331891933382309,9.202145810828853,4.01306574612093,5.510149432002379,5.216581517343968,5.808188857981634,78.23769285750856,5.060363512631341,4.438533942264911,14.104897974939604,5.632795168211658,4.267871733389313,3.8689640877326923,5.067032560427947,6.814816815459835
PRRC2C,100.53363491106512,61.58697394753801,6.888465304616233,8.460242645047487,6.873326959106038,9.119969162989662,9.429883076365996,5.317423628828379,11.979075036142461,3.82647910633807,5.3985024924097615,11.696235308228353,5.260151637651745,3.7881455592125235,6.241506533112471,90.72318174004542,6.678222604844336,5.40663859399595,8.580485767122411,13.854551115655909,6.777350721483344,0.0,13.448373296722622,6.287899541176444,3.449024049757668,7.90534159204276,7.497865735001199,4.259949620551737,4.34651258877247,5.9986802342760654,4.494036344303765,3.1503920774558765,6.675544898700451,3.4945396475532107,92.9931309328297,7.460873134956387,11.159911902438239,29.72261998174818,18.417541907755037,25.03375635564126,3.047245611751663,7.255690510980116,5.153424955139087,6.155014655833298,4.8178843574306995,64.73792073380119,7.580659316354712,6.498338048296802,8.634203906255976,40.57903122558116,9.829383642353605,3.8589409090089077,7.108524168662996,7.298164224297295,4.303122479160379,6.987209342321364,7.122609750551987,10.058426692438928,5.757043643080749,10.069307600612433,4.85935492664791,3.9078822544974514,4.993213336464635,7.41109191310926,6.302235968803018,7.1025749446448,3.9495211101892664,8.517506598598771,5.766072001683369,13.28202639737819,7.610749278210136,4.639999055033144,13.4843900096443,7.0198423292001735,37.25828799769732,10.994963434281487,7.318143384583664,11.138109000124103,3.3405696898874453,9.150010411415707,12.183807880054815,4.1994837386533845,8.03934499454769,17.617876929272853,10.303248788799323,5.4443297848934264,7.874744180202811,8.913031122672294,7.880450930832751,85.58346070723437,7.180822105728396,5.586766854812737,24.445733558500535,7.988964474293198,6.971991658751904,10.174897353246706,10.460224073881648,11.194810674923076
NUAK1,69.39724739737787,31.097011302998993,13.112541444713997,18.17851042935979,15.820294913648127,12.509650814096887,9.510773577697421,7.816861058805614,16.598206302253516,15.186213095348108,16.889977084726297,12.078635341984011,11.08020303508934,8.048192772467274,12.169367860627233,53.952252234519904,15.476838172066465,18.126542094453384,10.37773103126031,11.572073760400173,13.901903923208323,13.448373296722622,0.0,13.576761730886943,12.610816407690635,11.148402877691154,10.844166040814088,11.199833691766969,12.087956926906827,7.663937463141792,15.569652887867704,13.816347534491655,11.539250682801878,13.448365125843253,54.417766894822535,16.247441637660273,11.841315985462899,13.399435149160183,10.221783827317921,12.080743197684455,13.332532031882806,10.071975474574316,14.733759860221454,9.70312461011548,9.950098688977334,42.633178352814014,14.738191231742007,13.156683448309423,10.776959784493386,18.378730393911184,14.507606569519027,10.240014491707711,14.580289283924088,13.784013197242729,11.04203910934055,10.016365833824892,19.775388623871294,16.27727332750686,14.14714623604064,19.382559361717057,17.687524801918187,15.609800622685867,18.403159996050675,10.422612050825393,10.727110023079405,20.890142079109893,17.691624399210156,11.180000817372388,12.494237406609017,9.619552605055958,9.225609800034192,14.702739489932355,9.671752681406218,9.108038387721791,18.53101552704456,10.444495921680442,17.352827404368014,16.67314359340918,14.343510127651626,17.538229997308065,16.653904588580616,11.480618949610943,18.950719294817418,8.488854234838016,7.402995099810255,10.381947299907722,9.814974464685605,8.580876623572834,13.572072958136602,57.92266894830931,20.558806946207852,15.316123699189518,15.592613103541652,21.100339880127223,9.196066066183931,18.632050356730275,19.084087736375437,8.60471943551292
HMGA2,90.6515732009966,58.0758337699488,3.87820550475287,5.099670205044518,1.7006106597561796,7.045069715837798,10.227371354382129,8.115654255174164,4.417563103718734,9.418132764045524,4.769656821265173,3.77619717459028,3.263187178868975,3.1900422458526094,4.231810706540998,83.60444549104706,2.4817821851038673,6.148544018461976,5.907185311181465,8.417686148330674,4.862621930459639,6.287899541176429,13.576761730886929,0.0,5.788930826222938,13.63470617804488,3.4481127963353373,6.874204641203804,7.912700515537281,6.347345051538198,3.4916149022416505,3.7586103784586697,4.985982363799636,3.6553945290364,85.28562978818805,4.928338291907465,4.774977459766475,28.49690896828959,12.20689690712122,23.80758428447355,3.7280306622233894,5.40191618095848,4.121967064733553,6.17123190310663,6.057865809454157,59.045337048651916,5.5746668030615325,5.709162751399347,4.363833737053383,36.28792094702065,10.702209813811166,3.11870491279673,4.546420994376078,2.534545140062761,3.5055727343398075,4.281408585282222,4.107097354350458,4.1503244016094385,4.5420890624017005,4.13409125842098,4.898808961896762,5.291489251323171,3.7796755090004126,3.4925383563498116,9.97734447656778,8.78466310394117,5.532952182801793,8.335289429439754,1.522483821230864,10.079438611964193,6.932336463747404,5.322399764826756,10.01030976627679,4.899981148705294,30.79072033506786,6.374456728760052,4.1552065575433375,5.111273844377266,5.299202327459895,15.783987497109777,5.197415415373328,3.413295624719268,9.424851351910391,15.515554613197608,9.081412763739152,3.034074144180991,5.073820332916426,6.174747807355672,8.845560669688538,81.49204869752329,6.132044093138688,3.8721649620442093,17.84562325515786,3.7280600287189714,6.661646318119139,5.041153990322698,3.8473169911848686,9.000634964603464
PCDHA3,102.42423325913347,64.07942688451146,5.999048627892989,8.036036436736993,5.446012177877094,8.540186692179361,9.439971152038737,5.850599713488265,9.135582136006747,4.721229860520907,6.253151149439731,10.249277753362065,3.548396762889979,3.480779181854416,4.304633473884735,96.18290182480351,5.762612036801784,3.4555691018276775,7.903844825031285,11.141205808066559,5.975440290858103,3.449024049757668,12.610816407690635,5.788930826222952,0.0,5.573821525795495,5.557582434358608,3.39067235617901,4.809020297873957,4.7715055537337605,4.366217931181609,3.851890550413259,5.6298374289222295,3.714875879814656,97.33740094248233,5.198803799479492,10.055243778237184,32.58300233801785,16.78181266796969,24.922968755673224,2.574098074048919,4.614303747062252,2.8865095080958554,5.594201822043232,3.94815006227347,66.12134812012854,5.598562597203426,5.589658937873679,7.309458151899236,41.293591273962875,6.962960805716648,3.7341634150511425,5.551038074378027,6.269849712288533,3.4684729249927955,7.489842274220393,5.672771473359887,7.2880506087321635,4.317422381985693,9.351182914260278,3.342248250732524,3.369742780181184,4.8748744147922025,6.692878749862018,4.211922172174866,6.025685454103268,4.165974961494555,9.364949465099727,5.040815011026126,16.935195069338505,5.129452567216248,3.076981709235355,14.681836967075355,5.024739800933105,37.860775628791146,11.915719829418435,5.48749554148128,9.890334746623324,2.4372166320516158,7.611477611376841,10.783387514214212,3.508026848524935,7.624060837377925,18.259727958114098,11.276580289900352,4.114728584153539,8.255601218823756,7.9399542742356175,7.8852796263244045,84.78593625875695,4.539760940960207,4.128620817968596,24.06975088302704,6.02699006255267,7.012425072637598,10.278278883086443,10.04189395995752,10.39693728965483
KSR2,92.32274761357411,54.907745739892505,12.652925655495466,16.323129496906432,13.709258451553893,10.224736791779208,10.149533761493018,7.1774983549366596,16.40116374366724,5.308045255291518,13.549276692275527,17.653247481583747,8.903820806442297,6.5637710690308495,9.718877216431935,88.22047708034688,13.481243910508852,8.39071655813487,10.702184329933289,14.945067779311444,10.451604148943204,7.90534159204276,11.148402877691154,13.634706178044894,5.573821525795495,0.0,10.27623594159138,6.244318535278438,4.2797947072971,6.272845195337851,10.686063647981086,9.176562720724064,9.563205191172045,9.052827654470718,87.71582030967147,11.943199027347816,15.440751778878564,31.967142420288923,19.66881870840632,18.669473676124795,8.038754512796487,8.509828217738345,8.603473338795993,7.496910826463562,5.534947679871863,60.59065239390853,9.8834176623985,10.89051672926584,11.122242584917359,37.75343590177482,7.1818354434137746,8.908342117282615,12.023845157654932,14.201714861588869,8.237774083081831,12.12451284893325,14.714395204298285,15.360819448556384,8.244399951743958,19.710020244972043,9.653008778214911,8.570928736558528,14.233621737855685,10.43230728866206,3.7041771160817802,11.851266595729044,9.589019549763634,11.016086103078777,13.049407023355002,20.28825770458124,6.563299154391103,6.882953995872953,17.72655735899002,8.751883603828787,35.77767249933379,18.201567793974448,11.620482169546108,18.23053371001933,6.907847886247623,4.731444234098973,18.310141238141114,9.269721506608846,12.90968146643749,19.054422706007728,12.563516562632998,8.014241489432976,14.176125964534208,10.87505686758658,9.487838570201234,79.85370042118583,11.062384090141677,9.186292944316307,26.769717998346266,15.544465674691367,12.054600558061338,17.677504336305503,19.498854158551296,12.131067760447365
