,GABRG3,EPC2,SEMA3C,CH25H,ACE,ATXN7,NTRK1,GLIS3,KSR2,EFNA5,NR2F2,FEZF2,ATP5C1,CPS1,ADAMTS20,CIC,POU4F1,CCDC85C,PICALM,LOXHD1,RUNX1T1,YAP1,TP53,DDIT4,SETX,WNT3,RBMS1,BMPER,EGR2,GIGYF2,ARHGAP20,MEGF10,BDH1,TSEN15,RRAS2,PDGFA,JPH3,ATM,LTF,PPARGC1A,ARID1B,HNRNPA2B1,FMNL1,PPP1R3B,HMGA2,CASP3,SLC2A3,TFAM,BCL2L1,FGD4,TMSB4X,PRNP,NOS3,CDC42EP3,SPAST,XIAP,TUSC1,SNCB,GSTP1,CSMD1,FAM171A2,SHC1,CLRN2,CDC5L,control,FRMD4A,MEGF6,IGF1R,GRID2,C6orf203,CCR5,P4HB,BDNF,CYCS,BCL2,PPP2R2B,GDI1,PRRC2C,ACHE,NOP56,PCDHA3,DAPL1,SMEK1,NOS1,MEF2C,TNS3,SERAC1,HDAC9,MAOA,INSR,GBX2,SOX5,NUAK1,GPR156,NQO1,GSX2,TTBK2,HECW1
WNT3,0.0480585140306129,0.06866450892857223,0.0896531568877581,0.24692104591836994,0.4164205994897969,0.15264837372449236,0.31247697704081645,0.28348641581632883,0.021425350765309048,-0.05614706632652933,0.4247379145408168,0.5070584821428596,0.24139107142857164,0.31541737882653287,0.3403823341836745,0.31613204719387866,0.6490847895408169,0.45030500637755466,0.4177267538265319,0.19860000000000078,0.3036376594387775,0.322580006377553,0.439099394132656,0.4800524553571428,0.5761174426020439,0.0,0.2451725446428572,0.07926884566326997,0.4060188775510216,0.32163654336734737,0.4412386479591852,0.3805287946428564,0.30125883290816446,0.20796712372449022,0.18677276785714447,0.24397940051020583,0.2576991709183698,0.37959445153061466,0.4039080357142879,0.2701354272959211,0.04883195153061237,0.1644378188775537,0.2783743622449002,0.22488549107143108,0.1322905931122449,0.04354961734693852,0.04328887117347158,0.1796319834183695,0.14175551658163066,0.14799700255102088,0.07650663265306257,0.01471409438775595,0.13122707270408362,0.32691463647959296,0.2804726084183695,0.2737708864795927,0.07530921556122294,0.3430193558673498,0.15007503188775573,0.08587420280612434,0.13984193239796028,0.09758979591836692,0.1933745216836762,0.20843711734693926,0.17745956632653126,0.1621384566326558,0.3538553890306151,0.27177595663265386,0.2542967155612246,0.2963923150510226,0.16636256377551284,0.2094512436224516,0.13968459821428958,0.2953478635204103,0.2359722895408165,0.22857088647959323,0.24978622448979415,0.07921913265306202,-0.03526552933673344,0.05454170918367396,-0.044120567602041305,0.10052388392857203,0.19078874362244846,0.04538912627551106,0.18078239795918627,0.038468781887756265,0.14386198979592102,0.035984789540819406,0.06858306760204158,1.6065954400510236,1.0999948022959192,0.825585172193879,0.524449107142857,0.6425186543367367,3.548242889030613,2.104328762755104,2.47879811862245,2.611131345663267
RBMS1,0.26054563137754627,0.11537037627550717,0.269618399234691,0.27682691326530495,0.37710459183673173,0.14963392857142743,0.37734534438775036,0.3693985331632632,0.059595280612244395,0.09636973852040498,0.2890547193877513,0.3813768494897918,0.3754000637755084,0.47909512117346864,0.3544350765306099,0.2685504145408135,0.19574221938775338,0.3508030612244877,0.34360293367346806,0.2622746173469359,0.07232008928571254,0.2020718112244868,0.4468661989795919,0.5381942602040777,0.48643112244897857,0.2451725446428572,0.0,0.3828137755102041,0.33527630739795455,0.22890491071428265,0.22579451530611827,0.268731536989792,0.28684907525510006,0.1369136160714266,0.2073145727040817,0.06171651785714083,0.24678628826530513,0.4027362563775494,0.32122796556122246,0.12293660714285792,0.11027375637754666,0.15866243622448906,0.1694739795918334,0.27818979591836523,0.1946073979591798,0.1533898596938741,0.2724931760204079,0.16456128826530403,0.12201294642856553,0.07212161989795618,0.029753124999995606,0.13740589923469138,0.09708606505101969,0.339868941326527,0.1031956632653035,0.16735644132652716,0.21661977040816005,0.31137991071428317,0.28563714923468986,0.11426132015306045,0.21397123724489653,0.1831066007653046,0.24650070153061243,0.1920226721938736,0.3064357461734666,0.2944786989795922,0.15967219387755094,0.3262958864795884,0.11036039540815956,0.31061224489795514,0.19049186862244483,0.19148836096938382,0.21479827806122387,0.17246466836734697,0.2928484693877529,0.26940175382652853,0.3784264668367321,0.24451406249999685,0.22346221301020286,0.2515272640306083,0.29324467474489424,0.2808250637755094,0.16196804846938484,0.1416074936224483,0.17817576530611845,0.07543246173469242,0.02492254464285537,0.12451565688775368,0.004207684948978496,1.6733216198979566,1.452474107142855,1.0578144770408127,0.6210315369897952,0.7735338966836718,3.3962221938775485,2.272626817602042,2.545421173469384,2.654641900510205
BMPER,0.26417161989796156,0.22359636479592027,0.176519387755107,0.36782946428571783,0.39306808035714447,0.3056333545918388,0.28628539540816256,0.24113077168367525,0.08454783163265667,0.025441039540819332,0.6425682079081643,0.6938356505102075,0.6117229272959186,0.6761070471938808,0.49412512755102256,0.482360778061226,0.5009650829081664,0.3161899872449023,0.12754454719387986,0.15659591836735132,0.18436170280612352,0.18977904974490123,0.034870312500004275,0.17522337372449037,0.1334383609693912,0.07926884566326997,0.3828137755102041,0.0,0.03220229591837054,-0.015281600765304049,0.05272206632653287,0.10388565051020571,-0.002418686224485711,-0.025147895408162313,0.015098373724494962,0.0916096938775528,0.14108883928571814,0.01018255739796281,0.15656801658163566,0.15906103316326892,0.17900599489796143,0.1148056122449006,0.22134684311224895,0.08628765943877781,0.004466198979594438,0.037072098214288474,-0.08144177295918098,0.09909508928571498,0.09234205994897948,0.056871045918370555,0.031116613520410397,-0.0019696747448971763,0.06128705357143005,0.05865586734694084,0.21356540178571848,0.05445899234693918,0.06283325892857228,0.15745902423469715,0.041177200255104296,-0.06077519132652931,0.018953475765306038,-0.06072522321428586,-0.03283268494897307,-0.05236540178571225,-0.08776951530611754,-0.1272624999999934,0.13597161989796192,-0.007760937499998732,0.032462946428571726,0.02509917091836833,-0.0716540178571421,-0.0047637755102023505,-0.06346948341836267,0.047010969387759616,-0.0015677295918337109,-0.05359725765305967,-0.03877723214285567,0.1013197385204112,-0.04047742346938499,0.01811106505102167,-0.06781527423469313,0.02929948979592112,-0.013963775510200449,-0.003829017857139405,-0.021790433673466225,0.044861575255104924,0.05194228316326743,-0.0581239795918318,0.0288086734693902,2.0246616709183716,1.902798533163267,1.411656090561225,0.8940309630102075,0.923925510204084,3.990580994897961,2.8936293686224523,3.233873724489799,3.0031132015306152
EGR2,0.38572321428571144,0.20442920918367236,0.25588816964285854,0.46678730867346907,0.26830092474489753,0.3185568239795895,0.27389948979591416,0.23599017857142712,0.11545255102040919,0.21192075892857076,0.4064026147959172,0.5610825573979579,0.6724963966836732,0.7418227040816348,0.4270189094387753,0.4439248724489797,0.28088542729591737,0.22674001913265407,0.13181957908163078,0.2490568877551027,0.15007579719387643,0.2453103316326537,0.05246565688775817,0.20391246811224484,-0.02266785714285824,0.4060188775510216,0.33527630739795455,0.03220229591837054,0.0,-0.11742219387754993,-0.10636383928571469,0.07167630739795605,-0.029804591836734673,-0.02241973852041035,0.09753746811224673,0.060744100765303344,0.07546387117346853,-0.06425959821428684,-0.06134757653061307,0.14733450255102198,0.25011383928571185,0.08946970663265219,0.11293437500000003,0.07785331632653225,0.06772091836734795,0.06677681760204024,0.06978013392857108,0.10995137117346943,0.14754677933673221,0.025577327806121986,0.1348853954081619,0.1116631696428545,0.11298083545918303,-0.0008206632653067203,0.11079043367346841,-0.027451913265307937,0.13709266581632384,0.10522780612244986,0.1368147321428541,-0.04681734693877537,0.017105070153059287,0.03009355867346919,-0.002118590561222433,-0.13367318239796155,-0.03707260841836657,-0.03449528061224427,0.052401339285715665,-0.03182028061224429,-0.09844483418367567,-0.07283829719387747,-0.024125860969387958,-0.04894186862244965,-0.0806882015306094,-0.028640561224488437,-0.003866135204084742,-0.02595660076530848,-0.015703762755105544,0.24650102040816257,0.1871944834183683,0.21076422193877242,0.19059882015305973,0.15225577168367366,0.029347193877550026,0.17440382653061093,-0.018035714285716153,0.1584959821428562,0.07394700255101938,0.023388552295918075,0.07561651785714396,1.8950695153061208,2.008518877551019,1.4545717474489788,0.9898888073979588,0.8930146045918352,3.7308325892857113,2.7210340880102066,3.09145031887755,2.7674085459183697
GIGYF2,0.3517252551020409,0.2273671875000023,0.24243239795918647,0.37815184948979663,0.2854435905612256,0.31130261479592036,0.3047077806122438,0.1912750318877574,0.04997021683673708,0.15721342474489752,0.5076562181122419,0.5899799107142876,0.6223640624999991,0.7049997448979628,0.46449438775510465,0.4413534757653075,0.22726871811224747,0.19781862244898107,0.056143494897959556,0.19030580357142846,0.07944815051020271,0.11162643494898106,0.01030051020408429,0.16657857142857324,0.01791543367346904,0.32163654336734737,0.22890491071428265,-0.015281600765304049,-0.11742219387754993,0.0,-0.11431492346938654,0.031883035714283636,-0.050222863520406946,-0.0859098852040816,0.04400825892857263,-0.0074694834183688386,0.08032528698979569,-0.045588807397958675,-0.026684598214284705,0.10695998086734981,0.21523775510204146,0.08011237244898162,0.14547547831632812,0.08474441964285795,0.03660420918367535,0.02211948341836667,0.050952487244897426,0.10464872448979712,0.09444569515306078,-0.02042531887755139,0.06389837372448959,0.013518335459185238,0.04091568877551133,0.035500127551021166,0.08043309948979704,0.003606377551019335,0.1461790816326527,0.1297704719387749,0.11788552295918464,-0.0715496811224483,0.0295102359693864,-0.039071588010205716,-0.06755092474489643,-0.09936489158163297,-0.05815181760203991,-0.07604323979591676,0.012272130102042311,-0.03724167729591876,-0.05536154336734711,-0.06269094387755203,-0.03160507015306102,-0.055880452806123415,-0.09406741071428293,-0.04087289540816208,-0.03666409438775453,-0.04841080994897773,-0.01291734693877622,0.12656243622448926,0.06557621173469386,0.10272251275510058,0.10696023596938709,0.10485000000000078,-0.008878890306121434,0.07121524234693943,-0.07594461096938865,0.05812927295918335,0.05149123086734697,-0.031773469387754716,0.002002933673470153,1.9607496811224507,2.0345537308673496,1.4297159757653048,0.9699345982142873,0.9289728954081653,3.8453252551020416,2.7831642538265324,3.186361734693879,2.8743043367346957
ARHGAP20,0.48274454719387627,0.37588022959183753,0.3912891900510207,0.5012977040816331,0.4234769451530589,0.41141721938775433,0.445738010204078,0.261977136479592,0.21640044642857248,0.25432802933673493,0.5172067602040791,0.7111538903061216,0.8338927295918364,0.888867474489798,0.5992839923469386,0.5633165178571424,0.21466926020408117,0.17191760204081774,0.04491434948979389,0.1623704081632642,0.04168619260203954,0.12616916454081561,-0.005652072704078748,0.09219005102040612,0.17144410076530647,0.4412386479591852,0.22579451530611827,0.05272206632653287,-0.10636383928571469,-0.11431492346938654,0.0,-0.012091422193879708,-0.04036763392857168,-0.06353903061224742,-0.02183807397959292,-0.03166112882653138,0.1860461415816328,0.06870860969387849,0.0487331313775492,0.11388552295918508,0.26459298469387704,0.14481603954081557,0.18860883290816233,0.23002152423469546,0.11134693877550816,0.1129059630102045,0.12104990433673457,0.20262582908163118,0.1097446747448938,0.0313299107142857,0.134522353316326,0.14327669005102095,0.14253341836734812,0.17818348214285606,0.13851332908163094,0.07588191964285684,0.2210436862244869,0.2415163265306095,0.09207200255102066,-0.03771788903061335,0.08150140306122111,0.011580516581631173,-0.014848820153058995,-0.09759716198979618,-0.016046588010203422,0.01970573979591883,0.03898048469387838,0.07146042729591606,-0.007168813775514593,0.03281741071428357,0.029122034438772815,-0.010429910714288226,0.011731568877552334,-0.0077426658163251005,0.03105676020407877,0.0065975446428563345,0.05186913265305826,0.17055047831632564,0.13087206632652837,0.24993086734693648,0.2143857780612226,0.15253647959183603,-0.029973660714286865,0.07443922193877306,-0.04186750637755132,0.1196891900510213,0.022426147959182074,0.013853635204082337,0.02389566326530712,2.2536580357142846,2.273448022959185,1.6758821428571409,1.1362898278061202,1.0633218749999997,3.9762054846938764,3.157997608418368,3.5587169642857113,3.130068941326531
MEGF10,0.4152940688775484,0.37861100127550706,0.26807777423469226,0.21955660076530492,0.2585092793367316,0.2618354910714267,0.37973596938775245,0.13193447066326236,0.1999827806122454,0.2213900510204052,0.46609065688775075,0.6655455994897927,0.6800735012755066,0.6600169961734696,0.45833976403060994,0.7537582270408123,0.23808440688775256,-0.004509438775510688,-0.048543941326531836,0.03335117984693703,0.07812165178571107,0.0657327487244892,-0.04069317602040634,-0.03580417729592256,0.31540143494897777,0.3805287946428564,0.268731536989792,0.10388565051020571,0.07167630739795605,0.031883035714283636,-0.012091422193879708,0.0,-0.060260299744900436,0.006838616071426884,-0.08195261479591842,-0.04163348214285989,0.3348409757653048,0.2871878188775483,0.09157015306122318,0.13424441964285627,0.24122688137754622,0.17527337372448848,0.21038022959183422,0.20292885841836572,0.09272614795917988,0.14123985969387398,0.15758380102040626,0.11142066326530475,0.14995200892856708,-0.006303380102044898,0.11973281249999879,0.10240121173469063,0.06182356505101971,0.056818941326525874,0.19327222576530367,0.17612206632652772,0.24719945790815956,0.2710970982142822,0.12486527423468985,0.06904257015305859,0.042914987244895286,-0.006188711734697705,0.0972585140306137,-0.041660140306124305,0.025693558673468786,-0.040016613520409194,0.11679406887754773,0.12805057397959096,0.06761039540815972,0.13380130739795604,0.16129811862244559,0.07681023596938452,0.06923734056122477,0.1780818558673456,0.16248440688775112,0.12002831632652722,0.14487334183673006,0.06880781249999757,0.09302783801020098,0.23990226403060788,0.17807592474489375,0.03431100127550657,-0.07749288903061569,0.016530931122447967,-0.03313985969388078,0.09924339923469283,-0.019100892857144558,0.03213440688775293,0.045332684948977686,2.0389731823979567,2.0484506696428557,1.4479426020408148,0.9622159119897944,0.9033088966836722,3.892211256377548,2.9428721301020406,3.166450860969384,2.910437213010205
BDH1,0.2875037946428538,0.31481603954081727,0.21301718750000198,0.31833663903061193,0.29345650510203924,0.3295592793367348,0.3586644451530603,0.2137816964285708,0.10936125637755367,0.20569508928571345,0.5420675701530584,0.642774075255101,0.6247347895408151,0.7443642219387758,0.4206104272959177,0.6307945153061212,0.34888632015306165,0.18024403698979796,0.01686578443877451,0.12767809311224632,0.07613606505102055,0.15993153698979512,-0.05713032525510009,0.06116961096938667,0.21855022321428663,0.30125883290816446,0.28684907525510006,-0.002418686224485711,-0.029804591836734673,-0.050222863520406946,-0.04036763392857168,-0.060260299744900436,0.0,-0.07016572066326532,-0.05591632653061218,-0.004798756377553559,0.11864445153061176,0.11023973214285832,0.05338300382652861,0.13743695790816624,0.11431629464285464,0.058906536989796976,0.043349330357141724,0.08615420918367356,0.0362530612244889,0.01892302295918391,0.0711997767857131,0.09128507653061213,0.011275797193876613,-0.024946779336735503,0.038975350765307226,-0.013781250000000966,-0.01984483418367411,0.057831792091835865,0.20247726403061428,0.056628667091835894,0.13802949617346627,0.12581776147959012,0.045007812499999744,0.0097632334183686,-0.06340028698979694,-0.08722742346938972,-0.029919260204078313,-0.0995676020408176,-0.10924827806122472,-0.09485845025510109,-0.015789955357140784,0.022614987244898188,-0.00562987882653232,-0.021701466836734795,0.034471906887754145,-0.03906128826530697,-0.039593558673468365,0.021597831632652387,0.02879725765305885,-0.041138520408162904,0.01528931760203811,0.08112066326530609,0.01879693877550892,0.08610417729591902,0.02966221301020333,-0.05331521045918386,-0.0747691007653053,0.020334406887753786,-0.04754575892857282,0.06505468749999999,-0.01999897959183805,-0.010341804846937919,0.04519709821428464,2.139771970663265,2.0268619579081655,1.3805992028061205,0.8777975127551016,1.045984247448981,3.9881881696428554,2.910055293367348,3.3817902742346924,3.170420376275512
TSEN15,0.37780427295917995,0.269244642857144,0.2773598533163284,0.3550308673469402,0.3879710459183663,0.3208878826530608,0.39402898596938485,0.261622799744897,0.06670548469388038,0.14626744260204028,0.5260242984693839,0.6485417410714263,0.6431337053571422,0.7594225127551031,0.527101530612244,0.5563574936224498,0.19671804846938734,0.0753273278061215,-0.010352487244897901,0.06219419642857282,-0.04384783163265382,0.004366390306124401,-0.056165784438773514,0.05101383928571224,0.271400701530613,0.20796712372449022,0.1369136160714266,-0.025147895408162313,-0.02241973852041035,-0.0859098852040816,-0.06353903061224742,0.006838616071426884,-0.07016572066326532,0.0,-0.03271584821428597,-0.06897640306122454,0.15789024234693905,0.1346527104591857,0.09040379464285664,0.04803899872449158,0.12355114795918354,0.1432054528061233,0.09262637117346983,0.1223062499999994,0.06803322704081438,0.05062350127551163,0.08337994260204162,0.08458867984693974,-0.015367474489798028,0.002184948979591539,0.03147739158163354,-0.012410459183673339,0.01396970663265229,0.11363539540816348,0.25953086734694075,0.1173135204081639,0.1702268494897936,0.24552292729591763,0.012836415816327218,-0.07229566326530446,-0.0039841836734701985,-0.06440507015306096,-0.042498469387751925,-0.09494524872448906,-0.08320717474489747,-0.034137659438775,0.05131052295918259,0.07980452806122251,0.02627997448979258,0.06337869897959081,-0.02656667729591966,0.029532940051021583,-0.005300892857141193,-0.0008548150510190311,0.06513679846938736,-0.0014974170918389262,0.08534448341836587,0.11016645408163228,0.04929429209183667,0.04332496811224473,0.054267378826528656,0.033327455357143876,-0.06644987244898104,-0.06635573979591847,-0.06684215561224427,-0.02521514668367253,-0.0033360012755085933,-0.11449132653061156,-0.03228054846938733,2.1374849489795906,2.1150874362244902,1.5050653061224466,1.02806986607143,1.0453581632653055,3.987973022959183,3.0795370216836755,3.338412627551019,3.1847146045918393
RRAS2,0.3220021045918351,0.370200286989796,0.26078737244898065,0.32020838647959415,0.4044345025510214,0.30824508928571426,0.44686119260204116,0.15802531887755222,0.17607362882653455,0.17965746173469554,0.5422908801020387,0.744128635204083,0.6492330994897948,0.7263156568877562,0.5362384247449015,0.6931303252551029,0.3064861926020441,0.07482203443877644,-0.0508655931122437,-0.040787659438773716,0.04259843749999881,0.04465484693877819,-0.010944515306118063,-0.009086766581633654,0.4216047831632661,0.18677276785714447,0.2073145727040817,0.015098373724494962,0.09753746811224673,0.04400825892857263,-0.02183807397959292,-0.08195261479591842,-0.05591632653061218,-0.03271584821428597,0.0,-0.04505982142857157,0.2450943239795933,0.31197866709183764,0.1422688137755106,0.09135401785714592,0.13755835459183707,0.16106890943877872,0.2007070153061239,0.2141931441326541,0.07003262117346942,0.09169320790816471,0.10395277423469551,0.11508026147959427,0.0634491071428549,0.007699968112245159,0.06685334821428768,0.017965497448981793,0.05413785076530786,0.20258791454081582,0.22087088647959519,0.2271847895408161,0.2156590561224494,0.28271138392857154,0.0313108099489785,0.026659980867348665,0.05796833545918467,-0.06149942602040959,0.03692279974490198,-0.012948979591834942,-0.03871090561224477,-0.03279139030611944,0.13469741709183936,0.15136485969387792,0.07670749362244855,0.11264371811224372,0.10643584183673482,0.07555108418367595,0.06300631377551369,0.15414926658163353,0.1589893176020425,0.06017228954081588,0.10885637755102096,0.00677209821428626,0.015788998724490355,0.10797123724489843,0.061185522959185334,0.00022841198979861588,-0.10953954081632666,-0.05396259566326478,-0.009513073979590558,-0.0062423150510184655,-0.049992857142854064,-0.05804818239795573,0.008431345663266754,2.217971843112247,2.011697767857143,1.4093022002551034,0.9708348852040825,1.0059591198979607,4.0227192920918355,3.082936415816331,3.323305771683673,3.2016202487244936
PDGFA,0.3881337372448943,0.34354754464285797,0.3063815051020402,0.2954025191326508,0.3805755102040784,0.2551329719387745,0.45352720025509896,0.2943991390306113,0.13422713647959128,0.18865003188775198,0.43696782525509903,0.6594149553571427,0.6471475446428538,0.7066597895408169,0.5517231823979589,0.5892338329081603,0.1459490752551016,0.02382866709183773,-0.018177710459184482,-0.021163839285714303,-0.06390742984693887,0.008172417091834916,0.03406680484693858,0.04125267857142845,0.3388067283163245,0.24397940051020583,0.06171651785714083,0.0916096938775528,0.060744100765303344,-0.0074694834183688386,-0.03166112882653138,-0.04163348214285989,-0.004798756377553559,-0.06897640306122454,-0.04505982142857157,0.0,0.19716345663265322,0.2463227997448989,0.11813169642856991,0.0814622130102034,0.11453686224489701,0.14589116709183791,0.12704021045918168,0.16925133928571334,0.09716894132652953,0.05829046556122286,0.15041878188775293,0.0995415816326517,0.0592073022959152,-0.009009024234694962,0.054653730867345374,0.009578380102038153,0.021528858418365715,0.21140860969387631,0.17095251913265308,0.19529142219387552,0.2449110012755078,0.2784961415816323,0.07802056760203868,0.025299426020406912,0.03380309311224394,-0.06725373086734976,0.07150911989796072,-0.032604846938777854,0.04395353954081749,-0.02246757015305967,0.09444623724489709,0.15781211734693734,0.023668813775508113,0.1303097257653043,0.10761903698979403,0.030249904336733024,0.02283325892857313,0.14254964923469338,0.13256313775510087,0.07500860969387624,0.14280519770407984,0.057100605867347554,0.07047375637754882,0.16588880739795897,0.14617028061224424,0.0635787946428561,-0.06428603316326686,-0.025771588010206514,-0.004590816326532021,-0.01512943239796094,-0.04187059948979588,-0.039605612244898225,-0.032262021683674647,2.182959725765304,2.0839903380102047,1.4536838329081618,0.9830524553571429,0.9971141900510183,3.969666549744895,2.9433117984693897,3.1364030293367335,3.1335956313775526
JPH3,0.15075350765306084,0.13438294005102236,0.22964971301020398,0.46133478954081575,0.3746593431122438,0.3073574298469399,0.33427822066326307,0.34855797193877436,0.04309378188775703,0.17540573979591656,0.5079797831632629,0.5105909757653055,0.4843095025510209,0.6203826849489822,0.3587117028061222,0.30262235331632503,0.40684384566326415,0.5808000000000018,0.4040029974489787,0.4370778061224492,0.3053529655612248,0.4794859374999998,0.3332865752551051,0.5991927614795909,0.15714837372449075,0.2576991709183698,0.24678628826530513,0.14108883928571814,0.07546387117346853,0.08032528698979569,0.1860461415816328,0.3348409757653048,0.11864445153061176,0.15789024234693905,0.2450943239795933,0.19716345663265322,0.0,-0.0031168048469378817,0.14350771683673536,0.23549917091837003,0.07914882015306013,-0.005920312499998914,0.0604209183673472,-0.0256476403061221,0.07689496173469301,0.04307898596938742,0.07814792729591957,0.10641916454081723,0.1324645727040803,0.04422324617346973,0.0998000637755112,0.025566900510204604,0.016195503826530455,0.13869556760204027,0.17416603954081822,0.032367442602039276,0.03955264668367242,0.029759661989796626,0.26826846301020346,0.11173013392857278,0.0029463010204064943,0.09929885204081579,0.1172163903061243,0.07900867346938689,0.10384830994897953,0.10350220025510382,0.0742550701530611,0.024747512755102008,0.014452646683670523,0.0038935586734698546,-0.01453150510204182,-0.007145950255100786,-0.011221970663264358,0.0018366071428559394,-0.044374904336734744,0.03995963010203951,0.05791871811224425,0.20006725127551128,0.1349857142857136,0.058002327806120135,0.1073384885204085,0.17990481505102096,0.1705696747448986,0.21343255739795808,0.194243016581634,0.22811533801020545,0.19300542091836803,0.07477822066326745,0.09717806122448813,1.8772107461734695,1.6253585459183668,1.1857879783163252,0.6611722257653074,0.8868777104591832,3.6766269451530604,2.366097193877554,2.8091259247448956,2.6347341517857163
ATM,0.300175350765306,0.1516563456632678,0.277919993622449,0.5180566326530638,0.32710306122448785,0.34543083545918307,0.25452037627550794,0.3476876275510232,0.10208906250000283,0.13295883290816413,0.5451219387755089,0.5788440688775509,0.682889158163265,0.7460435905612268,0.4408726084183687,0.2723551339285706,0.4821281887755102,0.622587468112247,0.3903592155612259,0.5162043367346971,0.35922793367346983,0.4765468431122457,0.19017248086735172,0.556472417091836,-0.0962000956632636,0.37959445153061466,0.4027362563775494,0.01018255739796281,-0.06425959821428684,-0.045588807397958675,0.06870860969387849,0.2871878188775483,0.11023973214285832,0.1346527104591857,0.31197866709183764,0.2463227997448989,-0.0031168048469378817,0.0,0.03590924744898061,0.307047576530616,0.30241285076530744,0.025743718112247294,0.20195682397959303,0.011252327806124285,0.09252930484694133,0.060638329081632136,0.013077582908165297,0.1752238201530627,0.20163485331632636,0.055301339285714235,0.11371253188775476,0.146190306122449,0.16149390943877684,0.016333035714286126,0.11630507015306257,-0.10809040178571294,0.05849792729591741,0.04621744260204075,0.2745793686224509,0.0012613520408173429,0.03916189413265414,0.09728632015306005,0.045299170918369214,-0.025172608418365883,0.06836702806122652,0.005141230867350188,0.05202691326530662,-0.09251970663265219,-0.07180832270408288,-0.08022522321428482,-0.03123309948979447,-0.044756919642855664,-0.056832940051018355,-0.055321237244895016,-0.1337764987244885,-0.0070232142857147295,-0.07204850127551232,0.28094534438775653,0.1485075573979593,0.18718198341836612,0.12755408163265436,0.22586884566326582,0.19944933035714385,0.2944153380102055,0.07701798469387988,0.2938496811224507,0.20826476403061456,0.10667037627551323,0.1327967793367364,1.8348279017857152,1.8572303890306134,1.464091071428573,0.8131659438775536,0.861894866071431,3.7363784757653082,2.568526849489798,3.077764955357143,2.613945057397963
LTF,0.302857684948977,0.20974180484694038,0.21746639030612336,0.26768740433673344,0.187180707908162,0.21776160714285808,0.21766521045918097,0.07725433673469517,0.05784639668367575,0.20473022959183673,0.42199333545918094,0.41699359056122276,0.42270117984693734,0.552507174744898,0.26718306760204236,0.3333593431122459,0.2792292729591832,0.2150448022959175,0.17071186224489665,0.2518897959183679,0.16566495535714054,0.25654480229592025,0.08957044005102155,0.2818672512755107,0.04049786352040741,0.4039080357142879,0.32122796556122246,0.15656801658163566,-0.06134757653061307,-0.026684598214284705,0.0487331313775492,0.09157015306122318,0.05338300382652861,0.09040379464285664,0.1422688137755106,0.11813169642856991,0.14350771683673536,0.03590924744898061,0.0,0.08464866071428823,0.22900143494898018,0.1692854272959199,0.06486103316326464,0.0165034119897971,0.13285382653061362,0.09132378826530463,0.07553491709183824,0.0915358418367358,0.15657499999999835,-0.021186639030611687,0.1634761160714273,0.04568826530612213,0.058159056122450536,-0.009779942602040848,0.07943740433673518,-0.0028580676020411033,0.19503338647959012,0.06421383928571522,0.1716288903061205,0.04532649872448857,0.06798329081632559,0.08509834183673348,-0.01132161989795577,0.014583163265307064,0.061786862244899154,0.015015752551024164,0.051004559948980344,-0.001582684948980173,-0.05762130102041141,-0.07143663903061181,0.08773985969387788,0.0304582270408158,-0.011891230867343339,0.10347984693877699,0.07044333545918313,0.129030994897958,0.003907270408161523,0.2714526785714284,0.19033989158163322,0.1958611926020417,0.24093172831632437,0.17989180484693712,0.062050414540816945,0.20326017219387715,-0.023019993622449775,0.15600232780612266,0.16850178571428565,0.021229272959185863,0.015790051020406537,1.544138360969388,1.5993033482142867,1.1022124681122456,0.8394326530612233,0.6887459502551003,3.430160809948978,2.3183591836734703,2.6463754145408167,2.412161766581633
PPARGC1A,0.26413663903061035,0.21446607142857488,0.10859221938775576,0.1518054209183699,0.15879403698979466,0.07607649872449151,0.09975197704081573,0.03411610331632886,0.05870816326530992,0.12566074617346956,0.3581691645408167,0.2288116071428572,0.2622551339285728,0.366775191326532,0.32620733418367465,0.2406507971938776,0.23295822704081814,0.1522346938775545,0.09977206632653157,0.24849687500000073,0.1261376594387773,0.037667506377554005,0.1946306441326584,0.27493526785714373,0.23092681760204137,0.2701354272959211,0.12293660714285792,0.15906103316326892,0.14733450255102198,0.10695998086734981,0.11388552295918508,0.13424441964285627,0.13743695790816624,0.04803899872449158,0.09135401785714592,0.0814622130102034,0.23549917091837003,0.307047576530616,0.08464866071428823,0.0,0.1289960140306139,0.25496906887755344,0.08813217474490109,0.1996792410714292,0.05375778061224601,0.027013679846941585,0.023452933673471676,0.02223979591837022,0.010121141581631576,0.04286106505102083,0.04315975765306135,0.04041878188775705,0.02424426020408532,0.12037244897959276,0.1404585459183707,0.07778494897959298,0.1692764030612235,0.08887560586734722,0.023035969387754207,0.07587107780612534,0.19682630739796103,0.11078823341836674,0.015405771683676406,0.10617617984693872,0.07594237882653232,0.11786501913265823,0.107344451530615,0.1026212691326549,0.05082640306122421,0.07893762755102252,0.06715318877551013,0.08380905612245115,0.13954397321429113,0.17259630102040902,0.16427541454081762,0.12393026147959318,0.2127205994897956,0.23157382015306105,0.15345165816326833,0.1089526466836741,0.25183099489796135,0.1928535714285715,0.016816868622450798,0.06214381377551348,-0.03778635204081482,-0.007029655612242891,0.049808864795920726,0.01776447704081896,0.029847130102043096,1.2900282525510232,1.434696364795922,0.8367336096938782,0.65824754464286,0.6019264668367352,2.918610076530612,2.242074075255104,2.3565903061224507,2.334739158163268
